dataset,cell_id,observed_curve_cycles,valid_cutoff_tail_cycles,valid_fraction,first_valid_cycle,last_valid_cycle,analyzed,pearson_cycle_vs_tail,spearman_cycle_vs_tail,spearman_pvalue,linear_slope_q_per_cycle,edge_cycles,early_tail_mean,late_tail_mean,late_minus_early,late_to_early_ratio,positive_trend,strong_positive_trend
HUST,HUST_6-8,2450,433,0.17673469387755103,17,2444,True,0.208775069745484,0.1875054229806688,8.661245614306675e-05,9.998963077959019e-09,44,3.578204725498211e-05,5.1069196167029135e-05,1.5287148912047025e-05,1.4272295769750436,True,False
HUST,HUST_7-1,1690,243,0.1437869822485207,19,1687,True,0.3180712688006079,0.29347958806478425,3.2524452050681035e-06,1.8594264975035358e-08,25,2.460748741511587e-05,4.815932356448727e-05,2.3551836149371396e-05,1.9571004041194384,True,False
HUST,HUST_7-2,2030,320,0.15763546798029557,1,2030,True,-0.11723331806187287,0.07868887879764451,0.16022973182968156,-8.83167165895611e-09,32,0.00011960232294890016,7.018482601719306e-05,-4.9417496931707106e-05,0.5868182514078708,False,False
HUST,HUST_7-3,1295,254,0.19613899613899613,3,1293,True,0.42233070166220854,0.39002253459140074,1.177466307701805e-10,6.76001674318376e-08,26,2.7781640840667083e-05,7.766476050063548e-05,4.98831196599684e-05,2.7955426011752667,True,False
HUST,HUST_7-4,1393,266,0.19095477386934673,4,1385,True,0.3630790348512661,0.32228945093645867,7.626462459061422e-08,4.9895040004680595e-08,27,2.9730216395859495e-05,9.134750626682564e-05,6.161728987096614e-05,3.0725476414476263,True,False
HUST,HUST_7-5,1873,419,0.22370528563801387,3,1875,True,-0.01959419384403175,0.027862126568319257,0.5695392857146068,-1.6846010852374694e-09,42,0.00010709096687794031,7.80287843853713e-05,-2.9062182492569003e-05,0.7286215323306084,False,False
HUST,HUST_7-6,1419,219,0.1543340380549683,16,1417,True,0.3871914769709717,0.3493619111816925,1.103945595735723e-07,3.5814573369293355e-08,22,2.8161591203779146e-05,7.021219517078741e-05,4.205060396700826e-05,2.493189914686542,True,False
HUST,HUST_7-7,1685,235,0.1394658753709199,11,1684,True,0.4026814992550486,0.3873940100049007,7.809644006832302e-10,2.984553194962546e-08,24,2.4473574345235116e-05,6.206889424753559e-05,3.759531990230047e-05,2.536159752227614,True,False
HUST,HUST_7-8,1938,523,0.26986584107327144,1,1937,True,-0.10581263604437495,-0.044552337588477015,0.3091804640975197,-1.023517352465103e-08,53,0.00012758191710657757,7.209838579223935e-05,-5.548353131433821e-05,0.5651144568709595,False,False
HUST,HUST_8-1,1308,278,0.21253822629969418,24,1308,True,0.426609330122841,0.3858513429204642,2.6594866310761516e-11,7.05547315253398e-08,28,2.8954927163696693e-05,9.809444917345335e-05,6.913952200975666e-05,3.3878327035283613,True,False
HUST,HUST_8-2,2041,576,0.2822146006859383,1,2040,True,0.3178132941370468,0.2866705958695167,2.334891477265203e-12,3.939794201453033e-08,58,4.160467991676242e-05,9.872053932633114e-05,5.711585940956872e-05,2.3728229498181257,True,False
HUST,HUST_8-3,2290,470,0.2052401746724891,1,2288,True,-0.08526685375340348,0.0040547854608291994,0.9301374253930005,-5.973555579903267e-09,47,9.655499561988842e-05,6.707309107441185e-05,-2.9481904545476578e-05,0.6946620487505476,False,False
HUST,HUST_8-4,1885,299,0.15862068965517243,17,1882,True,0.26949287033866476,0.24024241880092478,2.6877345335446766e-05,1.949685207498191e-08,30,3.119237891212971e-05,6.748329276811127e-05,3.629091385598156e-05,2.163454507853173,True,False
HUST,HUST_8-5,1348,284,0.21068249258160238,2,1346,True,0.4367751713482819,0.4111675446018121,5.183327763141941e-13,6.415014389941041e-08,29,3.4276858041310165e-05,8.863308743843852e-05,5.4356229397128354e-05,2.585799647436142,True,False
HUST,HUST_8-6,2365,753,0.31839323467230446,3,2363,True,0.25707882079238575,0.21826846578272455,1.4248588291335839e-09,2.9586965446290256e-08,76,5.206989000262677e-05,0.00010159170514609823,4.952181514347146e-05,1.9510643318235017,True,False
HUST,HUST_8-7,2047,423,0.2066438690766976,5,2045,True,0.24296949515277388,0.20487952560335165,2.172235989165042e-05,2.2736154363611348e-08,43,3.4926806864155314e-05,6.920593660589862e-05,3.4279129741743304e-05,1.981456159879399,True,False
HUST,HUST_8-8,1679,414,0.2465753424657534,1,1678,True,-0.11524196921609685,-0.006216592863352497,0.8996466500038482,-1.0536438018043749e-08,42,0.00012246486831439594,7.908201164007002e-05,-4.338285667432592e-05,0.6457526368872419,False,False
HUST,HUST_9-1,2057,396,0.1925133689839572,2,2056,True,-0.10398873697662682,0.03982641386088099,0.42932695100538687,-7.650176777467409e-09,40,0.00011852187325068763,7.194968739102913e-05,-4.65721858596585e-05,0.6070583042409996,False,False
HUST,HUST_9-2,2143,492,0.22958469435370976,1,2135,True,-0.22584619894884445,-0.12369795212287182,0.006008215796685208,-2.0807920081619054e-08,50,0.00014405636623501472,5.997494063833208e-05,-8.408142559668264e-05,0.4163296784849375,False,False
HUST,HUST_9-3,1905,440,0.23097112860892388,1,1904,True,-0.007525246018516524,0.12376127942156731,0.009359080565022914,-6.704250128960551e-10,44,0.00011350030910991818,8.518049666183828e-05,-2.8319812448079906e-05,0.7504869134703952,False,False
HUST,HUST_9-4,1975,463,0.23443037974683545,1,1974,True,-0.006401294945045077,0.1129348792266793,0.015045464546197648,-5.560867064515883e-10,47,0.00012655219288453776,8.798874942222152e-05,-3.856344346231624e-05,0.6952763710898292,False,False
HUST,HUST_9-5,2168,414,0.19095940959409594,1,2167,True,-0.04174310756973916,0.060203171689023637,0.2215720356300483,-2.5385818140688854e-09,42,9.537044333991178e-05,6.0955948766271996e-05,-3.4414494573639786e-05,0.6391492650298125,False,False
HUST,HUST_9-6,1742,340,0.19517795637198623,1,1741,True,-0.23609538879403855,-0.10232024193166744,0.05947127222854603,-1.8112138754155806e-08,34,0.00012179651758484834,5.9186226352487696e-05,-6.261029123236064e-05,0.4859435025410821,False,False
HUST,HUST_9-7,2012,407,0.20228628230616302,1,2002,True,-0.0735027033201899,0.024101015480325824,0.6278219814871646,-5.6682582949303534e-09,41,0.00011492987245050959,7.483734988154618e-05,-4.009252256896341e-05,0.6511566426193693,False,False
HUST,HUST_9-8,2308,472,0.2045060658578856,1,2306,True,-0.12802823872019342,-0.01263152621246398,0.7843072926064332,-9.119063841756667e-09,48,0.00010230549743981317,6.209520890357774e-05,-4.021028853623543e-05,0.6069586723832574,False,False
MATR,MATR_b1c0,1849,1849,1.0,1,1849,True,0.8099577535465015,0.8037884726473151,0.0,5.6084743202567185e-06,185,0.011054180661055879,0.023808541234151326,0.012754360573095447,2.15380424512414,True,True
MATR,MATR_b1c1,2158,2158,1.0,1,2158,True,0.6762823238171949,0.6048035563218591,1.8294952261006592e-215,4.060549418112328e-06,216,0.010890701801294964,0.024740119094691627,0.013849417293396664,2.271673538224129,True,True
MATR,MATR_b1c11,786,786,1.0,1,786,True,0.9164447095104782,0.9771699016491118,0.0,4.947181806108624e-05,79,0.014196244717912879,0.05298794645202852,0.03879170173411564,3.7325326172468776,True,True
MATR,MATR_b1c14,878,878,1.0,1,878,True,0.9474206241815164,0.9685218356394351,0.0,5.132890954788076e-05,88,0.011938668257278224,0.057474136829097515,0.04553546857181929,4.814116247351064,True,True
MATR,MATR_b1c15,717,717,1.0,1,717,True,0.9150348390444922,0.966317180999375,0.0,5.758165388980145e-05,72,0.01171213075727292,0.05474572395078789,0.04303359319351497,4.674275337712761,True,True
MATR,MATR_b1c16,860,860,1.0,1,860,True,0.9494964750253752,0.9679534198874645,0.0,5.372179965253111e-05,86,0.011854640934750516,0.058806907582314896,0.046952266647564384,4.96066543946761,True,True
MATR,MATR_b1c17,855,855,1.0,1,855,True,0.9708331210282963,0.974333816001625,0.0,5.981647627066919e-05,86,0.011861607958440374,0.06159420556627876,0.04973259760783839,5.192736581927758,True,True
MATR,MATR_b1c18,688,688,1.0,1,688,True,0.9292936266243886,0.9599050155330106,0.0,7.180072212640613e-05,69,0.012533892311247297,0.06598169709746715,0.053447804786219855,5.2642623264170245,True,True
MATR,MATR_b1c19,786,786,1.0,1,786,True,0.9771611206591853,0.980449603178109,0.0,7.652866773867975e-05,79,0.011681652201735164,0.06923292694566324,0.05755127474392808,5.92663826572234,True,True
MATR,MATR_b1c2,2235,2235,1.0,1,2235,True,0.5170659278953698,0.5374282120993382,1.6811521819295693e-167,4.028840923043755e-06,224,0.012166384992781198,0.027412484945400033,0.015246099952618835,2.253133117328192,True,True
MATR,MATR_b1c20,532,532,1.0,1,532,True,0.984606471204726,0.9897992030669738,0.0,0.00012315562027367553,54,0.012389922994899327,0.07248372454498207,0.060093801550082745,5.85021590326446,True,True
MATR,MATR_b1c21,557,557,1.0,1,557,True,0.9552012422447518,0.9834544595747504,0.0,0.00011945502186088382,56,0.011678225906082014,0.07889751594342534,0.06721929003734332,6.755950482370405,True,True
MATR,MATR_b1c23,1012,1012,1.0,1,1012,True,0.943642989178398,0.9777774633659867,0.0,4.982924715595913e-05,102,0.011215935488693117,0.06347029033019969,0.05225435484150657,5.6589386051823,True,True
MATR,MATR_b1c24,1015,1015,1.0,1,1015,True,0.9384656365130316,0.9858979905618305,0.0,5.474511057436512e-05,102,0.01181437346762099,0.07004740575079689,0.0582330322831759,5.928998769403388,True,True
MATR,MATR_b1c25,852,852,1.0,1,852,True,0.9693798701655842,0.9923220448128396,0.0,6.557610264444382e-05,86,0.010010678527054081,0.06347900192293596,0.053468323395881874,6.3411288007483755,True,True
MATR,MATR_b1c26,868,868,1.0,1,868,True,0.9759707921577173,0.9891123272829808,0.0,7.240050366893905e-05,87,0.01138379843142676,0.07448665000315417,0.06310285157172742,6.543215821313394,True,True
MATR,MATR_b1c27,840,840,1.0,1,840,True,0.9749096342890936,0.9905366524450452,0.0,6.896516030286777e-05,84,0.011882498727988659,0.06863722815099318,0.056754729423004524,5.776329518076991,True,True
MATR,MATR_b1c28,858,858,1.0,1,858,True,0.9868576535360776,0.9885335139130832,0.0,7.108677428081019e-05,86,0.011324319681944375,0.06844882666595238,0.057124506984008006,6.044409605911071,True,True
MATR,MATR_b1c29,915,915,1.0,1,915,True,0.9839309919191107,0.9898247964819878,0.0,6.444147404306557e-05,92,0.011477999652149937,0.06912068030864602,0.05764268065649608,6.022014497595761,True,True
MATR,MATR_b1c3,1432,1432,1.0,1,1432,True,0.8735210604039076,0.9259176248650443,0.0,1.4559804712350831e-05,144,0.01188462803121409,0.035790269484945236,0.023905641453731148,3.011475781231416,True,True
MATR,MATR_b1c30,707,707,1.0,1,707,True,0.9611196130268532,0.9838337841974117,0.0,9.030878072627243e-05,71,0.01155455908427498,0.0750250506984365,0.06347049161416152,6.4931123854428,True,True
MATR,MATR_b1c31,874,874,1.0,1,874,True,0.9802084039399541,0.9895725508302355,0.0,7.343433584969032e-05,88,0.010079275553927266,0.07288954691942166,0.0628102713654944,7.231625579580583,True,True
MATR,MATR_b1c32,729,729,1.0,1,729,True,0.9794830238709181,0.978206181326425,0.0,8.976965945359616e-05,73,0.011891702835136339,0.07400597739938762,0.06211427456425128,6.223328855874419,True,True
MATR,MATR_b1c33,755,755,1.0,1,755,True,0.9801071963228711,0.9790174327968344,0.0,8.665222107752622e-05,76,0.011359621670238006,0.07333491924206002,0.06197529757182202,6.455753666004223,True,True
MATR,MATR_b1c34,740,740,1.0,1,740,True,0.9733883652571731,0.9843215317896608,0.0,8.400054835821609e-05,74,0.012836582771656705,0.07373658738120088,0.06090000460954418,5.744253645449314,True,True
MATR,MATR_b1c35,701,701,1.0,1,701,True,0.9836244367317956,0.98586885297299,0.0,0.00010300582680807649,71,0.010959743829412956,0.07819067815670304,0.06723093432729008,7.134352716060811,True,True
MATR,MATR_b1c36,702,702,1.0,1,702,True,0.9835511001587068,0.9848053566801219,0.0,9.75222815246121e-05,71,0.01097504807424533,0.07449414375926108,0.06351909568501575,6.787591567281902,True,True
MATR,MATR_b1c37,646,646,1.0,1,646,True,0.9691635239040837,0.9806961420661032,0.0,0.0001018793405869819,65,0.01178636269761564,0.07433371427453192,0.06254735157691628,6.306756052023538,True,True
MATR,MATR_b1c38,615,615,1.0,1,615,True,0.9729492865095599,0.9788928795840691,0.0,0.00012825244909912427,62,0.0118196504962526,0.08653320439645545,0.07471355390020286,7.321130554908595,True,True
MATR,MATR_b1c39,623,623,1.0,1,623,True,0.976497198012788,0.9788549179784414,0.0,0.00011578888063756905,63,0.011670892936810562,0.07912430957346128,0.06745341663665072,6.779627745868474,True,True
MATR,MATR_b1c4,1707,1707,1.0,1,1707,True,0.8170838084946708,0.8538377451313162,0.0,1.0025893213481652e-05,171,0.011319052134296055,0.03263062942534637,0.021311577291050314,2.8828058249221686,True,True
MATR,MATR_b1c40,964,964,1.0,1,964,True,0.9581832108926331,0.9886371230553368,0.0,5.332392468180644e-05,97,0.011741529804414392,0.06261918106229347,0.05087765125787908,5.333136491187965,True,True
MATR,MATR_b1c41,1049,1049,1.0,1,1049,True,0.9288790277600076,0.9817188411251095,0.0,5.065070260644959e-05,105,0.0114696546498156,0.06886022770312544,0.05739057305330984,6.003687975403211,True,True
MATR,MATR_b1c42,700,700,1.0,1,700,True,0.9851834154556985,0.9877896427193873,0.0,0.00010020545941241,70,0.011630430723238726,0.07428218781577002,0.06265175709253129,6.38688192926054,True,True
MATR,MATR_b1c43,649,649,1.0,1,649,True,0.9694010935296574,0.9825727066405032,0.0,9.542400880462885e-05,65,0.012968540224464432,0.07111184198899223,0.0581433017645278,5.4834114524966875,True,True
MATR,MATR_b1c44,614,614,1.0,1,614,True,0.9475313343037325,0.9674030703886595,0.0,0.00011422420337701096,62,0.010969234311563431,0.07539740069168294,0.0644281663801195,6.873533607737899,True,True
MATR,MATR_b1c45,597,597,1.0,1,597,True,0.949139454743352,0.963210420353885,0.0,0.000124612227310284,60,0.011892528073195335,0.08095656665164495,0.06906403857844962,6.807347113530353,True,True
MATR,MATR_b1c5,1072,1072,1.0,1,1072,True,0.819228129252662,0.9196746440017912,0.0,3.3640051676730125e-05,108,0.012486768772393823,0.05743191526223467,0.04494514648984085,4.5994217006089775,True,True
MATR,MATR_b1c6,634,634,1.0,1,634,True,0.893958894566573,0.9815347755981442,0.0,7.359126537025123e-05,64,0.010699921819026476,0.06178402632217057,0.05108410450314409,5.774250257820289,True,True
MATR,MATR_b1c7,868,868,1.0,1,868,True,0.9744470918199805,0.9892628660305884,0.0,6.942963523531081e-05,87,0.011883021755100047,0.07133800312023163,0.05945498136513158,6.003355425114343,True,True
MATR,MATR_b1c9,1052,1052,1.0,1,1052,True,0.893623964594905,0.961732249555181,0.0,4.5714929595156294e-05,106,0.011700029918426377,0.06746869191161188,0.0557686619931855,5.766540118444948,True,True
