cycle_number,elapsed_time_s,elapsed_time_min,voltage_in_V,current_in_A,discharge_capacity_in_Ah,q_normalized
50,5.237599999993108,0.08729333333321847,3.3594179,-4.000346454545454,0.0061064037,0.00555127609090909
50,5.945599999977276,0.0990933333329546,3.3493977,-4.000206454545455,0.0069748005,0.006340727727272727
50,6.723199999978533,0.11205333333297555,3.3393879,-4.000056909090909,0.0069748005,0.006340727727272727
50,7.5807999999960884,0.12634666666660146,3.3292494,-4.000158727272726,0.0089693144,0.008153922181818181
50,8.536699999996927,0.1422783333332821,3.3191071,-3.9997863636363635,0.010138134,0.009216485454545453
50,9.590399999986403,0.15983999999977339,3.30898,-4.000015272727273,0.011425604,0.010386912727272726
50,10.75099999998929,0.17918333333315484,3.2988119,-3.9998752727272726,0.0128375,0.011670454545454545
50,12.019799999980023,0.20032999999966705,3.2887621,-3.999961545454545,0.014392995,0.013084540909090909
50,13.45219999999972,0.22420333333332867,3.2787447,-3.9998479090909087,0.016148817,0.014680742727272725
50,15.064099999988684,0.25106833333314477,3.2686157,-4.000251909090909,0.018085163,0.016441057272727273
50,15.064199999993434,0.25106999999989055,3.2686157,-4.000251909090909,0.018085163,0.016441057272727273
50,16.88169999999809,0.28136166666663487,3.258605,-4.000264545454545,0.020329177,0.01848107
50,19.02939999999944,0.31715666666665737,3.24827,-4.000088545454545,0.022951614,0.020865103636363635
50,21.639099999971222,0.36065166666618703,3.2382507,-4.000018727272727,0.026155869,0.023778062727272727
50,24.7216999999946,0.4120283333332433,3.2281427,-4.000102363636363,0.029902764,0.027184330909090906
50,24.721799999999348,0.4120299999999891,3.2281427,-4.000102363636363,0.029902764,0.027184330909090906
50,28.745599999994738,0.4790933333332456,3.2178907,-3.9998691818181817,0.034841396,0.03167399636363636
50,33.750399999989895,0.5625066666664983,3.2088757,-3.9998869090909084,0.040955499,0.03723227181818181
50,38.750599999999395,0.6458433333333232,3.2021093,-4.0000209090909085,0.047058601,0.04278054636363636
50,43.751499999983935,0.7291916666663989,3.1968393,-4.000125818181818,0.053172842,0.048338947272727265
50,48.758299999986775,0.812638333333113,3.1927919,-4.000076818181818,0.059292108,0.053901916363636365
50,53.759399999980815,0.8959899999996802,3.1896305,-4.000133999999999,0.065413728,0.05946702545454546
50,58.76539999997476,0.9794233333329126,3.1869526,-4.000106727272727,0.071529798,0.0650270890909091
50,63.77349999998114,1.0628916666663524,3.1846714,-3.999974090909091,0.077650867,0.07059169727272727
50,63.77359999998589,1.062893333333098,3.1846714,-3.999974090909091,0.077650867,0.07059169727272727
50,68.77919999998994,1.1463199999998324,3.1827793,-4.000085454545454,0.083767816,0.07615256
50,68.77929999999469,1.146321666666578,3.1827793,-4.000085454545454,0.083767816,0.07615256
50,73.78709999998682,1.2297849999997803,3.181076,-3.9998730909090905,0.089880563,0.08170960272727272
50,73.78719999999157,1.2297866666665263,3.181076,-3.9998730909090905,0.089880563,0.08170960272727272
50,78.78749999997672,1.313124999999612,3.1792374,-4.000017454545454,0.09598998,0.08726361818181817
50,83.79359999997541,1.3965599999995901,3.1778173,-4.000199909090909,0.10210291,0.09282082727272727
50,88.79849999997532,1.4799749999995886,3.1764688,-4.000023909090909,0.10822786,0.09838896363636362
50,93.80629999999655,1.563438333333276,3.175107,-3.9999653636363632,0.11435642,0.1039603818181818
50,98.81109999999171,1.6468516666665285,3.1739454,-4.000344272727273,0.12047334,0.10952121818181818
50,103.81509999997797,1.7302516666662995,3.172801,-3.9999719090909087,0.12659042,0.1150822
50,108.82069999998203,1.8136783333330337,3.1717167,-4.000232909090909,0.13270377,0.1206397909090909
50,108.82079999998678,1.8136799999997797,3.1717167,-4.000232909090909,0.13270377,0.1206397909090909
50,113.82569999998668,1.897094999999778,3.1704025,-3.999812818181818,0.138824,0.12620363636363635
50,118.82949999999255,1.9804916666665424,3.1694441,-3.9996706363636365,0.1449334,0.13175763636363635
50,123.8350999999966,2.0639183333332767,3.1684961,-4.000071636363637,0.15106213,0.13732920909090907
50,123.83519999997225,2.0639199999995372,3.1684961,-4.000071636363637,0.15106213,0.13732920909090907
50,128.83879999999772,2.147313333333295,3.1674337,-4.000197727272727,0.15717085,0.1428825909090909
50,133.84089999998105,2.2306816666663507,3.1663971,-4.000214636363636,0.1632884,0.148444
50,138.8519999999844,2.31419999999974,3.1654024,-4.000262818181818,0.16940248,0.15400225454545452
50,143.85989999998128,2.397664999999688,3.1643715,-3.9999103636363635,0.17552619,0.15956926363636362
50,143.85999999998603,2.3976666666664337,3.1643715,-3.9999103636363635,0.17552619,0.15956926363636362
50,148.86249999998836,2.4810416666664725,3.1635427,-4.000353818181818,0.1816472,0.1651338181818182
50,153.86569999999483,2.564428333333247,3.1626234,-3.999889090909091,0.18776369,0.17069426363636364
50,153.86579999999958,2.564429999999993,3.1626234,-3.999889090909091,0.18776369,0.17069426363636364
50,158.87509999997565,2.6479183333329273,3.1617575,-3.9998267272727266,0.19388497,0.17625906363636362
50,163.8751999999804,2.7312533333330067,3.1606541,-4.0002011818181815,0.2000006,0.18181872727272727
50,163.87529999998515,2.7312549999997526,3.1606541,-4.0002011818181815,0.2000006,0.18181872727272727
50,168.88179999997374,2.814696666666229,3.1597309,-3.9995622727272724,0.20611078,0.18737343636363635
50,173.8873999999778,2.898123333332963,3.1588821,-3.9999294545454545,0.21223482,0.19294074545454543
50,173.88749999998254,2.898124999999709,3.1588821,-3.9999294545454545,0.21223482,0.19294074545454543
50,178.8928999999771,2.9815483333329516,3.1580696,-3.9998999090909084,0.21834414,0.1984946727272727
50,183.89829999997164,3.064971666666194,3.1571312,-3.999461727272727,0.22447267,0.20406606363636362
50,183.8983999999764,3.0649733333329396,3.1571312,-3.999461727272727,0.22447267,0.20406606363636362
50,188.89899999997579,3.148316666666263,3.1560907,-4.000036454545454,0.23057812,0.2096164727272727
50,188.89909999998054,3.148318333333009,3.1560907,-4.000036454545454,0.23057812,0.2096164727272727
50,193.90059999999357,3.2316766666665595,3.1551905,-3.999901727272727,0.23668346,0.2151667818181818
50,198.90949999997974,3.3151583333329957,3.1545172,-3.9997968181818178,0.242817,0.22074272727272726
50,203.91759999998612,3.3986266666664355,3.1533585,-3.9999900909090904,0.24894069,0.22630971818181816
50,208.9191999999748,3.4819866666662467,3.152564,-3.9997235454545454,0.25504571,0.23185973636363633
50,213.92859999998473,3.565476666666412,3.1515903,-4.000337818181817,0.26115963,0.23741784545454542
50,213.92869999998948,3.565478333333158,3.1515903,-4.000337818181817,0.26115963,0.23741784545454542
50,218.93739999999525,3.6489566666665874,3.150691,-3.999817181818182,0.26728749,0.24298862727272727
50,218.9375,3.6489583333333333,3.150691,-3.999817181818182,0.26728749,0.24298862727272727
50,223.93919999999343,3.7323199999998904,3.1496792,-4.0000789999999995,0.27340838,0.2485530727272727
50,228.94799999997485,3.815799999999581,3.1487036,-4.0000290909090905,0.2795234,0.2541121818181818
50,233.9557999999961,3.899263333333268,3.1479425,-3.9999008181818176,0.28565472,0.25968610909090906
50,238.96159999998054,3.982693333333009,3.1468296,-3.9996728181818177,0.29176801,0.26524364545454543
50,243.96189999999478,4.0660316666665794,3.1459589,-4.000185181818181,0.29787734,0.2707975818181818
50,248.96939999997267,4.1494899999995445,3.1448364,-4.0000290909090905,0.30400142,0.27636492727272727
50,253.97259999997914,4.232876666666319,3.1439238,-4.000211636363637,0.31011978,0.2819270727272727
50,258.9828999999736,4.316381666666227,3.1430178,-3.9997980909090907,0.31622061,0.2874732818181818
50,258.98299999997835,4.316383333332973,3.1430178,-3.9997980909090907,0.31622061,0.2874732818181818
50,263.9846999999718,4.3997449999995295,3.1421204,-4.000251909090909,0.32235235,0.2930475909090909
50,263.98479999997653,4.3997466666662755,3.1421204,-4.000251909090909,0.32235235,0.2930475909090909
50,268.99259999999776,4.483209999999962,3.1409006,-3.9998518181818175,0.32846639,0.29860580909090906
50,268.9926999999734,4.483211666666223,3.1409006,-3.9998518181818175,0.32846639,0.29860580909090906
50,273.9942999999912,4.56657166666652,3.1400204,-3.999834090909091,0.33458701,0.3041700090909091
50,279.00189999997383,4.650031666666231,3.1390543,-3.999983636363636,0.34070808,0.3097346181818182
50,284.00479999999516,4.733413333333252,3.1379414,-3.999949818181818,0.34682465,0.3152951363636364
50,289.0095999999903,4.816826666666505,3.1369495,-4.00011709090909,0.35294166,0.3208560545454545
50,294.01439999998547,4.900239999999758,3.1358633,-3.999919,0.3590585,0.32641681818181817
50,299.0211999999883,4.983686666666472,3.1347599,-3.9997733636363635,0.3651756,0.33197781818181815
50,299.02129999999306,4.983688333333218,3.1347599,-3.9997733636363635,0.3651756,0.33197781818181815
50,304.0247999999847,5.067079999999745,3.1339664,-3.999846636363636,0.37129337,0.33753942727272723
50,304.02489999998943,5.067081666666491,3.1339664,-3.999846636363636,0.37129337,0.33753942727272723
50,309.02959999997984,5.150493333332998,3.1327333,-4.000064272727272,0.37741038,0.34310034545454543
50,314.0310999999929,5.233851666666548,3.1315937,-4.0000789999999995,0.38352367,0.34865788181818175
50,319.0374999999767,5.317291666666279,3.1306229,-4.000243272727273,0.38963866,0.3542169636363636
50,319.03759999998147,5.317293333333025,3.1306229,-4.000243272727273,0.38963866,0.3542169636363636
50,324.0457999999926,5.40076333333321,3.129324,-4.000249818181818,0.39575803,0.35978002727272723
50,329.05509999999776,5.484251666666629,3.1285896,-4.000373727272727,0.40187466,0.36534059999999996
50,329.0551999999734,5.48425333333289,3.1285896,-4.000373727272727,0.40187466,0.36534059999999996
50,334.0567999999912,5.5676133333331865,3.1271591,-4.000009181818181,0.40799946,0.3709086
50,339.06039999998757,5.65100666666646,3.1259384,-3.999841454545454,0.41411257,0.3764659727272727
50,339.0604999999923,5.6510083333332055,3.1259384,-3.999841454545454,0.41411257,0.3764659727272727
50,344.06629999997676,5.734438333332946,3.124836,-3.9998691818181817,0.42022669,0.3820242636363636
50,349.06789999999455,5.817798333333243,3.1235905,-3.9998986363636364,0.42633486,0.3875771454545454
50,354.0726999999897,5.901211666666495,3.1225252,-4.000276181818181,0.43245929,0.39314480909090904
50,354.07279999999446,5.901213333333241,3.1225252,-4.000276181818181,0.43245929,0.39314480909090904
50,359.0775999999896,5.984626666666494,3.1212711,-3.9999515454545453,0.43857262,0.3987023818181818
50,364.08129999999073,6.068021666666512,3.1201591,-3.9998986363636364,0.44468984,0.40426349090909086
50,369.0830999999889,6.151384999999816,3.118927,-4.000226363636363,0.45080289,0.40982080909090907
50,369.08319999999367,6.1513866666665615,3.118927,-4.000226363636363,0.45080289,0.40982080909090907
50,374.0842999999877,6.234738333333128,3.1176262,-4.000328272727272,0.45691958,0.41538143636363634
50,374.08439999999246,6.234739999999874,3.1176262,-4.000328272727272,0.45691958,0.41538143636363634
50,379.0883999999787,6.318139999999645,3.1164656,-4.000251909090909,0.46303171,0.42093791818181814
50,384.09309999999823,6.401551666666637,3.1150579,-3.999919,0.46914896,0.4264990545454545
50,384.0931999999739,6.401553333332898,3.1150579,-3.999919,0.46914896,0.4264990545454545
50,389.0958999999857,6.484931666666428,3.1142111,-4.000122363636364,0.47526184,0.43205621818181816
50,394.1003999999957,6.568339999999929,3.1125813,-4.00013009090909,0.48137581,0.4376143727272727
50,399.1023999999743,6.6517066666662386,3.1113367,-4.000258454545454,0.48748386,0.4431671454545454
50,404.10719999999856,6.735119999999976,3.1100349,-3.999945454545454,0.4936125,0.4487386363636363
50,409.1086999999825,6.818478333333042,3.1086893,-3.9998574545454546,0.49971777,0.4542888818181818
50,414.1158999999752,6.901931666666254,3.107337,-3.9999111818181814,0.50584239,0.4598567181818181
50,419.1231999999727,6.985386666666212,3.1061811,-3.999985818181818,0.5119583,0.4654166363636363
50,419.12329999997746,6.985388333332958,3.1061811,-3.999985818181818,0.5119583,0.4654166363636363
50,424.12859999999637,7.06880999999994,3.1047802,-4.000062090909091,0.51807308,0.4709755272727272
50,424.128699999972,7.068811666666201,3.1047802,-4.000062090909091,0.51807308,0.4709755272727272
50,429.13809999998193,7.152301666666365,3.1033478,-3.9998327272727274,0.5242033,0.4765484545454545
50,434.1398999999801,7.235664999999669,3.1020565,-4.000107636363636,0.53032255,0.482111409090909
50,434.13999999998487,7.235666666666415,3.1020565,-4.000107636363636,0.53032255,0.482111409090909
50,439.14079999999376,7.3190133333332295,3.1008186,-3.999829727272727,0.53642803,0.4876618454545454
50,444.1461999999883,7.402436666666472,3.0995197,-3.9999294545454545,0.54255348,0.49323043636363634
50,449.1518999999971,7.485864999999952,3.0981321,-3.999775545454545,0.54865354,0.4987759454545454
50,454.1565999999875,7.569276666666458,3.0967464,-3.9997447272727267,0.55476701,0.5043336454545454
50,459.16029999998864,7.652671666666477,3.0955,-4.000004818181818,0.56089318,0.5099028909090909
50,459.1603999999934,7.652673333333223,3.0955,-4.000004818181818,0.56089318,0.5099028909090909
50,464.1626999999862,7.736044999999771,3.0940905,-4.000106727272727,0.56700695,0.5154608636363636
50,464.16279999999097,7.736046666666516,3.0940905,-4.000106727272727,0.56700695,0.5154608636363636
50,469.16699999998673,7.819449999999779,3.0926104,-4.000167,0.57312548,0.5210231636363636
50,474.17579999999725,7.902929999999954,3.0914106,-3.999811545454545,0.57921165,0.5265560454545454
50,474.1758999999729,7.902931666666215,3.0914106,-3.999811545454545,0.57921165,0.5265560454545454
50,479.1845999999787,7.986409999999645,3.0899124,-3.999599545454545,0.58535749,0.5321431727272727
50,484.18859999999404,8.069809999999901,3.0884705,-4.000434454545455,0.59146726,0.5376975090909091
50,489.1957999999868,8.153263333333113,3.0871096,-3.9999094545454543,0.59760499,0.5432772636363636
50,494.19899999999325,8.236649999999887,3.0857134,-3.9999719090909087,0.60365564,0.5487778545454546
50,494.199099999998,8.236651666666633,3.0857134,-3.9999719090909087,0.60365564,0.5487778545454546
50,499.21179999999003,8.3201966666665,3.0843554,-4.000080272727272,0.60985571,0.5544142818181819
50,499.2118999999948,8.320198333333247,3.0843554,-4.000080272727272,0.60985571,0.5544142818181819
50,504.22299999999814,8.403716666666636,3.0827732,-4.000071636363637,0.61596525,0.5599684090909091
50,509.2373999999836,8.487289999999726,3.081315,-4.000214636363636,0.62207377,0.565521609090909
50,514.2423999999883,8.57070666666647,3.0800476,-3.9999667272727266,0.62821394,0.5711035818181818
50,519.2549999999756,8.654249999999593,3.0785084,-3.999858363636364,0.63434011,0.5766728272727273
50,519.2550999999803,8.654251666666338,3.0785084,-3.999858363636364,0.63434011,0.5766728272727273
50,524.2573999999731,8.737623333332886,3.0769129,-4.0000919999999995,0.64042288,0.5822026181818182
50,529.2576999999874,8.820961666666456,3.0752802,-3.9998691818181817,0.64657331,0.5877939181818181
50,534.2673999999824,8.904456666666373,3.0738792,-4.0000789999999995,0.65269852,0.5933622909090908
50,539.2764999999781,8.987941666666302,3.072031,-4.000141818181818,0.65881675,0.5989243181818181
50,539.2765999999829,8.987943333333048,3.072031,-4.000141818181818,0.65881675,0.5989243181818181
50,544.2781999999715,9.071303333332859,3.0704079,-3.9998137272727274,0.66492224,0.6044747636363635
50,549.2824999999721,9.154708333332868,3.0689049,-3.999917727272727,0.67100674,0.6100061272727273
50,554.2965999999724,9.238276666666206,3.0670004,-4.000035636363636,0.67715943,0.6155994818181818
50,559.2990999999747,9.321651666666245,3.0653458,-3.9991348181818176,0.68328762,0.6211705636363636
50,564.3098999999929,9.405164999999881,3.063344,-4.000095,0.68941718,0.6267428909090909
50,569.3133999999845,9.488556666666408,3.0617619,-3.9997850909090906,0.69549447,0.6322676999999999
50,574.3221999999951,9.572036666666584,3.0598373,-4.0000100909090905,0.70162988,0.6378453454545454
50,579.3237999999837,9.655396666666396,3.0579309,-4.000213818181818,0.70776212,0.6434201090909091
50,579.3238999999885,9.655398333333142,3.0579309,-4.000213818181818,0.70776212,0.6434201090909091
50,584.3365999999805,9.738943333333008,3.0562096,-3.9999029999999993,0.71387935,0.6489812272727272
50,584.3366999999853,9.738944999999754,3.0562096,-3.9999029999999993,0.71387935,0.6489812272727272
50,589.3462,9.822436666666666,3.0541191,-4.000086363636363,0.7200197,0.6545633636363636
50,589.3462999999756,9.822438333332927,3.0541191,-4.000086363636363,0.7200197,0.6545633636363636
50,594.3509999999951,9.90584999999992,3.052124,-3.999974090909091,0.72612554,0.6601141272727272
50,599.3533999999927,9.98922333333321,3.050087,-3.9999537272727266,0.73222661,0.6656605545454545
50,604.367099999974,10.072784999999566,3.048007,-4.000168272727272,0.73836058,0.6712368909090909
50,609.3686999999918,10.156144999999864,3.0459824,-3.9999996363636363,0.74447656,0.6767968727272726
50,614.3741999999911,10.239569999999851,3.04389,-3.9999844545454546,0.75058299,0.6823481727272727
50,614.3742999999959,10.239571666666597,3.04389,-3.9999844545454546,0.75058299,0.6823481727272727
50,619.375,10.322916666666666,3.0415363,-4.000112818181818,0.75668705,0.6878973181818181
50,619.3750999999756,10.322918333332927,3.0415363,-4.000112818181818,0.75668705,0.6878973181818181
50,624.3797999999952,10.406329999999919,3.0394068,-3.9998457272727266,0.76282609,0.6934782636363636
50,629.3933999999717,10.489889999999528,3.0370436,-4.000088545454545,0.76894641,0.6990421909090908
50,629.3934999999765,10.489891666666274,3.0370436,-4.000088545454545,0.76894641,0.6990421909090908
50,634.4005999999936,10.573343333333225,3.0347567,-3.999825363636363,0.77505136,0.7045921454545454
50,634.4006999999983,10.573344999999971,3.0347567,-3.999825363636363,0.77505136,0.7045921454545454
50,639.4029999999912,10.656716666666519,3.0321722,-4.000137545454545,0.78118336,0.7101666909090908
50,644.4173999999766,10.74028999999961,3.0297775,-4.000012181818181,0.78728861,0.7157169181818182
50,644.4174999999814,10.740291666666357,3.0297775,-4.000012181818181,0.78728861,0.7157169181818182
50,649.426999999996,10.823783333333267,3.0274124,-4.000168272727272,0.79343116,0.7213010545454545
50,649.4270999999717,10.823784999999528,3.0274124,-4.000168272727272,0.79343116,0.7213010545454545
50,654.4333999999799,10.907223333332999,3.0246954,-3.9998869090909084,0.79952174,0.7268379454545454
50,659.4336999999941,10.990561666666569,3.0221338,-3.9999844545454546,0.80563664,0.7323969454545454
50,664.4357999999775,11.073929999999624,3.0192556,-4.000054727272727,0.81174386,0.7379489636363635
50,669.4363999999769,11.157273333332947,3.0165291,-4.000180818181819,0.81789213,0.7435383
50,674.444599999988,11.240743333333134,3.0136433,-4.000329545454545,0.82402641,0.7491149181818181
50,674.4446999999927,11.24074499999988,3.0136433,-4.000329545454545,0.82402641,0.7491149181818181
50,679.4485999999742,11.324143333332904,3.0105276,-3.999735181818181,0.83009845,0.7546349545454545
50,679.448699999979,11.32414499999965,3.0105276,-3.999735181818181,0.83009845,0.7546349545454545
50,684.4597999999824,11.407663333333039,3.0075569,-4.000171272727273,0.8362267,0.7602060909090909
50,689.4669999999751,11.491116666666251,3.0043087,-3.999806272727272,0.84237671,0.7657970090909091
50,694.4724999999744,11.57454166666624,3.0010347,-4.000297454545454,0.84849435,0.7713585
50,694.4725999999791,11.574543333332986,3.0010347,-4.000297454545454,0.84849435,0.7713585
50,699.4816999999748,11.658028333332913,2.9976511,-4.000121454545455,0.85462707,0.7769337
50,704.4861999999848,11.741436666666413,2.9940195,-4.0000290909090905,0.86073869,0.7824897181818181
50,704.4862999999896,11.741438333333159,2.9940195,-4.0000290909090905,0.86073869,0.7824897181818181
50,709.4925999999978,11.82487666666663,2.9902592,-3.9998479090909087,0.86685169,0.7880469909090908
50,709.4926999999734,11.82487833333289,2.9902592,-3.9998479090909087,0.86685169,0.7880469909090908
50,714.5054999999993,11.908424999999989,2.9863205,-4.000239363636363,0.87295103,0.7935918454545453
50,719.5060999999987,11.991768333333312,2.9823704,-3.9998032727272723,0.87909347,0.7991758818181818
50,719.5061999999743,11.991769999999573,2.9823704,-3.9998032727272723,0.87909347,0.7991758818181818
50,724.5204999999842,12.075341666666402,2.9780941,-3.999865727272727,0.8852132,0.8047392727272727
50,724.5205999999889,12.075343333333148,2.9780941,-3.999865727272727,0.8852132,0.8047392727272727
50,729.5333999999857,12.158889999999761,2.9736214,-3.999917727272727,0.89131355,0.8102850454545454
50,734.5348999999987,12.242248333333313,2.9688339,-4.000328272727272,0.8974207,0.8158369999999999
50,734.5349999999744,12.242249999999574,2.9688339,-4.000328272727272,0.8974207,0.8158369999999999
50,739.5426999999909,12.325711666666514,2.9642878,-3.9998019999999994,0.90359092,0.8214462909090908
50,739.5427999999956,12.32571333333326,2.9642878,-3.9998019999999994,0.90359092,0.8214462909090908
50,744.5533999999752,12.409223333332921,2.9586105,-4.0000209090909085,0.90967888,0.8269807999999998
50,749.5613999999769,12.492689999999614,2.9529705,-4.000301818181818,0.91583163,0.8325742090909091
50,754.5656999999774,12.576094999999622,2.9471617,-4.000329545454545,0.92191815,0.838107409090909
50,759.572599999985,12.659543333333083,2.9409914,-4.000300909090909,0.92806143,0.843692209090909
50,764.5805999999866,12.743009999999776,2.9336157,-3.9998201818181816,0.9341898,0.8492634545454545
50,769.5854999999865,12.826424999999775,2.9268465,-4.000116272727273,0.94028574,0.8548052181818181
50,774.5893999999971,12.909823333333286,2.9188137,-3.9999719090909087,0.9464134,0.8603758181818181
50,774.5894999999728,12.909824999999547,2.9188137,-3.9999719090909087,0.9464134,0.8603758181818181
50,779.599899999972,12.993331666666199,2.9105024,-3.99980109090909,0.95253718,0.8659428909090908
50,784.6005999999761,13.076676666666268,2.9013767,-3.999955,0.95865792,0.8715071999999999
50,789.6070999999938,13.16011833333323,2.8913832,-4.000027,0.96478379,0.8770761727272727
50,794.2398999999859,13.237331666666432,2.8813,-3.99974609090909,0.97043902,0.8822172909090908
50,798.5085999999719,13.308476666666198,2.8712873,-3.9998245454545454,0.9756484,0.8869530909090908
50,798.5086999999767,13.308478333332944,2.8712873,-3.9998245454545454,0.9756484,0.8869530909090908
50,802.426999999996,13.373783333333268,2.8612547,-3.999879545454545,0.98044175,0.8913106818181817
50,802.4270999999717,13.373784999999527,2.8612547,-3.999879545454545,0.98044175,0.8913106818181817
50,806.1045999999915,13.435076666666525,2.8511705,-3.9999961818181817,0.98493624,0.8953965818181817
50,806.1046999999962,13.435078333333271,2.8511705,-3.9999961818181817,0.98493624,0.8953965818181817
50,809.4735999999975,13.491226666666625,2.8411303,-3.9997789999999998,0.98905748,0.8991431636363636
50,812.6341999999713,13.543903333332855,2.8309135,-4.000101545454545,0.99292076,0.9026552363636362
50,815.5951999999816,13.593253333333026,2.8208427,-3.999974909090909,0.99653947,0.9059449727272726
50,818.3534999999974,13.639224999999957,2.8107967,-4.0000599090909095,0.99991351,0.9090122818181817
50,820.9029999999912,13.681716666666519,2.8007584,-3.999930727272727,1.0030153,0.9118320909090908
50,823.2967999999819,13.721613333333032,2.7906923,-3.9998561818181813,1.0059603,0.9145093636363635
50,825.5690999999933,13.75948499999989,2.7806177,-4.000301818181818,1.0087345,0.9170313636363636
50,827.7070999999996,13.795118333333328,2.7705393,-4.00004,1.0113381,0.9193982727272726
50,829.7398999999859,13.828998333333098,2.7604904,-4.000240272727273,1.0138344,0.9216676363636362
50,831.6630999999761,13.861051666666269,2.750452,-3.9998106363636357,1.016181,0.9238009090909091
50,833.4817999999796,13.891363333332993,2.7403774,-4.000136181818182,1.0184015,0.9258195454545454
50,835.2198999999964,13.920331666666607,2.7302418,-3.999860545454545,1.020525,0.9277499999999999
50,836.8637999999919,13.947729999999865,2.7201805,-3.999931636363636,1.0225159,0.9295599090909089
50,838.4236999999848,13.97372833333308,2.7101622,-3.999769454545454,1.0244168,0.9312879999999999
50,838.4237999999896,13.973729999999826,2.7101622,-3.999769454545454,1.0244168,0.9312879999999999
50,839.9062999999733,13.998438333332889,2.7000074,-4.000023909090909,1.0262481,0.9329528181818182
50,841.3462999999756,14.022438333332927,2.6898861,-4.000043909090909,1.0280198,0.9345634545454545
50,841.3463999999803,14.022439999999673,2.6898861,-4.000043909090909,1.0280198,0.9345634545454545
50,842.7094999999972,14.045158333333287,2.6798744,-3.9997469090909092,1.0296826,0.9360750909090907
50,844.0062999999791,14.066771666666318,2.6697588,-4.000306999999999,1.0312673,0.9375157272727273
50,845.2462999999989,14.087438333333315,2.659709,-4.000187363636363,1.0327722,0.938883818181818
50,846.431899999996,14.107198333333265,2.6495838,-3.999870909090909,1.0342357,0.9402142727272726
50,847.5774999999849,14.126291666666415,2.6394854,-3.99980109090909,1.035629,0.941480909090909
50,848.6528999999864,14.144214999999773,2.6294708,-3.999967545454545,1.0369431,0.9426755454545453
50,849.6942999999737,14.161571666666228,2.6194496,-3.9999888181818175,1.038223,0.9438390909090907
50,850.6872999999905,14.178121666666508,2.6093988,-3.9999476363636357,1.0394363,0.9449420909090908
50,851.6325999999826,14.193876666666377,2.5993452,-4.000081181818182,1.0405822,0.9459838181818181
50,852.550499999983,14.209174999999716,2.5893164,-4.0000386363636355,1.0417068,0.9470061818181817
50,853.4283999999752,14.223806666666254,2.579215,-4.000097181818181,1.0427766,0.9479787272727273
50,854.2758999999787,14.237931666666311,2.5690384,-3.9999402727272724,1.043816,0.9489236363636363
50,855.0703999999969,14.25117333333328,2.5588684,-3.9999250909090907,1.0447868,0.9498061818181818
