file_name,cycle,soh,mean_voltage_V,mean_current_A,input_soh,input_voltage_mean_z,input_current_mean_z
HUST_1-1.pkl,39,1.0721164974747412,3.300320924574209,-0.006046641119221233,1.0721164974747412,-0.27777731217093116,-0.8258687037189484
HUST_1-1.pkl,40,1.072111305555549,3.3002441605839414,-0.006061824817518184,1.072111305555549,-0.33591514864983557,-0.8449126304948057
HUST_1-1.pkl,41,1.0721141641414071,3.3000914841849145,-0.006075935523114209,1.0721141641414071,-0.4515458693808683,-0.8626107722038223
HUST_1-1.pkl,42,1.071551926767671,3.30026094890511,-0.006081967153284649,1.071551926767671,-0.32320037617069874,-0.8701758542449984
HUST_1-1.pkl,43,1.071545722222217,3.3002626520681266,-0.006636557177615684,1.071545722222217,-0.3219104717164739,-1.5657621078326456
HUST_1-1.pkl,44,1.0715594116161566,3.3001408759124087,-0.006646448905109383,1.0715594116161566,-0.41413864020397584,-1.5781686592796391
HUST_1-1.pkl,45,1.0715592727272651,3.2996225334957368,-0.006888434835566211,1.0715592727272651,-0.8067095130254109,-1.8816758977850947
HUST_1-1.pkl,46,1.0715500631313066,3.2998205596107053,-0.006497620437956217,1.0715500631313066,-0.656732813657884,-1.3915027775427002
HUST_1-1.pkl,47,1.0715566161616097,3.3015571254567604,-0.003979386114494626,1.0715566161616097,0.6584695467332082,1.7669550054391847
HUST_1-1.pkl,48,1.0709959393939337,3.301151951219512,-0.004493931707317072,1.0709959393939337,0.35160752108108806,1.1215938818900841
HUST_1-1.pkl,49,1.0704478005050437,3.3014510353227773,-0.004457598051157077,1.0704478005050437,0.5781213152245932,1.1671648273789754
HUST_1-1.pkl,50,1.07099778535353,3.3013722289890377,-0.004462116930572232,1.07099778535353,0.5184366931968639,1.1614970903752433
HUST_1-1.pkl,51,1.0709991085858535,3.3012841656516443,-0.004381600487210621,1.0709991085858535,0.4517412036668534,1.2624836367121723
HUST_1-1.pkl,52,1.0704359040403983,3.301498660170524,-0.004494320341047517,1.0704359040403983,0.6141903835597378,1.1211064438390586
HUST_1-1.pkl,53,1.070421808080803,3.3010818292682926,-0.005085846341463399,1.070421808080803,0.2985000872521692,0.37919379399419023
HUST_1-1.pkl,54,1.0704231515151454,3.3014719853836785,-0.005020610231425283,1.0704231515151454,0.5939880153616358,0.46101521051674765
HUST_1-1.pkl,55,1.0704223888888824,3.301342143727162,-0.005062649208282428,1.0704223888888824,0.4956513738140296,0.4082884517691625
HUST_1-1.pkl,56,1.0704208661616108,3.301252618757613,-0.005096767356881827,1.0704208661616108,0.42784890520480007,0.3654962735430414
HUST_1-1.pkl,57,1.0698620505050447,3.3013526187576128,-0.005073956151035286,1.0698620505050447,0.5035847238825509,0.3941068877237632
HUST_1-1.pkl,58,1.0698767979797925,3.301015365853658,-0.005662763414634134,1.0698767979797925,0.24816347605737563,-0.34439582708065297
HUST_1-1.pkl,59,1.0698672070707012,3.30129987819732,-0.005509518879415378,1.0698672070707012,0.4636412287694671,-0.1521911579393845
HUST_1-1.pkl,60,1.0698532146464586,3.3012232643118145,-0.005555289890377822,1.0698532146464586,0.4056170753609027,-0.20959876471465885
HUST_1-1.pkl,61,1.069842646464641,3.301151400730816,-0.005522915956150752,1.069842646464641,0.3511906039604728,-0.16899424131007051
HUST_1-1.pkl,62,1.0698711818181752,3.301066869671133,-0.005581182704019432,1.0698711818181752,0.28717031387235675,-0.24207443943948875
HUST_1-1.pkl,63,1.0693046666666615,3.301205237515225,-0.005599289890377512,1.0693046666666615,0.3919643333826346,-0.2647851074451435
HUST_1-1.pkl,64,1.0693073232323163,3.300784756097561,-0.006226389024390101,1.0693073232323163,0.0735092893262169,-1.0513148287145357
HUST_1-1.pkl,65,1.0692869040403983,3.3011831912302068,-0.006008032886723498,1.0692869040403983,0.3752673989358414,-0.7774449048359198
HUST_1-1.pkl,66,1.0693327676767614,3.3009483556638246,-0.00623039585870898,1.0693327676767614,0.1974127601893709,-1.0563403408051613
HUST_1-1.pkl,67,1.0688071161616093,3.3009801461632153,-0.006130673568818494,1.0688071161616093,0.22148955516473948,-0.9312651483550702
HUST_1-1.pkl,68,1.0701759898989838,3.300687317073171,-0.006718454878048943,1.0701759898989838,-0.0002869535073098919,-1.668481075218562
HUST_1-1.pkl,69,1.0687881313131242,3.3009595615103535,-0.0066319780755176175,1.0687881313131242,0.20589959979783803,-1.5600188374284738
HUST_1-1.pkl,70,1.0682240606060536,3.3008847746650423,-0.0065824945188794025,1.0682240606060536,0.14925917023796106,-1.4979548256971291
HUST_1-1.pkl,71,1.0687946515151443,3.300770036540804,-0.006614116930572381,1.0687946515151443,0.062361312510521294,-1.5376167631895274
HUST_1-1.pkl,72,1.068209280303024,3.3025035365853657,-0.0038641085365852855,1.068209280303024,1.375241763041424,1.911540185523047
HUST_1-1.pkl,73,1.0682161060605997,3.30215115995116,-0.0045004163614164785,1.0682161060605997,1.1083664342961563,1.1134606013532427
HUST_1-1.pkl,74,1.0682047247474682,3.3020964590964597,-0.0044812087912088185,1.0682047247474682,1.0669382941649124,1.1375514093647712
HUST_1-1.pkl,75,1.0682008813131256,3.302002442002442,-0.004511219780219828,1.0682008813131256,0.9957336783135066,1.0999105746999054
HUST_1-1.pkl,76,1.068193255050498,3.3019015873015873,-0.00449749084249085,1.068193255050498,0.9193505449459896,1.117129889764501
HUST_1-1.pkl,77,1.0682224419191861,3.3018216117216115,-0.004584008547008469,1.0682224419191861,0.8587803847088552,1.0086163512690955
HUST_1-1.pkl,78,1.068203520202014,3.301767032967033,-0.0045470085470084645,1.068203520202014,0.8174447181046247,1.0550230485655188
HUST_1-1.pkl,79,1.068187073232317,3.302104756097561,-0.004501442682926858,1.068187073232317,1.0732220958746805,1.1121733529299729
HUST_1-1.pkl,80,1.0676266742424179,3.3022135365853655,-0.004474620731707408,1.0676266742424179,1.1556078888753412,1.1458143845824131
HUST_1-1.pkl,81,1.0676280959595905,3.301936874236874,-0.005093914529914681,1.0676280959595905,0.9460753942716837,0.3690743891512414
HUST_1-1.pkl,82,1.0690207929292876,3.3018518925518925,-0.005092398046398278,1.0690207929292876,0.8817138194246475,0.37097641594855835
HUST_1-1.pkl,83,1.0676402020201972,3.301688034188034,-0.005126075702075859,1.0676402020201972,0.7576143460842699,0.3287367193895729
HUST_1-1.pkl,84,1.0676411338383778,3.301659096459096,-0.005127496947496848,1.0676411338383778,0.7356981201662971,0.3269541435507689
HUST_1-1.pkl,85,1.0671021363636306,3.301765811965812,-0.005130490842490957,1.0671021363636306,0.8165199828338184,0.3231990954770156
HUST_1-1.pkl,86,1.0671196060605999,3.3018006105006106,-0.005638347985348088,1.0671196060605999,0.8428749380514593,-0.3137731396147177
HUST_1-1.pkl,87,1.0673993106060544,3.3017117216117216,-0.005591384615384883,1.0673993106060544,0.7755542103376414,-0.25487003437412076
HUST_1-1.pkl,88,1.067144515151508,3.3016380952380953,-0.005602637362637538,1.067144515151508,0.7197926735089011,-0.2689836245229593
HUST_1-1.pkl,89,1.0665803308080752,3.3017512820512818,-0.005573560439560457,1.0665803308080752,0.8055156331111573,-0.23251432810270764
HUST_1-1.pkl,90,1.0665838383838324,3.301788766788767,-0.006121017094017064,1.0665838383838324,0.8339050059247735,-0.9191536590831673
HUST_1-1.pkl,91,1.0665695959595898,3.3017272283272283,-0.006105468864468945,1.0665695959595898,0.7872983482767457,-0.8996525244308763
HUST_1-1.pkl,92,1.0665739494949436,3.301669963369963,-0.00611012454212439,1.0665739494949436,0.7439282640762034,-0.9054918385840094
HUST_1-1.pkl,93,1.0665718888888833,3.3015956043956045,-0.00612238583638596,1.0665718888888833,0.687611886085383,-0.9208703837531702
HUST_1-1.pkl,94,1.0665633232323182,3.301529548229548,-0.006109547008547065,1.0665633232323182,0.6375837079351705,-0.9047674757218078
HUST_1-1.pkl,95,1.0665645883838326,3.301542368742369,-0.00615387423687426,1.0665645883838326,0.6472934282789721,-0.9603642396939512
HUST_1-1.pkl,96,1.0665549898989848,3.3014111111111113,-0.0061123846153844485,1.0665549898989848,0.5478843866686494,-0.9083265017096107
HUST_1-1.pkl,97,1.066553090909085,3.3013619047619054,-0.006081322344322312,1.066553090909085,0.5106175552560335,-0.8693671122361021
HUST_1-1.pkl,98,1.066003838383832,3.3014335775335777,-0.006101456654456454,1.066003838383832,0.5648995156512147,-0.8946202699568403
HUST_1-1.pkl,99,1.0660059368686814,3.3014544566544566,-0.006616267399267399,1.0660059368686814,0.5807124887815973,-1.5403139564266928
HUST_1-1.pkl,100,1.0662713232323162,3.301109645909646,-0.00660525518925523,1.0662713232323162,0.31956724830989125,-1.526502056518604
