iteration,method,total_loss,query_loss,L_T,L_GY,L_G,L_S,L_SC,L_R,L_C,L_O,L_delta,L_specific_fit,L_within_domain_difference,L_path,L_regret,general_domain_accuracy_batch,specific_domain_accuracy_batch,mean_absolute_specific_residual,outer_gradient_norm,grl_strength,auxiliary_scale,source_validation_mae_cycles,source_validation_general_domain_accuracy,source_validation_specific_domain_accuracy,support_loss,inner_update_specific_encoder,inner_update_general_head
11,hybrid,0.833786129951477,0.30041179060935974,0.30041179060935974,0.3620477318763733,2.0886523723602295,2.1068694591522217,3.4892516136169434,0.8954960107803345,0.09430167824029922,0.3623248338699341,0.02488648146390915,0.30041173100471497,0.2927085757255554,0.2821130156517029,0.058439213782548904,0.0625,0.0625,60.41896057128906,5.837027549743652,0.0,0.0,,,,0.0877220556139946,0.03340594470500946,0.015477048233151436
12,hybrid,0.9050865173339844,0.3751537799835205,0.3751537799835205,0.28824418783187866,2.0998904705047607,2.0756640434265137,3.4516286849975586,0.9609230160713196,0.4117700755596161,0.44800812005996704,0.033319976180791855,0.3751537799835205,0.3167276084423065,0.32720234990119934,0.03725123405456543,0.0625,0.0625,75.54167175292969,7.374125003814697,0.0,0.0,,,,0.13742631673812866,0.03513137996196747,0.020601361989974976
13,hybrid,0.7096627950668335,0.2923644781112671,0.2923644781112671,0.2505888342857361,2.0831944942474365,2.0871002674102783,4.089839935302734,0.8446798324584961,0.24326346814632416,0.3821512460708618,0.030437834560871124,0.2923645079135895,0.1737259179353714,0.2851032316684723,0.031114352867007256,0.125,0.125,73.59173583984375,6.01218843460083,0.0,0.0,,,,0.13500787317752838,0.03340213745832443,0.01951037533581257
14,hybrid,0.7182270884513855,0.273403525352478,0.273403525352478,0.29137659072875977,2.0749671459198,2.0885841846466064,5.63584041595459,0.9182772636413574,0.277145653963089,0.38296157121658325,0.04054898023605347,0.27340346574783325,0.24143189191818237,0.25098711252212524,0.039328835904598236,0.25,0.125,78.90323638916016,3.700388193130493,0.0,0.0,,,,0.2299349457025528,0.036526359617710114,0.019292909651994705
15,hybrid,0.5191256403923035,0.18218779563903809,0.18218779563903809,0.243117094039917,2.0726919174194336,2.1104559898376465,5.668544769287109,0.8744176626205444,0.18811582028865814,0.40716081857681274,0.033252205699682236,0.18218779563903809,0.23116743564605713,0.19804540276527405,0.016982190310955048,0.125,0.0625,75.73500061035156,3.273581027984619,0.0,0.0,,,,0.057020097970962524,0.027515234425663948,0.012172776274383068
16,hybrid,0.7176335453987122,0.28192758560180664,0.28192758560180664,0.23937200009822845,2.086630344390869,2.058927059173584,3.9501423835754395,0.9928833842277527,0.14705973863601685,0.36087727546691895,0.022021401673555374,0.28192758560180664,0.28952375054359436,0.24574433267116547,0.04123915731906891,0.125,0.0625,52.49098205566406,5.425214767456055,0.0,0.0,,,,0.1350768506526947,0.03248348459601402,0.01562819629907608
17,hybrid,0.5782063007354736,0.22142675518989563,0.22142675518989563,0.2025991529226303,2.0765483379364014,2.056558847427368,4.347222328186035,0.9622642993927002,0.1826568990945816,0.40755462646484375,0.029545392841100693,0.22142674028873444,0.29264894127845764,0.22209785878658295,0.016079876571893692,0.125,0.1875,70.18991088867188,3.241525650024414,0.0,0.0,,,,0.10025328397750854,0.024189099669456482,0.015059003606438637
18,hybrid,0.5994977951049805,0.21191319823265076,0.21191319823265076,0.29675620794296265,2.0845389366149902,2.0895063877105713,5.66413688659668,0.8518866896629333,0.10699615627527237,0.3941216766834259,0.024308498948812485,0.21191316843032837,0.25918662548065186,0.215669184923172,0.014535963535308838,0.1875,0.125,58.39213562011719,4.781116962432861,0.0,0.0,,,,0.10030245780944824,0.017203878611326218,0.009505871683359146
19,hybrid,0.6074565052986145,0.22075539827346802,0.22075539827346802,0.2718527317047119,2.106112241744995,2.0888774394989014,6.229673385620117,0.911339521408081,0.1856352984905243,0.3924826681613922,0.0349540039896965,0.22075539827346802,0.2890032231807709,0.23532500863075256,0.0093149458989501,0.0625,0.125,69.26119232177734,1.9579007625579834,0.0,0.0,,,,0.11820463836193085,0.01898806542158127,0.009952434338629246
20,hybrid,0.7321339249610901,0.29508960247039795,0.29508960247039795,0.29384320974349976,2.084171772003174,2.0618228912353516,4.000872611999512,0.9085695147514343,0.12269308418035507,0.37982845306396484,0.023210082203149796,0.29508960247039795,0.1660318672657013,0.24755702912807465,0.03918076306581497,0.125,0.125,59.54933547973633,2.6466081142425537,0.0,0.0,,,,0.1980370283126831,0.03192337602376938,0.02021172270178795
21,hybrid,0.4325445592403412,0.15106076002120972,0.15106076002120972,0.20425868034362793,2.0983593463897705,2.0829451084136963,6.921193599700928,0.8415449857711792,0.08046560734510422,0.3701919913291931,0.04312397539615631,0.15106073021888733,0.15411558747291565,0.1516806185245514,0.02737506479024887,0.125,0.0625,85.55500793457031,2.9340434074401855,0.0,0.0,,,,0.20650753378868103,0.029735684394836426,0.016673380509018898
22,hybrid,0.4713840186595917,0.18024060130119324,0.18024060130119324,0.20095619559288025,2.1005163192749023,2.056549549102783,3.9944639205932617,0.9055449366569519,0.10477539896965027,0.36716482043266296,0.02230755053460598,0.18024058640003204,0.09045995771884918,0.17821714282035828,0.03337576240301132,0.0625,0.3125,59.276023864746094,1.4700431823730469,0.0,0.0,,,,0.1796002835035324,0.020980391651391983,0.01268707774579525
23,hybrid,0.587882936000824,0.20966029167175293,0.20966029167175293,0.30732131004333496,2.0856735706329346,2.0672554969787598,6.829599380493164,0.8332225680351257,0.09706398844718933,0.31933024525642395,0.039629966020584106,0.20966026186943054,0.18509773910045624,0.21808531880378723,0.01893610507249832,0.125,0.1875,73.89089965820312,3.9376025199890137,0.0,0.0,,,,0.15943606197834015,0.02087951824069023,0.014250393025577068
24,hybrid,0.8292635679244995,0.32565397024154663,0.32565397024154663,0.38469070196151733,2.08737850189209,2.080554485321045,4.815292835235596,0.9207597374916077,0.18369659781455994,0.3030521273612976,0.03135700151324272,0.32565391063690186,0.18752361834049225,0.3138400912284851,0.023096365854144096,0.0625,0.0625,61.52739715576172,2.7378029823303223,0.0,0.0,,,,0.19167998433113098,0.025088053196668625,0.016092905774712563
25,hybrid,0.5249585509300232,0.2024737298488617,0.2024737298488617,0.22880306839942932,2.0681302547454834,2.0574419498443604,2.651540517807007,0.898370087146759,0.2600354254245758,0.34228965640068054,0.022171668708324432,0.2024737298488617,0.16803906857967377,0.19641366600990295,0.01573316380381584,0.1875,0.125,53.053321838378906,1.6368094682693481,0.0,0.0,198.5596923828125,0.125,0.125,0.22230975329875946,0.02810688503086567,0.018035706132650375
26,hybrid,0.9336491227149963,0.3727012574672699,0.3727012574672699,0.39727044105529785,2.079385280609131,2.1103971004486084,6.02513313293457,0.8568484783172607,0.3188868761062622,0.40070652961730957,0.030303912237286568,0.3727012574672699,0.25593677163124084,0.3870947062969208,0.015204069204628468,0.0625,0.0625,65.1009750366211,6.517951011657715,0.0,0.0,,,,0.13456207513809204,0.026199931278824806,0.01640898734331131
27,hybrid,0.7156335711479187,0.25553077459335327,0.25553077459335327,0.3144863247871399,2.115987539291382,2.1004526615142822,5.911436080932617,0.823148250579834,0.25193169713020325,0.5100854635238647,0.048851773142814636,0.25553077459335327,0.3329625129699707,0.2645953297615051,0.025704829022288322,0.0625,0.1875,83.73661041259766,3.121671199798584,0.0,0.0,,,,0.16262733936309814,0.020904554054141045,0.01573597826063633
28,hybrid,0.49557894468307495,0.19299131631851196,0.19299131631851196,0.18665006756782532,2.0992767810821533,2.054046630859375,5.325788974761963,0.8377388715744019,0.2742680609226227,0.32750993967056274,0.0367274284362793,0.19299131631851196,0.23928865790367126,0.18585258722305298,0.00648164190351963,0.0625,0.25,60.9954833984375,2.9587810039520264,0.0,0.0,,,,0.19923175871372223,0.0274735726416111,0.018218055367469788
29,hybrid,0.9152081608772278,0.35343658924102783,0.35343658924102783,0.3711070418357849,2.087292432785034,2.119166851043701,4.543700218200684,0.9011943936347961,0.4175642430782318,0.4033491015434265,0.03417740762233734,0.35343655943870544,0.4045764207839966,0.33127713203430176,0.01553631667047739,0.0625,0.0625,57.431861877441406,2.062459707260132,0.0,0.0,,,,0.12227151542901993,0.02183004468679428,0.01333547942340374
30,hybrid,0.5916764140129089,0.2127806842327118,0.2127806842327118,0.28400829434394836,2.084430456161499,2.1114330291748047,4.280087471008301,0.8049630522727966,0.2817401587963104,0.3685481548309326,0.03343427553772926,0.2127806395292282,0.23984365165233612,0.21992158889770508,0.015559924766421318,0.1875,0.125,64.5059814453125,2.1161162853240967,0.0,0.0,,,,0.08377154171466827,0.021673334762454033,0.014255733229219913
31,hybrid,0.6313225030899048,0.24335786700248718,0.24335786700248718,0.24041232466697693,2.094766855239868,2.0799753665924072,4.604706764221191,0.8753613233566284,0.3639874756336212,0.39150410890579224,0.029488764703273773,0.24335786700248718,0.2746238112449646,0.22401142120361328,0.021420694887638092,0.0625,0.0625,60.67267608642578,4.4316725730896,0.0,0.0,,,,0.11783552169799805,0.022277697920799255,0.015700429677963257
32,hybrid,0.6842445731163025,0.2684177756309509,0.2684177756309509,0.2301425039768219,2.084240674972534,2.060504198074341,4.731405735015869,0.7790516018867493,0.3647650480270386,0.37460336089134216,0.027090152725577354,0.2684177756309509,0.2749175429344177,0.25973430275917053,0.03288362920284271,0.0,0.125,59.161495208740234,4.911820888519287,0.0,0.0,,,,0.1190536767244339,0.02222622185945511,0.014720473438501358
33,hybrid,0.6384503841400146,0.24057334661483765,0.24057334661483765,0.27192384004592896,2.0937654972076416,2.078460454940796,3.2996280193328857,0.8632783889770508,0.19653792679309845,0.4152843952178955,0.009753720834851265,0.24057330191135406,0.27847418189048767,0.2177470624446869,0.01757318526506424,0.0625,0.0625,40.36408233642578,2.9322266578674316,0.0,0.0,,,,0.1455710232257843,0.01399366743862629,0.012520305812358856
34,hybrid,0.5040184259414673,0.18222582340240479,0.18222582340240479,0.24543890357017517,2.082645893096924,2.106171131134033,4.391663551330566,0.8609128594398499,0.06265024840831757,0.39803677797317505,0.021082941442728043,0.18222588300704956,0.2037016749382019,0.18424080312252045,0.010974588803946972,0.25,0.0625,47.29389572143555,4.776700973510742,0.0,0.0,,,,0.1336592137813568,0.017661720514297485,0.015723902732133865
35,hybrid,0.7091606855392456,0.2586999237537384,0.2586999237537384,0.29112181067466736,2.0839335918426514,2.060791015625,3.2552671432495117,1.0419524908065796,0.2817019522190094,0.5108062624931335,0.009740510955452919,0.25869986414909363,0.3642547130584717,0.2821055054664612,0.013959914445877075,0.1875,0.125,31.804607391357422,1.8676927089691162,0.0,0.0,,,,0.22469954192638397,0.01896921545267105,0.014358917251229286
36,hybrid,0.5832442045211792,0.2254994660615921,0.2254994660615921,0.24124273657798767,2.1085703372955322,2.0835635662078857,5.932106018066406,0.8479968309402466,0.2947002053260803,0.38159823417663574,0.03921949118375778,0.22549954056739807,0.21372215449810028,0.23687739670276642,0.011723671108484268,0.0625,0.0625,58.11323165893555,2.4270174503326416,0.0,0.0,,,,0.1755043864250183,0.024247262626886368,0.01630103960633278
37,hybrid,0.44526445865631104,0.15865662693977356,0.15865662693977356,0.19324123859405518,2.089311122894287,2.0933523178100586,5.051688194274902,0.9250321984291077,0.12368369847536087,0.37255704402923584,0.031134864315390587,0.15865659713745117,0.1702505648136139,0.1678682565689087,0.026129210367798805,0.1875,0.0625,52.04869079589844,3.5229856967926025,0.0,0.0,,,,0.1800968050956726,0.020677123218774796,0.017129363492131233
38,hybrid,0.3835054337978363,0.13312822580337524,0.13312822580337524,0.19959282875061035,2.0694870948791504,2.1140646934509277,4.537725448608398,0.8261658549308777,0.0854712575674057,0.3354673385620117,0.03837515413761139,0.13312825560569763,0.09665156900882721,0.14300763607025146,0.024101853370666504,0.1875,0.0,60.74808120727539,4.2774481773376465,0.0,0.0,,,,0.1740606725215912,0.01978399232029915,0.018979743123054504
39,hybrid,0.8092149496078491,0.3009500503540039,0.3009500503540039,0.3233208954334259,2.097074508666992,2.0827817916870117,5.439152240753174,0.9828741550445557,0.12395598739385605,0.3643836975097656,0.02395664155483246,0.3009500503540039,0.3382033109664917,0.306873619556427,0.034860216081142426,0.0625,0.1875,47.70380401611328,3.5631561279296875,0.0,0.0,,,,0.14971059560775757,0.015639502555131912,0.013416508212685585
40,hybrid,0.694357693195343,0.26572680473327637,0.26572680473327637,0.2425776571035385,2.0760772228240967,2.1019415855407715,5.039665222167969,0.9203341603279114,0.25478237867355347,0.4212174117565155,0.030395152047276497,0.26572683453559875,0.2840648293495178,0.3142935335636139,0.02488904632627964,0.1875,0.0625,53.23592758178711,4.593809604644775,0.0,0.0,,,,0.15320298075675964,0.015336899086833,0.014199407771229744
41,hybrid,0.47338172793388367,0.17939095199108124,0.17939095199108124,0.18240642547607422,2.077638626098633,2.068613290786743,3.193169355392456,1.008316993713379,0.06773920357227325,0.6841525435447693,0.0027009425684809685,0.17939095199108124,0.20606042444705963,0.17789790034294128,0.017102479934692383,0.25,0.1875,22.571279525756836,3.402515172958374,0.0,0.0,,,,0.08545249700546265,0.0184297114610672,0.012510795146226883
42,hybrid,0.409214049577713,0.15208402276039124,0.15208402276039124,0.15956106781959534,2.100461483001709,2.09675669670105,5.017724990844727,0.8374327421188354,0.4147506356239319,0.3319181799888611,0.03668394312262535,0.15208399295806885,0.15932884812355042,0.15020456910133362,0.023924143984913826,0.125,0.0625,57.98818588256836,2.689113140106201,0.0,0.0,,,,0.21448509395122528,0.020556587725877762,0.014661334455013275
43,hybrid,0.5940786004066467,0.22255386412143707,0.22255386412143707,0.21315112709999084,2.0792877674102783,2.0715203285217285,3.8513383865356445,0.9411303400993347,0.3047017455101013,0.4078793227672577,0.04172308370471001,0.22255393862724304,0.30264151096343994,0.22766529023647308,0.021095501258969307,0.1875,0.1875,66.19645690917969,3.9551329612731934,0.0,0.0,,,,0.1444791555404663,0.01783696375787258,0.013502465561032295
44,hybrid,0.6667136549949646,0.2708035707473755,0.2708035707473755,0.2582453489303589,2.0531978607177734,2.0944461822509766,3.8535726070404053,0.9589311480522156,0.22630760073661804,0.4699687361717224,0.019849266856908798,0.2708035409450531,0.20014476776123047,0.2701794505119324,0.01380457915365696,0.25,0.125,41.54059600830078,3.322133779525757,0.0,0.0,,,,0.09627865254878998,0.013819940388202667,0.009045876562595367
45,hybrid,0.8356924057006836,0.3193706274032593,0.3193706274032593,0.3346702754497528,2.0653674602508545,2.082331895828247,3.9214272499084473,0.9574261903762817,0.17370258271694183,0.5159142017364502,0.024131327867507935,0.31937065720558167,0.3433048725128174,0.29415297508239746,0.02993686869740486,0.1875,0.125,41.09083938598633,3.381324291229248,0.0,0.0,,,,0.08210262656211853,0.025231391191482544,0.013708958402276039
46,hybrid,0.7660864591598511,0.29134345054626465,0.29134345054626465,0.32715803384780884,2.07334303855896,2.1069154739379883,3.3494997024536133,0.9417114853858948,0.12477541714906693,0.4552043676376343,0.012543419376015663,0.2913435101509094,0.3319982588291168,0.31530776619911194,0.003665665863081813,0.125,0.0625,41.52882385253906,5.785801887512207,0.0,0.0,,,,0.1131754070520401,0.0288177952170372,0.014551540836691856
47,hybrid,0.5443774461746216,0.19162678718566895,0.19162678718566895,0.27722930908203125,2.088932991027832,2.1056981086730957,5.057313919067383,0.9854456186294556,0.10043620318174362,0.38251161575317383,0.028110787272453308,0.19162678718566895,0.2608063220977783,0.188846617937088,0.005909382365643978,0.1875,0.0625,53.79974365234375,5.448498725891113,0.0,0.0,,,,0.1818062663078308,0.025129757821559906,0.015242155641317368
48,hybrid,0.27570152282714844,0.1005934327840805,0.1005934327840805,0.14384685456752777,2.0975160598754883,2.096787929534912,2.8327829837799072,0.8372097611427307,0.04345929995179176,0.28112658858299255,0.017250724136829376,0.10059338808059692,0.04588951915502548,0.09574523568153381,0.01747928559780121,0.0625,0.0625,49.36184310913086,4.160825252532959,0.0,0.0,,,,0.16045179963111877,0.012317737564444542,0.010618064552545547
49,hybrid,0.5277804136276245,0.19308006763458252,0.19308006763458252,0.22002458572387695,2.0903313159942627,2.1088449954986572,5.257491111755371,0.8618358373641968,0.25969386100769043,0.31814223527908325,0.030050460249185562,0.19308006763458252,0.2270248830318451,0.19888751208782196,0.02166992425918579,0.125,0.0,58.58293914794922,2.945949077606201,0.0,0.0,,,,0.07495096325874329,0.018255803734064102,0.010090872645378113
50,hybrid,0.5567945241928101,0.2159285545349121,0.2159285545349121,0.22767557203769684,2.059990406036377,2.11100697517395,2.5010108947753906,0.9328746795654297,0.13921231031417847,0.3746391832828522,0.018742436543107033,0.21592861413955688,0.2331431806087494,0.22626279294490814,0.0042124055325984955,0.25,0.125,47.575477600097656,2.1871776580810547,0.0,0.0,189.96728515625,0.25,0.125,0.12753549218177795,0.015722408890724182,0.016342656686902046
51,hybrid,0.25894924998283386,0.09465168416500092,0.09465168416500092,0.13971221446990967,2.079850912094116,2.1155481338500977,3.0091519355773926,0.8854669332504272,0.044642381370067596,0.3059729337692261,0.017771735787391663,0.09465167671442032,0.05560838058590889,0.09929479658603668,0.008389840833842754,0.125,0.1875,50.74696731567383,3.22347092628479,0.0,0.0,,,,0.17104381322860718,0.010658428072929382,0.012421821244060993
52,hybrid,0.5092202425003052,0.19860677421092987,0.19860677421092987,0.2046079784631729,2.0971901416778564,2.087919235229492,3.539313316345215,0.7941211462020874,0.28682586550712585,0.36137980222702026,0.008910159580409527,0.19860677421092987,0.16259703040122986,0.19567859172821045,0.019437186419963837,0.1875,0.125,34.647342681884766,2.197277307510376,0.0,0.0,,,,0.26532527804374695,0.02153364196419716,0.019206561148166656
53,hybrid,0.5689698457717896,0.21461699903011322,0.21461699903011322,0.22403161227703094,2.097982406616211,2.0809903144836426,4.0759758949279785,0.9158783555030823,0.1590157002210617,0.44952279329299927,0.02781946025788784,0.21461696922779083,0.27862459421157837,0.20836949348449707,0.013280045241117477,0.125,0.125,52.69652557373047,2.530085563659668,0.0,0.0,,,,0.13046684861183167,0.012865226715803146,0.011392777785658836
54,hybrid,0.9580804109573364,0.4117845296859741,0.4117845296859741,0.37484675645828247,2.0673015117645264,2.0505168437957764,3.677537441253662,0.9511324167251587,0.587550163269043,0.45070379972457886,0.017293237149715424,0.41178447008132935,0.14569644629955292,0.40197449922561646,0.016062606126070023,0.0625,0.1875,41.6082649230957,3.8604228496551514,0.0,0.0,,,,0.07074575126171112,0.01372614223510027,0.011710730381309986
55,hybrid,0.6715198159217834,0.2626056373119354,0.2626056373119354,0.29610714316368103,2.0873570442199707,2.071640968322754,4.2671074867248535,0.8559684157371521,0.3814407289028168,0.5434600710868835,0.020479850471019745,0.2626056373119354,0.1708856076002121,0.2706591486930847,0.01917160116136074,0.1875,0.3125,49.739803314208984,1.2925313711166382,0.0,0.0,,,,0.13332520425319672,0.017463911324739456,0.01306343637406826
56,hybrid,0.47714900970458984,0.18247626721858978,0.18247626721858978,0.16190749406814575,2.0726191997528076,2.1004159450531006,3.58038330078125,0.8031286597251892,0.1780681014060974,0.32132935523986816,0.021752288565039635,0.1824762374162674,0.25389954447746277,0.19364646077156067,0.0105943838134408,0.0625,0.0,53.27082443237305,3.674302101135254,0.0,0.0,,,,0.17171132564544678,0.020646633580327034,0.01716853678226471
57,hybrid,0.9388725161552429,0.3716062307357788,0.3716062307357788,0.3502078354358673,2.078946590423584,2.0806281566619873,5.139308452606201,0.9023106098175049,0.33056536316871643,0.39788711071014404,0.031639695167541504,0.3716062903404236,0.3509775400161743,0.36220815777778625,0.02806279808282852,0.1875,0.0625,55.86859130859375,4.477957248687744,0.0,0.0,,,,0.08770731836557388,0.01073015108704567,0.011724567040801048
58,hybrid,0.619552731513977,0.23720738291740417,0.23720738291740417,0.23858118057250977,2.0671749114990234,2.0950653553009033,3.6843149662017822,0.8527915477752686,0.4217047691345215,0.5767946243286133,0.017216525971889496,0.2372073531150818,0.2907213866710663,0.22827312350273132,0.01470242440700531,0.25,0.1875,41.556949615478516,2.069915294647217,0.0,0.0,,,,0.22780725359916687,0.01835358515381813,0.016051674261689186
59,hybrid,0.5264628529548645,0.2085379958152771,0.2085379958152771,0.2351166307926178,2.072544574737549,2.0830790996551514,3.71165132522583,0.8625472187995911,0.32889100909233093,0.3481050133705139,0.022295663133263588,0.2085380256175995,0.13340449333190918,0.20770861208438873,0.010819283314049244,0.1875,0.0625,49.216705322265625,3.4210543632507324,0.0,0.0,,,,0.10134080052375793,0.015050344169139862,0.012495812028646469
60,hybrid,0.5088033676147461,0.18116985261440277,0.18116985261440277,0.22070416808128357,2.0832648277282715,2.0830838680267334,4.722866535186768,0.8832830190658569,0.10989142954349518,0.31161147356033325,0.028074270114302635,0.18116983771324158,0.24313117563724518,0.16637346148490906,0.024320362135767937,0.25,0.0625,49.92042541503906,2.022066354751587,0.0,0.0,,,,0.216410294175148,0.018323032185435295,0.01668620854616165
61,hybrid,0.5025200843811035,0.18561898171901703,0.18561898171901703,0.20937447249889374,2.118215560913086,2.0584192276000977,5.473326683044434,0.9488124251365662,0.11967319250106812,0.3636501133441925,0.029822804033756256,0.18561896681785583,0.2600357234477997,0.16902893781661987,0.012138173915445805,0.125,0.125,50.68040466308594,1.960537314414978,0.0,0.0,,,,0.16567060351371765,0.014564646407961845,0.015902267768979073
62,hybrid,0.5708379745483398,0.22328612208366394,0.22328612208366394,0.25003981590270996,2.0662059783935547,2.085847854614258,4.6023736000061035,0.8329476714134216,0.2499338984489441,0.3219001293182373,0.02147098258137703,0.22328610718250275,0.17326390743255615,0.2297358214855194,0.010139010846614838,0.125,0.0625,43.61450958251953,2.095200538635254,0.0,0.0,,,,0.12590771913528442,0.018145760521292686,0.013914638198912144
63,hybrid,0.7035043239593506,0.2760051488876343,0.2760051488876343,0.2762620449066162,2.1086819171905518,2.104172468185425,2.80283784866333,0.87289959192276,0.3915584981441498,0.5546978712081909,0.002537640742957592,0.27600523829460144,0.2817329168319702,0.26237544417381287,0.015338411554694176,0.1875,0.0625,19.839338302612305,1.5222753286361694,0.0,0.0,,,,0.1317894607782364,0.014366275630891323,0.011599197052419186
64,hybrid,0.5134925842285156,0.1942090541124344,0.1942090541124344,0.21257252991199493,2.101048707962036,2.0615427494049072,3.503450393676758,0.9143238067626953,0.19075600802898407,0.4399331510066986,0.010595031082630157,0.19420906901359558,0.22990097105503082,0.18605723977088928,0.011903146281838417,0.125,0.125,28.308582305908203,2.73284649848938,0.0,0.0,,,,0.2442256510257721,0.01858423836529255,0.016169076785445213
65,hybrid,0.41289272904396057,0.1607951819896698,0.1607951819896698,0.16163939237594604,2.090329885482788,2.099963903427124,3.3350765705108643,0.9173048138618469,0.24405212700366974,0.4349372684955597,0.013004254549741745,0.16079530119895935,0.12601657211780548,0.16201725602149963,0.0188717320561409,0.0625,0.125,33.87794876098633,2.459486246109009,0.0,0.0,,,,0.2984382212162018,0.018504545092582703,0.021700911223888397
66,hybrid,0.8506039977073669,0.3228248953819275,0.3228248953819275,0.3485397398471832,2.111492156982422,2.0920770168304443,5.3064799308776855,0.8858922719955444,0.37051475048065186,0.3820733428001404,0.023056762292981148,0.3228248357772827,0.40915796160697937,0.31998908519744873,0.009810023941099644,0.0625,0.125,43.56843948364258,3.0025734901428223,0.0,0.0,,,,0.10218040645122528,0.014383664354681969,0.01494731567800045
