cell_id,cycle_number,cycle_alpha,beta,q_cut,actual_q_end,predicted_q_end,endpoint_absolute_error_q,observed_points,future_points,voltage_mae_v,voltage_rmse_v
MATR_b1c19,393,0.5,0.2,0.23839067272727268,0.9682487272727273,0.9404823780059814,0.027766349266745816,50,155,0.029716250204270885,0.05200893423619203
MATR_b1c19,393,0.5,0.4,0.5609124363636364,0.9682487272727273,0.9373047947883606,0.030943932484366665,119,86,0.05102572052977806,0.0954439536902841
MATR_b1c19,393,0.5,0.6,0.8491266272727271,0.9682487272727273,0.9467973709106445,0.02145135636208273,180,25,0.06456476211547851,0.09587101431424103
MATR_b1c19,629,0.8,0.2,0.2450752818181818,0.9173063636363635,0.882253110408783,0.03505325322758057,52,142,0.05341766501816226,0.08764045494580339
MATR_b1c19,629,0.8,0.4,0.5676374636363636,0.9173063636363635,0.8878195285797119,0.029486835056651617,120,74,0.056529397900040086,0.09471403639185534
MATR_b1c19,629,0.8,0.6,0.8088188818181817,0.9173063636363635,0.9067961573600769,0.010510206276286627,171,23,0.03566775632941205,0.05350976421375885
MATR_b1c2,448,0.2,0.2,0.25084072727272727,0.9785253636363636,0.9618938565254211,0.016631507110942412,53,154,0.04054839580090015,0.059234132888843924
MATR_b1c2,448,0.2,0.4,0.5733799363636363,0.9785253636363636,0.9624335765838623,0.01609178705250125,121,86,0.026527302209721056,0.0364162575237081
MATR_b1c2,448,0.2,0.6,0.8833363909090908,0.9785253636363636,0.9673526883125305,0.011172675323833037,187,20,0.04343736171722412,0.05923596494491062
MATR_b1c2,1118,0.5,0.2,0.24534460909090908,0.9508141818181817,0.9550572633743286,0.004243081556146944,52,150,0.024760007063547772,0.03799239370122156
MATR_b1c2,1118,0.5,0.4,0.5623225727272727,0.9508141818181817,0.9558207392692566,0.005006557451074922,119,83,0.022421341344534634,0.03874158151771204
MATR_b1c2,1118,0.5,0.6,0.8601555,0.9508141818181817,0.9557034373283386,0.0048892555101569535,182,20,0.06988664269447327,0.10014825987924082
MATR_b1c2,1788,0.8,0.2,0.23633051818181813,0.9029090363636363,0.9377617239952087,0.034852687631572454,50,141,0.04063734348784102,0.09525100139143186
MATR_b1c2,1788,0.8,0.4,0.5476572818181817,0.9029090363636363,0.9055305123329163,0.002621475969279974,116,75,0.05570348898569743,0.07000608600355797
MATR_b1c2,1788,0.8,0.6,0.8230506272727273,0.9029090363636363,0.9363483786582947,0.03343934229465839,174,17,0.14088759001563578,0.178688965654877
MATR_b1c30,142,0.2,0.2,0.2516778727272727,0.9801022727272727,0.9605212807655334,0.019580991961739236,53,155,0.03276563613645492,0.05151065071705013
MATR_b1c30,142,0.2,0.4,0.579743009090909,0.9801022727272727,0.9604015350341797,0.019700737693092996,123,85,0.03286809781018425,0.05603610227533529
MATR_b1c30,142,0.2,0.6,0.8878575636363636,0.9801022727272727,0.9648258686065674,0.0152764041207053,188,20,0.057514619827270505,0.06777281084217547
MATR_b1c30,354,0.5,0.2,0.2538428818181818,0.9696120909090907,0.9553245902061462,0.014287500702944489,53,153,0.020654757817586262,0.03339222883312191
MATR_b1c30,354,0.5,0.4,0.5763823363636363,0.9696120909090907,0.9488845467567444,0.020727544152346344,122,84,0.015849051021394275,0.030064525441845413
MATR_b1c30,354,0.5,0.6,0.8659873181818181,0.9696120909090907,0.9520637392997742,0.01754835160931656,184,22,0.04642508788542314,0.06208509149703316
MATR_b1c30,566,0.8,0.2,0.2489495,0.9321321818181817,0.9158859848976135,0.016246196920568168,52,146,0.020509847222942197,0.031122760308072497
MATR_b1c30,566,0.8,0.4,0.5715286181818181,0.9321321818181817,0.9100472331047058,0.022084948713475883,121,77,0.02383364640273057,0.039303314377025826
MATR_b1c30,566,0.8,0.6,0.825221209090909,0.9321321818181817,0.9220400452613831,0.010092136556798637,175,23,0.03063786029815674,0.045198464290856104
MATR_b1c34,149,0.2,0.2,0.2501847818181818,0.9795461818181816,0.9493944048881531,0.030151776930028573,53,155,0.05489205621903943,0.09756387911667394
MATR_b1c34,149,0.2,0.4,0.5670670999999999,0.9795461818181816,0.9529435634613037,0.02660261835687794,120,88,0.07227633351629431,0.1217632013739065
MATR_b1c34,149,0.2,0.6,0.8746142272727272,0.9795461818181816,0.9614624381065369,0.018083743711644784,185,23,0.05499753744705864,0.06809892623777562
MATR_b1c34,371,0.5,0.2,0.24326064545454543,0.9692387272727272,0.951397180557251,0.01784154671547622,51,154,0.016244978873760668,0.026242625207606174
MATR_b1c34,371,0.5,0.4,0.5602227,0.9692387272727272,0.9471369385719299,0.022101788700797265,119,86,0.02738010883331299,0.04173365656900408
MATR_b1c34,371,0.5,0.6,0.855044509090909,0.9692387272727272,0.9517813920974731,0.017457335175254052,181,24,0.035469805200894676,0.044669356370595416
MATR_b1c34,592,0.8,0.2,0.24833075454545453,0.9325971818181817,0.9019102454185486,0.030686936399633158,52,146,0.04221114067182149,0.06246955087847177
MATR_b1c34,592,0.8,0.4,0.5764546181818181,0.9325971818181817,0.9135316610336304,0.01906552078455137,122,76,0.020691721062911183,0.03435705653015992
MATR_b1c34,592,0.8,0.6,0.8250434272727272,0.9325971818181817,0.920057475566864,0.012539706251317728,175,23,0.02877483678900677,0.04413059678623379
MATR_b1c35,141,0.2,0.2,0.2593717545454545,0.9752227272727273,0.9561787843704224,0.019043942902304933,55,152,0.0417020320892334,0.06716125138590313
MATR_b1c35,141,0.2,0.4,0.5874355272727272,0.9752227272727273,0.9599236845970154,0.015299042675711916,124,83,0.0349989554968225,0.05678105368400898
MATR_b1c35,141,0.2,0.6,0.8842243363636363,0.9752227272727273,0.9619290828704834,0.013293644402243898,187,20,0.03460040092468262,0.03966017451827173
MATR_b1c35,351,0.5,0.2,0.25749626363636363,0.9652039999999998,0.9507460594177246,0.01445794058227523,54,151,0.018732906966809404,0.034070186342043014
MATR_b1c35,351,0.5,0.4,0.5856559454545454,0.9652039999999998,0.9492633938789368,0.015940606121063072,124,81,0.011962374051411947,0.026717380226126103
MATR_b1c35,351,0.5,0.6,0.8604452818181817,0.9652039999999998,0.9469251036643982,0.018278896335601647,182,23,0.028016769367715588,0.04025765159167092
MATR_b1c35,561,0.8,0.2,0.2572933090909091,0.9206893636363636,0.9092168807983398,0.011472482838023712,54,141,0.02388534393716366,0.03865459462566433
MATR_b1c35,561,0.8,0.4,0.5854517727272727,0.9206893636363636,0.9123560786247253,0.008333285011638214,124,71,0.029253232646995867,0.05803741066360699
MATR_b1c35,561,0.8,0.6,0.8147578909090909,0.9206893636363636,0.9088150858879089,0.01187427774845462,173,22,0.039773339574987236,0.06175459802340892
MATR_b1c42,141,0.2,0.2,0.2438198727272727,0.9832524545454544,0.9551572799682617,0.028095174577192683,51,157,0.043678197891089565,0.07420861682642961
MATR_b1c42,141,0.2,0.4,0.5608127909090909,0.9832524545454544,0.9594110250473022,0.023841429498152156,119,89,0.04709200912647033,0.08176383885954268
MATR_b1c42,141,0.2,0.6,0.8724703545454545,0.9832524545454544,0.961685836315155,0.021566618230299373,185,23,0.05458616173785666,0.06908865180237146
MATR_b1c42,351,0.5,0.2,0.2471942,0.9710162727272728,0.9488808512687683,0.022135421458504445,52,154,0.017234483322539886,0.027996838050495354
MATR_b1c42,351,0.5,0.4,0.564174,0.9710162727272728,0.9479371905326843,0.02307908219458843,119,87,0.015554270525088256,0.028282685537562104
MATR_b1c42,351,0.5,0.6,0.8541173272727273,0.9710162727272728,0.9474993944168091,0.023516878310463674,181,25,0.033522729873657224,0.04687899949904357
MATR_b1c42,560,0.8,0.2,0.2515540363636363,0.9135544545454544,0.8967813849449158,0.016773069600538593,53,141,0.02491066388204588,0.03579322855069524
MATR_b1c42,560,0.8,0.4,0.5740400909090908,0.9135544545454544,0.8964272141456604,0.017127240399793964,121,73,0.015153419481564874,0.033948892198456405
MATR_b1c42,560,0.8,0.6,0.8054777181818181,0.9135544545454544,0.9003323912620544,0.01322206328339992,171,23,0.032713392506475036,0.05558309721578522
MATR_b1c5,215,0.2,0.2,0.25645724545454546,0.9779936363636362,0.9573572278022766,0.02063640856135962,54,153,0.042733271137561674,0.07147739605625376
MATR_b1c5,215,0.2,0.4,0.5790993272727273,0.9779936363636362,0.9598434567451477,0.018150179618488527,123,84,0.04237664597375052,0.07111223519392952
MATR_b1c5,215,0.2,0.6,0.8875031363636363,0.9779936363636362,0.9649490714073181,0.013044564956318117,188,19,0.050447319683275725,0.05897258018386423
MATR_b1c5,537,0.5,0.2,0.2430495636363636,0.961469909090909,0.9442139863967896,0.017255922694119463,51,153,0.03531060031816071,0.054712556984252425
MATR_b1c5,537,0.5,0.4,0.5544874363636364,0.961469909090909,0.9509394764900208,0.010530432600888262,117,87,0.027308805235500992,0.049868800746401
MATR_b1c5,537,0.5,0.6,0.8498195636363636,0.961469909090909,0.9494007229804993,0.012069186110409746,180,24,0.03467261294523875,0.04830074178991037
MATR_b1c5,858,0.8,0.2,0.23240915454545452,0.9263695454545453,0.922034502029419,0.004335043425126361,49,147,0.03186693564564192,0.04304042774978649
MATR_b1c5,858,0.8,0.4,0.5382282090909091,0.9263695454545453,0.9317991137504578,0.005429568295912457,114,82,0.013383823197062423,0.02544010999918682
MATR_b1c5,858,0.8,0.6,0.8172492545454544,0.9263695454545453,0.931300938129425,0.004931392674879742,173,23,0.02683660258417544,0.041320430533022416
MATR_b1c6,128,0.2,0.2,0.24590465454545452,0.9792170909090908,0.9538818001747131,0.02533529073437768,52,156,0.057706923821033575,0.10586781696882133
MATR_b1c6,128,0.2,0.4,0.5741029454545454,0.9792170909090908,0.9579575061798096,0.021259584729281245,121,87,0.07309157272865033,0.12632378583734163
MATR_b1c6,128,0.2,0.6,0.8850162636363635,0.9792170909090908,0.9669099450111389,0.012307145897951899,188,20,0.0701396644115448,0.08569594948606021
MATR_b1c6,317,0.5,0.2,0.2518461,0.9622893636363635,0.9384631514549255,0.02382621218143799,53,151,0.05007293445385055,0.0876321451570207
MATR_b1c6,317,0.5,0.4,0.5743747909090908,0.9622893636363635,0.9444475769996643,0.01784178663669922,122,82,0.05536780997020442,0.09979671098546092
MATR_b1c6,317,0.5,0.6,0.8656451909090909,0.9622893636363635,0.9514071345329285,0.01088222910343506,183,21,0.05632246675945464,0.0776785733746716
MATR_b1c6,507,0.8,0.2,0.24274839999999998,0.9290430909090908,0.9204802513122559,0.008562839596834904,51,146,0.033333321956739034,0.053651513880793616
MATR_b1c6,507,0.8,0.4,0.565260809090909,0.9290430909090908,0.9199750423431396,0.009068048565951115,120,77,0.044816631775397756,0.07890746728685791
MATR_b1c6,507,0.8,0.6,0.8391748272727272,0.9290430909090908,0.935888409614563,0.006845318705472225,178,19,0.044081462057013264,0.06231741763550303
MATR_b2c19,98,0.2,0.2,0.24818964545454542,0.939255909090909,0.935188353061676,0.004067556029232922,52,147,0.04634298029400054,0.07570457212055474
MATR_b2c19,98,0.2,0.4,0.5651484818181818,0.939255909090909,0.9405690431594849,0.0013131340685759163,120,79,0.05098271219036247,0.08024439896650921
MATR_b2c19,98,0.2,0.6,0.8571148454545454,0.939255909090909,0.9507488012313843,0.01149289214047533,182,17,0.04217611340915456,0.0659023957072006
MATR_b2c19,245,0.5,0.2,0.2273241,0.9103888181818182,0.9081733822822571,0.00221543589956108,48,145,0.026958223869060646,0.04731401137128951
MATR_b2c19,245,0.5,0.4,0.5332474272727272,0.9103888181818182,0.8928499221801758,0.01753889600164238,113,80,0.06895426213741303,0.12009687937158357
MATR_b2c19,245,0.5,0.6,0.8050929454545454,0.9103888181818182,0.914092481136322,0.0037036629545038613,171,22,0.05960317091508345,0.08553195401749536
MATR_b2c19,391,0.8,0.2,0.22329749999999998,0.8678855636363635,0.8235646486282349,0.044320915008128625,47,137,0.08453481301774074,0.14636856618832697
MATR_b2c19,391,0.8,0.4,0.5236030181818181,0.8678855636363635,0.8400434255599976,0.02784213807636593,111,73,0.10600071900511442,0.1709619175211252
MATR_b2c19,391,0.8,0.6,0.7617549454545455,0.8678855636363635,0.8686128258705139,0.0007272622341504276,161,23,0.10155928134918213,0.15280825921301505
MATR_b2c22,109,0.2,0.2,0.2540825454545454,0.9835639999999999,0.9583209156990051,0.025243084300994756,53,156,0.0374546379615099,0.06313501798757133
MATR_b2c22,109,0.2,0.4,0.5824178999999999,0.9835639999999999,0.9592539072036743,0.024310092796325566,123,86,0.0410741969596508,0.07383296729703927
MATR_b2c22,109,0.2,0.6,0.8880060909090909,0.9835639999999999,0.9643574357032776,0.019206564296722295,188,21,0.06722475233532134,0.08240709344004536
MATR_b2c22,246,0.2,0.8,0.8180129545454545,0.8596842909090908,0.8981831669807434,0.03849887607165259,173,9,0.34558987617492676,0.39149957619594455
MATR_b2c22,270,0.5,0.2,0.2410233818181818,0.9638774545454544,0.9316737651824951,0.032203689362959254,51,153,0.0326287668514875,0.05300666888129596
MATR_b2c22,270,0.5,0.4,0.558228709090909,0.9638774545454544,0.9322995543479919,0.03157790019746243,118,86,0.03667872451072515,0.07101320648328031
MATR_b2c22,270,0.5,0.6,0.8407992636363635,0.9638774545454544,0.9385366439819336,0.025340810563520777,178,26,0.041800233033987194,0.06424434361209119
MATR_b2c22,246,0.5,0.8,0.8180129545454545,0.8596842909090908,0.8981831669807434,0.03849887607165259,173,9,0.34558987617492676,0.39149957619594455
MATR_b2c22,431,0.8,0.2,0.24777170909090906,0.905209509090909,0.8527231812477112,0.052486327843197844,52,140,0.05988607832363674,0.09786214662555263
MATR_b2c22,431,0.8,0.4,0.5648151272727272,0.905209509090909,0.8673387169837952,0.03787079210711386,120,72,0.04591736363040076,0.07856269721571034
MATR_b2c22,431,0.8,0.6,0.7929388999999999,0.905209509090909,0.8841739892959595,0.021035519794949553,168,24,0.04431067407131195,0.06940025576219427
MATR_b2c22,246,0.8,0.8,0.8180129545454545,0.8596842909090908,0.8981831669807434,0.03849887607165259,173,9,0.34558987617492676,0.39149957619594455
MATR_b2c24,105,0.2,0.2,0.2498056363636363,0.9731069090909091,0.960987389087677,0.012119520003232132,53,153,0.027685087490705102,0.037630315895084615
MATR_b2c24,105,0.2,0.4,0.5724122818181818,0.9731069090909091,0.9647225141525269,0.008384394938382278,121,85,0.008470689549165614,0.022401390899290382
MATR_b2c24,105,0.2,0.6,0.8813512363636363,0.9731069090909091,0.9620945453643799,0.01101236372652925,187,19,0.04714143903631913,0.05234932374056041
MATR_b2c24,262,0.5,0.2,0.24163005454545455,0.9573770909090907,0.9306704998016357,0.02670659110745499,51,152,0.02936197817325592,0.04696429104859633
MATR_b2c24,262,0.5,0.4,0.5531645363636363,0.9573770909090907,0.9253175854682922,0.0320595054407985,117,86,0.04847700235455535,0.08601751958443274
MATR_b2c24,262,0.5,0.6,0.8359710727272727,0.9573770909090907,0.9386020302772522,0.018775060631838536,177,26,0.03600532274979811,0.053010365418993705
MATR_b2c24,419,0.8,0.2,0.24085207272727271,0.9029469727272726,0.838467538356781,0.06447943437049164,51,140,0.08282469596181596,0.13728334421066146
MATR_b2c24,419,0.8,0.4,0.5634676909090908,0.9029469727272726,0.8728062510490417,0.030140721678230897,119,72,0.04100118246343401,0.07141544779617644
MATR_b2c24,419,0.8,0.6,0.7935843727272727,0.9029469727272726,0.8860539793968201,0.016892993330452577,168,23,0.04567852227584175,0.06847905974427514
MATR_b2c3,73,0.2,0.2,0.2552374909090909,0.9598975454545453,0.9417179822921753,0.018179563162370016,54,149,0.04836970047662722,0.08065643292031735
MATR_b2c3,73,0.2,0.4,0.5832822181818181,0.9598975454545453,0.9469167590141296,0.01298078644041567,123,80,0.05313257575035095,0.0866736671402851
MATR_b2c3,73,0.2,0.6,0.8706635818181817,0.9598975454545453,0.954916775226593,0.004980770227952291,185,18,0.03225039111243354,0.0430721205985694
MATR_b2c3,181,0.5,0.2,0.24140921818181815,0.9129402727272726,0.8739672303199768,0.03897304240729582,51,142,0.057013523410743394,0.09512785537475628
MATR_b2c3,181,0.5,0.4,0.5584408454545454,0.9129402727272726,0.886408269405365,0.026532003321907638,118,75,0.04363531748453776,0.07914468465597091
MATR_b2c3,181,0.5,0.6,0.7961583181818181,0.9129402727272726,0.8954291343688965,0.017511138358376144,169,24,0.05173947413762411,0.07652654170188278
MATR_b2c3,288,0.8,0.2,0.23949170909090906,0.8475922454545454,0.7897340059280396,0.05785823952650582,50,130,0.06490878416941716,0.11007826751644681
MATR_b2c3,288,0.8,0.4,0.5564386181818182,0.8475922454545454,0.806225597858429,0.04136664759611641,118,62,0.06463751677543886,0.10844639108929842
MATR_b2c3,288,0.8,0.6,0.7353217999999999,0.8475922454545454,0.8296178579330444,0.017974387521500934,156,24,0.022386590639750164,0.03116510900329698
MATR_b2c33,110,0.2,0.2,0.25668293636363637,0.9857019090909089,0.9568296670913696,0.028872241999539305,54,155,0.05270240537581905,0.09112249128630767
MATR_b2c33,110,0.2,0.4,0.5792861636363635,0.9857019090909089,0.962709367275238,0.022992541815670897,123,86,0.04341539671254713,0.07537974177759778
MATR_b2c33,110,0.2,0.6,0.8890862363636363,0.9857019090909089,0.9650563597679138,0.020645549322995116,188,21,0.05795775141034808,0.07202646847437266
MATR_b2c33,273,0.5,0.2,0.24593239090909091,0.9755130909090909,0.941791832447052,0.03372125846203888,52,155,0.03202699307472475,0.04762227374666827
MATR_b2c33,273,0.5,0.4,0.5685534818181818,0.9755130909090909,0.9495407938957214,0.02597229701336945,120,87,0.015965412402975148,0.03376273274341693
MATR_b2c33,273,0.5,0.6,0.8548359999999999,0.9755130909090909,0.9447965621948242,0.030716528714266667,181,26,0.03543145381487333,0.05266116187513867
MATR_b2c33,436,0.8,0.2,0.2457325818181818,0.9185425454545455,0.8665475249290466,0.05199502052549887,52,143,0.055185892365195534,0.08714902456293118
MATR_b2c33,436,0.8,0.4,0.5683516909090909,0.9185425454545455,0.8853544592857361,0.033188086168809416,120,75,0.024629066785176595,0.041900908863003475
MATR_b2c33,436,0.8,0.6,0.7971557181818181,0.9185425454545455,0.8915976285934448,0.026944916861100676,169,26,0.035560938028188854,0.05080706097465056
MATR_b2c41,91,0.2,0.2,0.2473747727272727,0.9769696363636363,0.9563876986503601,0.02058193771327621,52,155,0.040689258421621015,0.06856271889139488
MATR_b2c41,91,0.2,0.4,0.5590702727272726,0.9769696363636363,0.9580749273300171,0.018894709033619228,118,89,0.05072763126887632,0.08688223183109119
MATR_b2c41,91,0.2,0.6,0.8684497,0.9769696363636363,0.9617528319358826,0.01521680442775375,184,23,0.05327825960905656,0.06360457136145102
MATR_b2c41,226,0.5,0.2,0.2416097818181818,0.9628825454545453,0.9366083741188049,0.026274171335740393,51,153,0.03339817243463853,0.049067277657979476
MATR_b2c41,226,0.5,0.4,0.5530801727272727,0.9628825454545453,0.9458397626876831,0.01704278276686222,117,87,0.014940609877136931,0.030294892185649014
MATR_b2c41,226,0.5,0.6,0.8390753909090908,0.9628825454545453,0.9398429989814758,0.023039546473069494,178,26,0.027099242577185996,0.04031598595521695
MATR_b2c41,361,0.8,0.2,0.2466223727272727,0.9071593909090908,0.8794057369232178,0.02775365398587304,52,140,0.03494393570082528,0.0508769545741288
MATR_b2c41,361,0.8,0.4,0.5636298636363636,0.9071593909090908,0.8810839653015137,0.02607542560757714,119,73,0.02874279512117987,0.049628032487113206
MATR_b2c41,361,0.8,0.6,0.7962602363636363,0.9071593909090908,0.8904913663864136,0.01666802452267724,169,23,0.03960309857907503,0.0576451178692455
MATR_b3c1,213,0.2,0.2,0.2260994909090909,0.9658943636363636,0.9600968956947327,0.0057974679416309405,48,157,0.02135039970373652,0.028653990083401294
MATR_b3c1,213,0.2,0.4,0.5266866363636363,0.9658943636363636,0.9615616202354431,0.004332743400920491,111,94,0.014711018572462367,0.02399931984534258
MATR_b3c1,213,0.2,0.6,0.8217674454545454,0.9658943636363636,0.95710289478302,0.008791468853343587,174,31,0.030806645270316832,0.03670987662255965
MATR_b3c1,320,0.2,0.8,0.9260440909090909,0.9610002727272727,0.9665954113006592,0.005595138573386449,196,8,0.04512348771095276,0.05585410726966239
MATR_b3c1,531,0.5,0.2,0.22625423636363634,0.9512024545454544,0.955159068107605,0.0039566135621506016,48,154,0.036153040923081435,0.06508737518457389
MATR_b3c1,531,0.5,0.4,0.521408809090909,0.9512024545454544,0.9486056566238403,0.002596797921614047,110,92,0.015346226484879204,0.029320476413796735
MATR_b3c1,531,0.5,0.6,0.8173311818181818,0.9512024545454544,0.9479138255119324,0.003288629033522006,173,29,0.026514382197939116,0.0390407847872195
MATR_b3c1,531,0.5,0.8,0.9151241818181818,0.9512024545454544,0.9584161043167114,0.007213649771257047,194,8,0.04564015567302704,0.057837032362715646
MATR_b3c1,849,0.8,0.2,0.2162950818181818,0.922688,0.9429832696914673,0.020295269691467333,45,151,0.04938144399630313,0.09399606712208289
MATR_b3c1,849,0.8,0.4,0.5057728818181818,0.922688,0.9289106726646423,0.006222672664642381,107,89,0.02052558941787548,0.03856354021981934
MATR_b3c1,849,0.8,0.6,0.791524809090909,0.922688,0.9307581782341003,0.00807017823410039,168,28,0.024028616292136058,0.0404672165250837
MATR_b3c1,849,0.8,0.8,0.8887518,0.922688,0.9415971040725708,0.018909104072570848,188,8,0.05508944392204285,0.07193757584393927
MATR_b3c14,172,0.2,0.2,0.24292983636363638,0.9766097272727272,0.9597583413124084,0.016851385960318765,51,156,0.028317311635384194,0.03815416617798709
MATR_b3c14,172,0.2,0.4,0.5604356545454545,0.9766097272727272,0.9616007208824158,0.015009006390311441,119,88,0.017032141035253353,0.025667197144550884
MATR_b3c14,172,0.2,0.6,0.8721445909090908,0.9766097272727272,0.961726725101471,0.014883002171256265,185,22,0.04630644754929976,0.05333238888442611
MATR_b3c14,429,0.5,0.2,0.24581597272727268,0.9647070909090909,0.952966570854187,0.011740520054903891,52,153,0.02365512318081326,0.03801425971909766
MATR_b3c14,429,0.5,0.4,0.5633496181818182,0.9647070909090909,0.9480505585670471,0.016656532342043784,119,86,0.013225857601609341,0.02533225533547744
MATR_b3c14,429,0.5,0.6,0.8497963181818181,0.9647070909090909,0.9463057518005371,0.018401339108553794,180,25,0.0462835168838501,0.06728683275248362
MATR_b3c14,685,0.8,0.2,0.23848010909090908,0.9250146363636362,0.9207952618598938,0.004219374503742435,50,146,0.02560424233136112,0.0441986735144112
MATR_b3c14,685,0.8,0.4,0.5505483272727273,0.9250146363636362,0.9140968918800354,0.010917744483600833,116,80,0.017871521413326263,0.030963080704837533
MATR_b3c14,685,0.8,0.6,0.8097170727272727,0.9250146363636362,0.9153895974159241,0.009625038947712161,172,24,0.03582737843195597,0.05622097921378392
MATR_b3c17,263,0.2,0.2,0.22418761818181815,0.9640186363636363,0.9612598419189453,0.0027587944446909596,47,157,0.02506321630660136,0.035274860660607005
MATR_b3c17,263,0.2,0.4,0.513744409090909,0.9640186363636363,0.9663487076759338,0.002330071312297566,109,95,0.03272989298167982,0.06590253168566167
MATR_b3c17,263,0.2,0.6,0.8088641272727272,0.9640186363636363,0.9551411271095276,0.008877509254108684,171,33,0.03413382804755009,0.06158240031065117
MATR_b3c17,305,0.2,0.8,0.9269793636363635,0.9621205454545453,0.967605710029602,0.005485164575056767,196,8,0.05361554026603699,0.07472577320695878
MATR_b3c17,657,0.5,0.2,0.21499226363636362,0.946869,0.9582014679908752,0.011332467990875283,45,156,0.046101052791644365,0.08850958956631566
MATR_b3c17,657,0.5,0.4,0.5045655636363635,0.946869,0.9602674245834351,0.013398424583435098,107,94,0.053748449112506626,0.1037589507156042
MATR_b3c17,657,0.5,0.6,0.799687609090909,0.946869,0.9493734836578369,0.0025044836578369534,169,32,0.03139970079064369,0.05428634627728169
MATR_b3c17,657,0.5,0.8,0.9074942636363635,0.946869,0.9550307393074036,0.008161739307403604,192,9,0.05296931001875135,0.07307971930088233
MATR_b3c17,1051,0.8,0.2,0.20811591818181815,0.912467090909091,0.943550169467926,0.031083078558835076,44,149,0.056913196640526686,0.11791757918223293
MATR_b3c17,1051,0.8,0.4,0.4973848818181818,0.912467090909091,0.9343672394752502,0.021900148566159294,105,88,0.047745300964875656,0.09215338897609995
MATR_b3c17,1051,0.8,0.6,0.7768196909090909,0.912467090909091,0.92937171459198,0.01690462368288903,165,28,0.04512891599110195,0.07155662110513915
MATR_b3c17,1050,0.8,0.8,0.8750978909090908,0.9126468181818181,0.9338778853416443,0.021231067159826145,185,8,0.08388417959213257,0.1033215928798108
