step,loss,nll,kl,kl_weight,gradient_norm,optimizer_step_skipped,amp_scale_before,amp_scale_after,batch_sampling_attempts,batch_sampling_seconds,batch_collation_seconds,batch_transfer_seconds,batch_cells,batch_current_cycles,batch_betas,context_points_min,context_points_max,target_points_min,target_points_max,target_soh_raw_min,target_soh_raw_max,target_normalized_min,target_normalized_max,prediction_mean_min,prediction_mean_max,prediction_std_min,prediction_std_max,prior_std_min,prior_std_max,posterior_std_min,posterior_std_max,iv_observed_fraction_mean,gpu_allocated_mb,gpu_reserved_mb,learning_rate,validation_rmse,elapsed_seconds,validation_cell_rmse,nonfinite_gradient_parameters
11,1.2861638069152832,1.2859816551208496,0.08279715478420258,0.0022,0.9533122181892395,False,1024.0,1024.0,16,0.0019858069717884064,0.0006796019151806831,0.0003656749613583088,MATR_b3c12|MATR_b2c27|MATR_b2c32|MATR_b2c36|MATR_b2c11|MATR_b1c26|MATR_b1c32|MATR_b2c45|MATR_b1c15|MATR_b2c4|MATR_b2c36|MATR_b2c47|MATR_b1c44|MATR_b4c27|MATR_b1c32|MATR_b3c28,662|191|352|238|332|261|377|120|338|203|401|483|190|231|200|296,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,16,114,128,128,0.6086392818181818,0.9841146363636363,-4.314168930053711,0.8014752268791199,-0.2484130859375,-0.1070556640625,0.713138222694397,0.7776258587837219,0.5504675507545471,0.7855632901191711,0.5579363703727722,0.8255676627159119,0.0,69.599609375,196.0,0.0001,,0.4780234298668802,,
12,2.357856273651123,2.3574378490448,0.17430540919303894,0.0024,4.832388877868652,False,1024.0,1024.0,16,0.002283504232764244,0.0006877267733216286,0.000493994913995266,MATR_b3c11|MATR_b4c0|MATR_b1c36|MATR_b1c24|MATR_b4c8|MATR_b3c22|MATR_b4c26|MATR_b3c39|MATR_b4c33|MATR_b2c25|MATR_b4c20|MATR_b4c43|MATR_b3c16|MATR_b1c20|MATR_b1c45|MATR_b3c22,488|756|466|734|524|493|361|902|361|368|535|486|1009|189|439|632,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,11,127,119,128,0.4127323363636364,0.9548622727272725,-6.983293056488037,0.4029279351234436,-0.2298583984375,-0.08074951171875,0.7230097055435181,0.7818525433540344,0.5503643751144409,0.7865592837333679,0.5554383993148804,0.8374127745628357,0.0,70.0576171875,196.0,0.0001,,0.49115971894934773,,
13,2.022595167160034,2.0223288536071777,0.10244327783584595,0.0026,2.8141531944274902,False,1024.0,1024.0,16,0.0030848337337374687,0.0005732332356274128,0.0003801821731030941,MATR_b2c36|MATR_b1c15|MATR_b2c46|MATR_b2c13|MATR_b3c41|MATR_b1c16|MATR_b2c29|MATR_b4c37|MATR_b3c22|MATR_b2c20|MATR_b3c40|MATR_b4c13|MATR_b3c44|MATR_b1c9|MATR_b4c41|MATR_b1c9,151|163|280|113|197|205|105|732|439|155|540|596|333|278|627|222,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,20,126,128,128,0.3939060727272727,0.985149909090909,-7.239790439605713,0.8155802488327026,-0.2451171875,-0.11834716796875,0.729921281337738,0.7977704405784607,0.5500548481941223,0.779011070728302,0.5538814067840576,0.8285874724388123,0.0,70.0224609375,196.0,0.0001,,0.5045432606711984,,
14,2.9443795680999756,2.9440343379974365,0.12331487238407135,0.0028,6.100490093231201,False,1024.0,1024.0,16,0.002609073184430599,0.000625039916485548,0.0003696419298648834,MATR_b1c15|MATR_b1c0|MATR_b3c22|MATR_b4c30|MATR_b2c0|MATR_b1c45|MATR_b2c5|MATR_b4c4|MATR_b2c1|MATR_b1c40|MATR_b2c26|MATR_b3c22|MATR_b3c25|MATR_b1c39|MATR_b2c10|MATR_b1c24,323|916|204|420|102|391|194|454|104|266|290|272|216|307|438|454,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,16,125,66,128,0.22817332727272724,0.9807340909090908,-9.497807502746582,0.7554171681404114,-0.270263671875,-0.159423828125,0.7348923683166504,0.7798694372177124,0.5484063029289246,0.7841704487800598,0.5527417063713074,0.8179128766059875,0.0,69.9873046875,196.0,0.0001,,0.5175646538846195,,
15,1.481183409690857,1.4809075593948364,0.09193204343318939,0.003,1.67647385597229,False,1024.0,1024.0,16,0.002204226329922676,0.0005409019067883492,0.00034489575773477554,MATR_b4c20|MATR_b2c18|MATR_b4c8|MATR_b2c18|MATR_b1c33|MATR_b1c26|MATR_b1c26|MATR_b1c15|MATR_b1c23|MATR_b4c41|MATR_b3c19|MATR_b2c11|MATR_b4c24|MATR_b2c47|MATR_b1c40|MATR_b1c15,571|250|409|264|481|447|604|539|808|319|456|151|320|509|245|155,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,21,113,128,128,0.3939060727272727,0.9817414545454546,-7.239790439605713,0.7691419720649719,-0.26513671875,-0.1302490234375,0.731280505657196,0.7956938147544861,0.5474806427955627,0.7794071435928345,0.5538814067840576,0.8158703446388245,0.0,69.564453125,196.0,0.0001,,0.5310170138254762,,
16,1.4178407192230225,1.4176169633865356,0.06990659981966019,0.0032,1.219647765159607,False,1024.0,1024.0,16,0.0021269507706165314,0.0006056837737560272,0.0003487630747258663,MATR_b4c22|MATR_b2c23|MATR_b1c38|MATR_b3c8|MATR_b3c41|MATR_b3c44|MATR_b1c7|MATR_b3c11|MATR_b1c31|MATR_b2c26|MATR_b4c28|MATR_b4c25|MATR_b2c14|MATR_b3c38|MATR_b1c1|MATR_b2c46,196|370|228|423|531|448|516|577|592|386|622|121|355|800|590|194,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,30,124,112,128,0.4820561909090908,0.9759003636363636,-6.038793563842773,0.6895602941513062,-0.322509765625,-0.1904296875,0.7364485263824463,0.7882875204086304,0.5454278588294983,0.7798033952713013,0.5519139170646667,0.8055047988891602,0.0,69.9521484375,196.0,0.0001,,0.5449835867621005,,
17,1.4990191459655762,1.4986156225204468,0.11867889761924744,0.0034,1.9448368549346924,False,1024.0,1024.0,16,0.0019677230156958103,0.0005681440234184265,0.00036194734275341034,MATR_b1c16|MATR_b2c18|MATR_b2c17|MATR_b4c24|MATR_b1c38|MATR_b2c18|MATR_b2c1|MATR_b2c38|MATR_b4c37|MATR_b4c2|MATR_b1c1|MATR_b3c22|MATR_b1c20|MATR_b2c13|MATR_b1c20|MATR_b1c0,426|133|297|855|161|154|89|240|343|569|1175|469|386|143|359|1147,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,8,118,81,128,0.5425964181818181,0.9751935454545454,-5.2139668464660645,0.6799303293228149,-0.311767578125,-0.1981201171875,0.7452556490898132,0.813627302646637,0.5448130965232849,0.7808606028556824,0.5512937307357788,0.8335443139076233,0.0,69.740234375,196.0,0.0001,,0.5587248476222157,,
18,3.778164863586426,3.777804136276245,0.1002105250954628,0.0036,9.013212203979492,False,1024.0,1024.0,16,0.00270207691937685,0.0005932110361754894,0.0003700321540236473,MATR_b3c0|MATR_b3c35|MATR_b1c43|MATR_b3c13|MATR_b1c33|MATR_b1c15|MATR_b4c8|MATR_b1c41|MATR_b3c0|MATR_b1c41|MATR_b2c43|MATR_b2c17|MATR_b3c13|MATR_b4c31|MATR_b3c41|MATR_b2c29,719|668|390|306|440|357|243|829|783|355|343|225|264|618|573|198,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,8,122,128,128,0.23376573636363635,0.9756002727272727,-9.421613693237305,0.6854717135429382,-0.3095703125,-0.2164306640625,0.7393126487731934,0.8050325512886047,0.5444035530090332,0.7807283997535706,0.5485092401504517,0.8269393444061279,0.0,69.8818359375,196.0,0.0001,,0.5728610986843705,,
19,1.2859416007995605,1.2856297492980957,0.08207646012306213,0.0038,1.121680736541748,False,1024.0,1024.0,16,0.002317558042705059,0.0007411269471049309,0.00039940793067216873,MATR_b1c23|MATR_b4c40|MATR_b2c14|MATR_b1c0|MATR_b3c13|MATR_b1c38|MATR_b1c33|MATR_b1c0|MATR_b2c13|MATR_b2c42|MATR_b1c17|MATR_b2c26|MATR_b1c38|MATR_b2c11|MATR_b4c44|MATR_b1c20,561|443|222|1313|573|485|299|1005|372|120|472|344|377|186|703|244,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,17,127,128,128,0.5859904363636363,0.9832184545454544,-4.62274694442749,0.7892652750015259,-0.31884765625,-0.2314453125,0.7555878162384033,0.8273512721061707,0.5438920259475708,0.7738742828369141,0.5504675507545471,0.8115916848182678,0.0,70.0576171875,196.0,0.0001,,0.5859326659701765,,
20,1.4982185363769531,1.4978619813919067,0.08912940323352814,0.004,1.3039606809616089,False,1024.0,1024.0,16,0.0023416029289364815,0.00058720912784338,0.00038857804611325264,MATR_b3c25|MATR_b1c17|MATR_b3c12|MATR_b4c22|MATR_b3c5|MATR_b1c26|MATR_b3c8|MATR_b3c40|MATR_b2c27|MATR_b2c17|MATR_b2c34|MATR_b4c27|MATR_b3c4|MATR_b4c37|MATR_b4c19|MATR_b2c38,626|338|202|413|362|400|312|600|212|168|257|166|809|609|717|370,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,17,128,117,128,0.5425964181818181,0.9771384545454546,-5.2139668464660645,0.7064286470413208,-0.332275390625,-0.2314453125,0.7618458867073059,0.8270766735076904,0.5413395166397095,0.7766374349594116,0.5470696091651917,0.8210512399673462,0.0,70.0927734375,198.0,0.0001,,0.5997833819128573,,
21,1.3744062185287476,1.3740031719207764,0.09595972299575806,0.0042,0.8163142800331116,False,1024.0,1024.0,16,0.001899185124784708,0.0005843639373779297,0.0003453758545219898,MATR_b2c45|MATR_b2c46|MATR_b4c33|MATR_b1c7|MATR_b4c22|MATR_b2c34|MATR_b2c28|MATR_b1c23|MATR_b3c35|MATR_b2c45|MATR_b2c4|MATR_b3c39|MATR_b4c30|MATR_b2c13|MATR_b2c43|MATR_b1c16,134|110|295|369|554|401|237|380|219|351|265|857|167|150|192|497,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,12,124,125,128,0.605261709090909,0.9833712727272725,-4.360186576843262,0.791347324848175,-0.34033203125,-0.23583984375,0.7664723992347717,0.8117273449897766,0.541645348072052,0.7734143733978271,0.5469668507575989,0.8301000595092773,0.0,69.9521484375,198.0,0.0001,,0.6119312709197402,,
22,1.2516032457351685,1.2512872219085693,0.0718364417552948,0.0044,0.3845653831958771,False,1024.0,1024.0,16,0.0018470780923962593,0.0005867579020559788,0.0003574090078473091,MATR_b2c28|MATR_b2c34|MATR_b2c38|MATR_b4c2|MATR_b2c27|MATR_b4c40|MATR_b4c8|MATR_b1c16|MATR_b2c38|MATR_b2c46|MATR_b2c31|MATR_b3c21|MATR_b3c16|MATR_b1c29|MATR_b2c35|MATR_b2c31,260|360|160|535|109|332|545|258|356|147|199|201|1013|363|308|181,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,18,121,128,128,0.7205661363636363,0.9817252727272726,-2.7892274856567383,0.7689214944839478,-0.363037109375,-0.251953125,0.7638636231422424,0.8213927745819092,0.5409319996833801,0.7735457420349121,0.5459404587745667,0.8134235739707947,0.0,69.8466796875,198.0,0.0001,,0.6245699180290103,,
23,2.4560701847076416,2.4555015563964844,0.12359937280416489,0.0046,4.874141693115234,False,1024.0,1024.0,16,0.001871773973107338,0.0007339944131672382,0.0003801817074418068,MATR_b2c38|MATR_b4c14|MATR_b2c45|MATR_b2c43|MATR_b2c31|MATR_b3c28|MATR_b3c38|MATR_b2c20|MATR_b2c44|MATR_b3c19|MATR_b4c4|MATR_b4c23|MATR_b1c20|MATR_b2c29|MATR_b2c45|MATR_b3c27,323|231|332|232|361|139|882|369|170|796|436|631|231|161|171|203,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,20,125,128,128,0.22817332727272724,0.9779571818181817,-9.497807502746582,0.7175832986831665,-0.399658203125,-0.246337890625,0.7905512452125549,0.8349245190620422,0.5386946201324463,0.7756497859954834,0.5435852408409119,0.8110494017601013,0.0,69.9873046875,198.0,0.0001,,0.6379174618050456,,
24,2.0065906047821045,2.00605845451355,0.11087726801633835,0.0048,3.1482162475585938,False,1024.0,1024.0,16,0.0019343909807503223,0.0005279281176626682,0.00036425190046429634,MATR_b3c44|MATR_b2c47|MATR_b2c47|MATR_b4c31|MATR_b1c44|MATR_b1c44|MATR_b3c41|MATR_b4c20|MATR_b3c41|MATR_b1c24|MATR_b1c36|MATR_b3c25|MATR_b2c11|MATR_b1c1|MATR_b1c20|MATR_b3c12,527|426|494|313|175|252|342|171|175|490|350|275|197|1467|214|267,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,13,122,128,128,0.23376573636363635,0.9829699999999999,-9.421613693237305,0.7858802080154419,-0.44580078125,-0.239990234375,0.7564287781715393,0.8414314985275269,0.5380856394767761,0.775255024433136,0.5410338640213013,0.8149862289428711,0.0,69.8818359375,198.0,0.0001,,0.6497878506779671,,
25,3.263627052307129,3.262918472290039,0.14170339703559875,0.005,7.737592697143555,False,1024.0,1024.0,16,0.0025918208993971348,0.0005880910903215408,0.0003623180091381073,MATR_b1c26|MATR_b3c0|MATR_b3c34|MATR_b3c4|MATR_b4c4|MATR_b2c36|MATR_b1c9|MATR_b2c47|MATR_b1c24|MATR_b4c16|MATR_b2c27|MATR_b4c2|MATR_b2c0|MATR_b1c31|MATR_b3c16|MATR_b4c44,605|625|531|595|677|155|323|344|434|763|263|170|140|369|1161|672,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,8,116,128,128,0.22817332727272724,0.9841219999999999,-9.497807502746582,0.8015755414962769,-0.3935546875,-0.2462158203125,0.7635379433631897,0.8605824112892151,0.537375807762146,0.7837064862251282,0.5421553254127502,0.851042628288269,0.0,69.669921875,198.0,0.0001,,0.6640215036459267,,
26,1.998034119606018,1.9973955154418945,0.12281350791454315,0.0052,3.322392463684082,False,1024.0,1024.0,16,0.0019685146398842335,0.0005677333101630211,0.0003504659980535507,MATR_b2c34|MATR_b3c39|MATR_b4c13|MATR_b2c10|MATR_b1c9|MATR_b1c24|MATR_b4c16|MATR_b1c7|MATR_b4c31|MATR_b3c5|MATR_b1c9|MATR_b2c20|MATR_b2c25|MATR_b2c45|MATR_b3c35|MATR_b2c23,329|648|455|264|317|485|671|553|220|390|658|386|222|219|447|264,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,24,118,128,128,0.23376573636363635,0.9819681818181818,-9.421613693237305,0.7722309827804565,-0.411376953125,-0.265625,0.7830440402030945,0.8658014535903931,0.537375807762146,0.7713143229484558,0.5415434241294861,0.8039539456367493,0.0,69.740234375,198.0,0.0001,,0.6761837489902973,,
27,3.470205307006836,3.4690592288970947,0.21222099661827087,0.0054,8.864632606506348,False,1024.0,1024.0,16,0.0022287708707153797,0.0005906461738049984,0.00037511158734560013,MATR_b4c2|MATR_b3c8|MATR_b1c9|MATR_b4c17|MATR_b2c28|MATR_b1c39|MATR_b4c43|MATR_b4c31|MATR_b2c4|MATR_b4c14|MATR_b2c26|MATR_b1c39|MATR_b2c11|MATR_b4c43|MATR_b4c41|MATR_b1c31,614|191|753|379|206|324|222|205|195|283|385|222|289|720|760|444,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,32,128,113,128,0.23376573636363635,0.9805391818181817,-9.421613693237305,0.7527616620063782,-0.47998046875,-0.273193359375,0.8080035448074341,0.8731699585914612,0.5355538129806519,0.7715110182762146,0.5398123860359192,0.8280379176139832,0.0,70.0927734375,198.0,0.0001,,0.6895645656622946,,
28,1.4106781482696533,1.410234808921814,0.07916659116744995,0.0056,0.8438366651535034,False,1024.0,1024.0,16,0.0017322320491075516,0.0005691563710570335,0.00033427588641643524,MATR_b3c28|MATR_b4c8|MATR_b2c47|MATR_b2c31|MATR_b2c35|MATR_b2c5|MATR_b3c34|MATR_b3c22|MATR_b2c35|MATR_b4c5|MATR_b4c8|MATR_b1c43|MATR_b2c25|MATR_b1c17|MATR_b3c4|MATR_b4c8,141|286|425|169|103|233|680|299|155|842|174|305|220|632|381|338,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,31,99,128,128,0.5514941454545453,0.9762126363636362,-5.092740058898926,0.6938148736953735,-0.44970703125,-0.274169921875,0.7996490597724915,0.8708985447883606,0.5345436930656433,0.7748603820800781,0.5382885932922363,0.8266649842262268,0.0,69.0703125,198.0,0.0001,,0.7024905807338655,,
29,1.8712517023086548,1.8703413009643555,0.1569686233997345,0.0058,2.937527656555176,False,1024.0,1024.0,16,0.0018785763531923294,0.0006115548312664032,0.0003627887926995754,MATR_b4c43|MATR_b1c17|MATR_b3c34|MATR_b1c24|MATR_b1c38|MATR_b2c11|MATR_b3c35|MATR_b3c4|MATR_b2c25|MATR_b3c25|MATR_b1c29|MATR_b4c25|MATR_b2c11|MATR_b1c20|MATR_b3c21|MATR_b4c20,347|489|781|759|311|389|852|786|226|218|459|445|277|162|610|415,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,11,128,116,128,0.4127323363636364,0.9655354545454545,-6.983293056488037,0.5483441352844238,-0.47607421875,-0.313232421875,0.8172997236251831,0.8815778493881226,0.5340390801429749,0.7890859842300415,0.538390040397644,0.8524412512779236,0.0,70.0927734375,198.0,0.0001,,0.7148461379110813,,
30,1.4149724245071411,1.4143868684768677,0.09759756177663803,0.006,0.872652530670166,False,1024.0,1024.0,16,0.0019842837937176228,0.0005133310332894325,0.0003683301620185375,MATR_b3c16|MATR_b2c11|MATR_b2c4|MATR_b4c38|MATR_b3c22|MATR_b1c41|MATR_b4c38|MATR_b2c27|MATR_b2c31|MATR_b4c43|MATR_b3c0|MATR_b3c21|MATR_b4c8|MATR_b4c13|MATR_b3c22|MATR_b3c41,1264|244|272|321|540|713|498|171|317|300|541|226|380|482|287|189,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,14,121,128,128,0.4127323363636364,0.9655160909090909,-6.983293056488037,0.548080325126648,-0.45166015625,-0.304443359375,0.8082063794136047,0.887306809425354,0.5335349440574646,0.7673215270042419,0.5367679595947266,0.8103719353675842,0.0,69.8466796875,198.0,0.0001,,0.7287853588350117,,
