cell_id,batch,cycle,normalized_life,soh
MATR_b4c24,b4,102,0.09066427289048475,0.9521571818181818
MATR_b4c24,b4,103,0.09156193895870736,0.9521671818181817
MATR_b4c24,b4,104,0.09245960502692999,0.9522090909090909
MATR_b4c24,b4,105,0.0933572710951526,0.9521810909090909
MATR_b4c24,b4,106,0.09425493716337523,0.9522134545454545
MATR_b4c24,b4,107,0.09515260323159784,0.9520756363636363
MATR_b4c24,b4,108,0.09605026929982047,0.9520203636363637
MATR_b4c24,b4,109,0.09694793536804308,0.9519797272727272
MATR_b4c24,b4,110,0.09784560143626571,0.9518878181818181
MATR_b4c24,b4,111,0.09874326750448834,0.9518444545454544
MATR_b4c24,b4,112,0.09964093357271095,0.9518438181818181
MATR_b4c24,b4,113,0.10053859964093358,0.951808909090909
MATR_b4c24,b4,114,0.10143626570915619,0.9517241818181817
MATR_b4c24,b4,115,0.10233393177737882,0.9516675454545453
MATR_b4c24,b4,116,0.10323159784560143,0.9516139090909089
MATR_b4c24,b4,117,0.10412926391382406,0.9514991818181817
MATR_b4c24,b4,118,0.10502692998204669,0.951472
MATR_b4c24,b4,119,0.1059245960502693,0.9514755454545453
MATR_b4c24,b4,120,0.10682226211849193,0.9514224545454545
MATR_b4c24,b4,121,0.10771992818671454,0.9514084545454544
MATR_b4c24,b4,122,0.10861759425493717,0.9513606363636363
MATR_b4c24,b4,123,0.10951526032315978,0.9502304545454545
MATR_b4c24,b4,124,0.11041292639138241,0.9514867272727272
MATR_b4c24,b4,125,0.11131059245960502,0.9514414545454545
MATR_b4c24,b4,126,0.11220825852782765,0.951407909090909
MATR_b4c24,b4,127,0.11310592459605028,0.9513929090909089
MATR_b4c24,b4,128,0.11400359066427289,0.9513379999999999
MATR_b4c24,b4,129,0.11490125673249552,0.9513586363636364
MATR_b4c24,b4,130,0.11579892280071813,0.9512886363636363
MATR_b4c24,b4,131,0.11669658886894076,0.9513390909090909
MATR_b4c24,b4,132,0.11759425493716337,0.9512435454545453
MATR_b4c24,b4,133,0.118491921005386,0.9511450909090908
MATR_b4c24,b4,134,0.11938958707360861,0.9511176363636363
MATR_b4c24,b4,135,0.12028725314183124,0.9510140909090908
MATR_b4c24,b4,136,0.12118491921005387,0.951016909090909
MATR_b4c24,b4,137,0.12208258527827648,0.9510054545454545
MATR_b4c24,b4,138,0.1229802513464991,0.9509959999999998
MATR_b4c24,b4,139,0.12387791741472172,0.950923818181818
MATR_b4c24,b4,140,0.12477558348294435,0.9508409999999999
MATR_b4c24,b4,141,0.12567324955116696,0.9508650909090908
MATR_b4c24,b4,142,0.12657091561938957,0.9508419090909089
MATR_b4c24,b4,143,0.12746858168761221,0.9507782727272726
MATR_b4c24,b4,144,0.12836624775583483,0.9507619090909091
MATR_b4c24,b4,145,0.12926391382405744,0.9506933636363636
MATR_b4c24,b4,146,0.13016157989228008,0.950664818181818
MATR_b4c24,b4,147,0.1310592459605027,0.9506314545454545
MATR_b4c24,b4,148,0.1319569120287253,0.9505746363636363
MATR_b4c24,b4,149,0.13285457809694792,0.9505125454545454
MATR_b4c24,b4,150,0.13375224416517056,0.9504858181818181
MATR_b4c24,b4,151,0.13464991023339318,0.9504169090909089
MATR_b4c24,b4,152,0.1355475763016158,0.9503623636363635
MATR_b4c24,b4,153,0.13644524236983843,0.9503958181818181
MATR_b4c24,b4,154,0.13734290843806105,0.9503414545454545
MATR_b4c24,b4,155,0.13824057450628366,0.9503612727272726
MATR_b4c24,b4,156,0.13913824057450627,0.9502940909090909
MATR_b4c24,b4,157,0.1400359066427289,0.9503194545454544
MATR_b4c24,b4,158,0.14093357271095153,0.9502745454545454
MATR_b4c24,b4,159,0.14183123877917414,0.9502643636363636
MATR_b4c24,b4,160,0.14272890484739678,0.9502510909090908
MATR_b4c24,b4,161,0.1436265709156194,0.9490884545454544
MATR_b4c24,b4,162,0.144524236983842,0.9502044545454544
MATR_b4c24,b4,163,0.14542190305206462,0.9501885454545453
MATR_b4c24,b4,164,0.14631956912028726,0.9501142727272727
MATR_b4c24,b4,165,0.14721723518850988,0.9500983636363636
MATR_b4c24,b4,166,0.1481149012567325,0.9500651818181818
MATR_b4c24,b4,167,0.1490125673249551,0.9500596363636363
MATR_b4c24,b4,168,0.14991023339317774,0.9500675454545454
MATR_b4c24,b4,169,0.15080789946140036,0.9500047272727272
MATR_b4c24,b4,170,0.15170556552962297,0.9499511818181818
MATR_b4c24,b4,171,0.1526032315978456,0.9499753636363636
MATR_b4c24,b4,172,0.15350089766606823,0.9499138181818182
MATR_b4c24,b4,173,0.15439856373429084,0.949837818181818
MATR_b4c24,b4,174,0.15529622980251345,0.9498528181818181
MATR_b4c24,b4,175,0.1561938958707361,0.9497960909090908
MATR_b4c24,b4,176,0.1570915619389587,0.949753
MATR_b4c24,b4,177,0.15798922800718132,0.9497335454545454
MATR_b4c24,b4,178,0.15888689407540396,0.9496724545454546
MATR_b4c24,b4,179,0.15978456014362658,0.9496085454545454
MATR_b4c24,b4,180,0.1606822262118492,0.9496084545454545
MATR_b4c24,b4,181,0.1615798922800718,0.9495402727272726
MATR_b4c24,b4,182,0.16247755834829444,0.9495805454545455
MATR_b4c24,b4,183,0.16337522441651706,0.9495095454545454
MATR_b4c24,b4,184,0.16427289048473967,0.9494723636363634
MATR_b4c24,b4,185,0.1651705565529623,0.949472
MATR_b4c24,b4,186,0.16606822262118492,0.9494122727272726
MATR_b4c24,b4,187,0.16696588868940754,0.949358909090909
MATR_b4c24,b4,188,0.16786355475763015,0.9492688181818181
MATR_b4c24,b4,189,0.1687612208258528,0.9492573636363635
MATR_b4c24,b4,190,0.1696588868940754,0.9492256363636362
MATR_b4c24,b4,191,0.17055655296229802,0.9492142727272727
MATR_b4c24,b4,192,0.17145421903052063,0.9491323636363636
MATR_b4c24,b4,193,0.17235188509874327,0.9491782727272726
MATR_b4c24,b4,194,0.1732495511669659,0.9490940909090909
MATR_b4c24,b4,195,0.1741472172351885,0.9491186363636364
MATR_b4c24,b4,196,0.17504488330341114,0.9491120909090909
MATR_b4c24,b4,197,0.17594254937163376,0.9489988181818181
MATR_b4c24,b4,198,0.17684021543985637,0.9489675454545454
MATR_b4c24,b4,199,0.17773788150807898,0.949055
MATR_b4c24,b4,200,0.17863554757630162,0.948979
MATR_b4c24,b4,201,0.17953321364452424,0.9489830909090909
MATR_b4c24,b4,202,0.18043087971274685,0.9489066363636364
MATR_b4c24,b4,203,0.1813285457809695,0.9488114545454545
MATR_b4c24,b4,204,0.1822262118491921,0.9487887272727272
MATR_b4c24,b4,205,0.18312387791741472,0.9487721818181818
MATR_b4c24,b4,206,0.18402154398563733,0.9487551818181817
MATR_b4c24,b4,207,0.18491921005385997,0.9486794545454544
MATR_b4c24,b4,208,0.18581687612208259,0.9486795454545455
MATR_b4c24,b4,209,0.1867145421903052,0.9486292727272726
MATR_b4c24,b4,210,0.18761220825852784,0.9485671818181818
MATR_b4c24,b4,211,0.18850987432675045,0.9485323636363635
MATR_b4c24,b4,212,0.18940754039497307,0.9485625454545453
MATR_b4c24,b4,213,0.19030520646319568,0.9485327272727271
MATR_b4c24,b4,214,0.19120287253141832,0.9485585454545454
MATR_b4c24,b4,215,0.19210053859964094,0.9485386363636362
MATR_b4c24,b4,216,0.19299820466786355,0.9485964545454545
MATR_b4c24,b4,217,0.19389587073608616,0.9485609090909091
MATR_b4c24,b4,218,0.1947935368043088,0.9485711818181817
MATR_b4c24,b4,219,0.19569120287253142,0.9485567272727272
MATR_b4c24,b4,220,0.19658886894075403,0.9485256363636363
MATR_b4c24,b4,221,0.19748653500897667,0.9485157272727273
MATR_b4c24,b4,222,0.19838420107719928,0.9483842727272727
MATR_b4c24,b4,223,0.1992818671454219,0.9483742727272727
MATR_b4c24,b4,224,0.2001795332136445,0.9483184545454545
MATR_b4c24,b4,225,0.20107719928186715,0.9482475454545454
MATR_b4c24,b4,226,0.20197486535008977,0.9482153636363635
MATR_b4c24,b4,227,0.20287253141831238,0.9481160909090908
MATR_b4c24,b4,228,0.20377019748653502,0.948116
MATR_b4c24,b4,229,0.20466786355475763,0.948068909090909
MATR_b4c24,b4,230,0.20556552962298025,0.9480766363636364
MATR_b4c24,b4,231,0.20646319569120286,0.9479370909090908
MATR_b4c24,b4,232,0.2073608617594255,0.9479124545454544
MATR_b4c24,b4,233,0.20825852782764812,0.9478783636363636
MATR_b4c24,b4,234,0.20915619389587073,0.9478317272727272
MATR_b4c24,b4,235,0.21005385996409337,0.9478211818181816
MATR_b4c24,b4,236,0.21095152603231598,0.9477623636363637
MATR_b4c24,b4,237,0.2118491921005386,0.947725818181818
MATR_b4c24,b4,238,0.2127468581687612,0.9465978181818181
MATR_b4c24,b4,239,0.21364452423698385,0.9476691818181817
MATR_b4c24,b4,240,0.21454219030520646,0.9476176363636363
MATR_b4c24,b4,241,0.21543985637342908,0.947605818181818
MATR_b4c24,b4,242,0.2163375224416517,0.947487909090909
MATR_b4c24,b4,243,0.21723518850987433,0.9474850909090909
MATR_b4c24,b4,244,0.21813285457809695,0.9474604545454545
MATR_b4c24,b4,245,0.21903052064631956,0.9473676363636362
MATR_b4c24,b4,246,0.2199281867145422,0.9473719090909091
MATR_b4c24,b4,247,0.22082585278276481,0.9472921818181819
MATR_b4c24,b4,248,0.22172351885098743,0.9473484545454545
MATR_b4c24,b4,249,0.22262118491921004,0.9473138181818181
MATR_b4c24,b4,250,0.22351885098743268,0.9473403636363635
MATR_b4c24,b4,251,0.2244165170556553,0.9473594545454544
MATR_b4c24,b4,252,0.2253141831238779,0.9473216363636362
MATR_b4c24,b4,253,0.22621184919210055,0.9473459999999999
MATR_b4c24,b4,254,0.22710951526032316,0.9473067272727271
MATR_b4c24,b4,255,0.22800718132854578,0.9472750909090908
MATR_b4c24,b4,256,0.2289048473967684,0.9472827272727272
MATR_b4c24,b4,257,0.22980251346499103,0.947279909090909
MATR_b4c24,b4,258,0.23070017953321365,0.947178909090909
MATR_b4c24,b4,259,0.23159784560143626,0.9471517272727272
MATR_b4c24,b4,260,0.2324955116696589,0.9470163636363634
MATR_b4c24,b4,261,0.2333931777378815,0.9470090909090908
MATR_b4c24,b4,262,0.23429084380610413,0.9469191818181817
MATR_b4c24,b4,263,0.23518850987432674,0.946936
MATR_b4c24,b4,264,0.23608617594254938,0.9468357272727272
MATR_b4c24,b4,265,0.236983842010772,0.9468368181818182
MATR_b4c24,b4,266,0.2378815080789946,0.9468241818181817
MATR_b4c24,b4,267,0.23877917414721722,0.9468280909090908
MATR_b4c24,b4,268,0.23967684021543986,0.9467337272727272
MATR_b4c24,b4,269,0.24057450628366248,0.9466062727272727
MATR_b4c24,b4,270,0.2414721723518851,0.9465125454545454
MATR_b4c24,b4,271,0.24236983842010773,0.9464842727272725
MATR_b4c24,b4,272,0.24326750448833034,0.9465332727272727
MATR_b4c24,b4,273,0.24416517055655296,0.9464899999999999
MATR_b4c24,b4,274,0.24506283662477557,0.9465300909090909
MATR_b4c24,b4,275,0.2459605026929982,0.9464743636363635
MATR_b4c24,b4,276,0.24685816876122083,0.9464104545454545
MATR_b4c24,b4,277,0.24775583482944344,0.9463843636363635
MATR_b4c24,b4,278,0.24865350089766608,0.946377818181818
MATR_b4c24,b4,279,0.2495511669658887,0.9463439999999999
MATR_b4c24,b4,280,0.2504488330341113,0.9462756363636363
MATR_b4c24,b4,281,0.2513464991023339,0.946239818181818
MATR_b4c24,b4,282,0.25224416517055653,0.946162818181818
MATR_b4c24,b4,283,0.25314183123877915,0.9461377272727273
MATR_b4c24,b4,284,0.2540394973070018,0.946135909090909
MATR_b4c24,b4,285,0.25493716337522443,0.9461378181818182
MATR_b4c24,b4,286,0.25583482944344704,0.9461035454545454
MATR_b4c24,b4,287,0.25673249551166966,0.9460918181818182
MATR_b4c24,b4,288,0.25763016157989227,0.9461100909090909
MATR_b4c24,b4,289,0.2585278276481149,0.9460520909090907
MATR_b4c24,b4,290,0.2594254937163375,0.946023818181818
MATR_b4c24,b4,291,0.26032315978456017,0.9460481818181817
MATR_b4c24,b4,292,0.2612208258527828,0.945960818181818
MATR_b4c24,b4,293,0.2621184919210054,0.9460037272727271
MATR_b4c24,b4,294,0.263016157989228,0.945929
MATR_b4c24,b4,295,0.2639138240574506,0.945827
MATR_b4c24,b4,296,0.26481149012567323,0.9457823636363636
MATR_b4c24,b4,297,0.26570915619389585,0.9457108181818182
MATR_b4c24,b4,298,0.2666068222621185,0.9456247272727273
MATR_b4c24,b4,299,0.26750448833034113,0.9455691818181817
MATR_b4c24,b4,300,0.26840215439856374,0.945553909090909
MATR_b4c24,b4,301,0.26929982046678635,0.9454760909090909
MATR_b4c24,b4,302,0.27019748653500897,0.9454631818181818
MATR_b4c24,b4,303,0.2710951526032316,0.9454235454545454
MATR_b4c24,b4,304,0.2719928186714542,0.9454314545454545
MATR_b4c24,b4,305,0.27289048473967686,0.9453913636363637
MATR_b4c24,b4,306,0.2737881508078995,0.9453611818181817
MATR_b4c24,b4,307,0.2746858168761221,0.9453261818181817
MATR_b4c24,b4,308,0.2755834829443447,0.9452933636363635
MATR_b4c24,b4,309,0.2764811490125673,0.9452182727272725
MATR_b4c24,b4,310,0.27737881508078993,0.9452526363636363
MATR_b4c24,b4,311,0.27827648114901254,0.9451935454545454
MATR_b4c24,b4,312,0.2791741472172352,0.9451210909090908
MATR_b4c24,b4,313,0.2800718132854578,0.9450985454545454
MATR_b4c24,b4,314,0.28096947935368044,0.9450654545454544
MATR_b4c24,b4,315,0.28186714542190305,0.9450462727272727
MATR_b4c24,b4,316,0.28276481149012567,0.9450316363636363
MATR_b4c24,b4,317,0.2836624775583483,0.9449901818181817
MATR_b4c24,b4,318,0.2845601436265709,0.9448877272727271
MATR_b4c24,b4,319,0.28545780969479356,0.9448773636363635
MATR_b4c24,b4,320,0.2863554757630162,0.9448363636363636
MATR_b4c24,b4,321,0.2872531418312388,0.9448002727272726
MATR_b4c24,b4,322,0.2881508078994614,0.9447659090909091
MATR_b4c24,b4,323,0.289048473967684,0.944797
MATR_b4c24,b4,324,0.28994614003590663,0.9447289999999998
MATR_b4c24,b4,325,0.29084380610412924,0.9446381818181817
MATR_b4c24,b4,326,0.2917414721723519,0.9446259999999999
MATR_b4c24,b4,327,0.2926391382405745,0.9446224545454546
MATR_b4c24,b4,328,0.29353680430879714,0.9445617272727271
MATR_b4c24,b4,329,0.29443447037701975,0.9445540909090907
MATR_b4c24,b4,330,0.29533213644524237,0.944491818181818
MATR_b4c24,b4,331,0.296229802513465,0.9444596363636364
MATR_b4c24,b4,332,0.2971274685816876,0.9444318181818181
MATR_b4c24,b4,333,0.2980251346499102,0.944361909090909
MATR_b4c24,b4,334,0.2989228007181329,0.9443219090909091
MATR_b4c24,b4,335,0.2998204667863555,0.9442619090909089
MATR_b4c24,b4,336,0.3007181328545781,0.9441905454545454
MATR_b4c24,b4,337,0.3016157989228007,0.9441665454545453
MATR_b4c24,b4,338,0.30251346499102333,0.9441135454545454
MATR_b4c24,b4,339,0.30341113105924594,0.944112909090909
MATR_b4c24,b4,340,0.30430879712746856,0.9440495454545454
MATR_b4c24,b4,341,0.3052064631956912,0.9440535454545453
MATR_b4c24,b4,342,0.30610412926391384,0.9440002727272726
MATR_b4c24,b4,343,0.30700179533213645,0.9439461818181818
MATR_b4c24,b4,344,0.30789946140035906,0.9439479090909091
MATR_b4c24,b4,345,0.3087971274685817,0.9438710909090908
MATR_b4c24,b4,346,0.3096947935368043,0.9438507272727272
MATR_b4c24,b4,347,0.3105924596050269,0.9438153636363635
MATR_b4c24,b4,348,0.3114901256732496,0.9437906363636364
MATR_b4c24,b4,349,0.3123877917414722,0.9437615454545454
MATR_b4c24,b4,350,0.3132854578096948,0.9437029090909089
MATR_b4c24,b4,351,0.3141831238779174,0.9436798181818181
MATR_b4c24,b4,352,0.31508078994614,0.9436454545454546
MATR_b4c24,b4,353,0.31597845601436264,0.9436033636363635
MATR_b4c24,b4,354,0.31687612208258525,0.943568
MATR_b4c24,b4,355,0.3177737881508079,0.9424274545454545
MATR_b4c24,b4,356,0.31867145421903054,0.9434665454545453
MATR_b4c24,b4,357,0.31956912028725315,0.9434101818181817
MATR_b4c24,b4,358,0.32046678635547576,0.9433696363636362
MATR_b4c24,b4,359,0.3213644524236984,0.9433397272727272
MATR_b4c24,b4,360,0.322262118491921,0.943327818181818
MATR_b4c24,b4,361,0.3231597845601436,0.9432774545454544
MATR_b4c24,b4,362,0.3240574506283663,0.9432301818181817
MATR_b4c24,b4,363,0.3249551166965889,0.9431885454545453
MATR_b4c24,b4,364,0.3258527827648115,0.9431100909090908
MATR_b4c24,b4,365,0.3267504488330341,0.9430754545454544
MATR_b4c24,b4,366,0.3276481149012567,0.9429576363636363
MATR_b4c24,b4,367,0.32854578096947934,0.9429647272727273
MATR_b4c24,b4,368,0.32944344703770195,0.9428963636363635
MATR_b4c24,b4,369,0.3303411131059246,0.9428148181818181
MATR_b4c24,b4,370,0.33123877917414724,0.942808818181818
MATR_b4c24,b4,371,0.33213644524236985,0.9427164545454545
MATR_b4c24,b4,372,0.33303411131059246,0.942686
MATR_b4c24,b4,373,0.3339317773788151,0.9425933636363636
MATR_b4c24,b4,374,0.3348294434470377,0.9426002727272728
MATR_b4c24,b4,375,0.3357271095152603,0.9425635454545453
MATR_b4c24,b4,376,0.33662477558348297,0.9424939999999999
MATR_b4c24,b4,377,0.3375224416517056,0.9424250909090908
MATR_b4c24,b4,378,0.3384201077199282,0.9424342727272726
MATR_b4c24,b4,379,0.3393177737881508,0.942359818181818
MATR_b4c24,b4,380,0.3402154398563734,0.9423355454545453
MATR_b4c24,b4,381,0.34111310592459604,0.9423439090909089
MATR_b4c24,b4,382,0.34201077199281865,0.9421964545454545
MATR_b4c24,b4,383,0.34290843806104127,0.9421307272727272
MATR_b4c24,b4,384,0.34380610412926393,0.9420184545454545
MATR_b4c24,b4,385,0.34470377019748655,0.9419896363636363
MATR_b4c24,b4,386,0.34560143626570916,0.9419199999999999
MATR_b4c24,b4,387,0.3464991023339318,0.9418735454545454
MATR_b4c24,b4,388,0.3473967684021544,0.9418445454545454
MATR_b4c24,b4,389,0.348294434470377,0.9418012727272727
MATR_b4c24,b4,390,0.3491921005385996,0.9417613636363635
MATR_b4c24,b4,391,0.3500897666068223,0.9417178181818181
MATR_b4c24,b4,392,0.3509874326750449,0.9415852727272728
MATR_b4c24,b4,393,0.3518850987432675,0.9415341818181817
MATR_b4c24,b4,394,0.3527827648114901,0.9414359999999998
MATR_b4c24,b4,395,0.35368043087971274,0.9414073636363636
MATR_b4c24,b4,396,0.35457809694793535,0.9413325454545455
MATR_b4c24,b4,397,0.35547576301615796,0.9412125454545455
MATR_b4c24,b4,398,0.35637342908438063,0.9412331818181817
MATR_b4c24,b4,399,0.35727109515260325,0.9411161818181817
MATR_b4c24,b4,400,0.35816876122082586,0.9410859090909091
MATR_b4c24,b4,401,0.3590664272890485,0.9410899999999999
MATR_b4c24,b4,402,0.3599640933572711,0.9410649090909091
MATR_b4c24,b4,403,0.3608617594254937,0.9410100909090908
MATR_b4c24,b4,404,0.3617594254937163,0.9410547272727272
MATR_b4c24,b4,405,0.362657091561939,0.9410174545454545
MATR_b4c24,b4,406,0.3635547576301616,0.9410496363636364
MATR_b4c24,b4,407,0.3644524236983842,0.941050090909091
MATR_b4c24,b4,408,0.3653500897666068,0.9409682727272726
MATR_b4c24,b4,409,0.36624775583482944,0.9409438181818182
MATR_b4c24,b4,410,0.36714542190305205,0.940853909090909
MATR_b4c24,b4,411,0.36804308797127466,0.9408953636363635
MATR_b4c24,b4,412,0.36894075403949733,0.9408473636363636
MATR_b4c24,b4,413,0.36983842010771995,0.9408714545454544
MATR_b4c24,b4,414,0.37073608617594256,0.9408131818181817
MATR_b4c24,b4,415,0.37163375224416517,0.9408191818181817
MATR_b4c24,b4,416,0.3725314183123878,0.9408327272727272
MATR_b4c24,b4,417,0.3734290843806104,0.9408433636363635
MATR_b4c24,b4,418,0.374326750448833,0.9407704545454544
MATR_b4c24,b4,419,0.3752244165170557,0.9406421818181817
MATR_b4c24,b4,420,0.3761220825852783,0.9405539090909091
MATR_b4c24,b4,421,0.3770197486535009,0.9405726363636364
MATR_b4c24,b4,422,0.3779174147217235,0.9405275454545454
MATR_b4c24,b4,423,0.37881508078994613,0.940443909090909
MATR_b4c24,b4,424,0.37971274685816875,0.940383909090909
MATR_b4c24,b4,425,0.38061041292639136,0.9403595454545454
MATR_b4c24,b4,426,0.38150807899461403,0.9402802727272727
MATR_b4c24,b4,427,0.38240574506283664,0.9402447272727272
MATR_b4c24,b4,428,0.38330341113105926,0.940183
MATR_b4c24,b4,429,0.38420107719928187,0.9400891818181818
MATR_b4c24,b4,430,0.3850987432675045,0.939970818181818
MATR_b4c24,b4,431,0.3859964093357271,0.9399117272727272
MATR_b4c24,b4,432,0.3868940754039497,0.9397875454545453
MATR_b4c24,b4,433,0.3877917414721723,0.9396772727272725
MATR_b4c24,b4,434,0.388689407540395,0.9395867272727272
MATR_b4c24,b4,435,0.3895870736086176,0.9395342727272726
MATR_b4c24,b4,436,0.3904847396768402,0.9394619999999999
MATR_b4c24,b4,437,0.39138240574506283,0.9394614545454546
MATR_b4c24,b4,438,0.39228007181328545,0.9394610909090909
MATR_b4c24,b4,439,0.39317773788150806,0.9395436363636364
MATR_b4c24,b4,440,0.3940754039497307,0.9394961818181817
