file_name,cycle,soh,mean_voltage_V,mean_current_A,input_soh,input_voltage_mean_z
CALCE_CX2_37.pkl,36,0.9733381936330552,3.8251104721143925,-0.06166696365075264,0.9733381936330552,0.24097320981119974
CALCE_CX2_37.pkl,37,0.973878733630242,3.8239551513639998,-0.05991260702664215,0.973878733630242,0.16263758653382382
CALCE_CX2_37.pkl,38,0.9681062363303972,3.8260161395834276,-0.05871935004462339,0.9681062363303972,0.30238128687100474
CALCE_CX2_37.pkl,39,0.9737993542356475,3.8229545064333106,-0.06503293282174341,0.9737993542356475,0.09478963669111588
CALCE_CX2_37.pkl,40,0.972454836353292,3.820376096987257,-0.06381506492326386,0.972454836353292,-0.08003740675308271
CALCE_CX2_37.pkl,41,0.9692812236347258,3.819273652816687,-0.059554813856895525,0.9692812236347258,-0.15478777473596422
CALCE_CX2_37.pkl,42,0.9666327950645431,3.820797579436652,-0.06448150163084448,0.9666327950645431,-0.051459117682592884
CALCE_CX2_37.pkl,43,0.9654996002118159,3.820215939800057,-0.06656781487116094,0.9654996002118159,-0.0908967400398673
CALCE_CX2_37.pkl,44,0.9637953066152559,3.821662338191997,-0.06671437933014061,0.9637953066152559,0.0071751759206968285
CALCE_CX2_37.pkl,45,0.9610940894008009,3.820772593517249,-0.0650703797239261,0.9610940894008009,-0.0531532684791979
CALCE_CX2_37.pkl,46,0.9617115398419284,3.824184234689383,-0.06836208868006682,0.9617115398419284,0.17817040291424202
CALCE_CX2_37.pkl,47,0.9609775402230157,3.822230926606051,-0.06461421661177601,0.9609775402230157,0.04572787030280791
CALCE_CX2_37.pkl,48,0.9572298730056903,3.822557939840934,-0.06339141145584715,0.9572298730056903,0.06790074789185221
CALCE_CX2_37.pkl,49,0.9566705794867892,3.8212525865009854,-0.06334065317508898,0.9566705794867892,-0.02060771821795441
CALCE_CX2_37.pkl,50,0.9558823033413679,3.822213864326477,-0.06708237325905689,0.9558823033413679,0.04457097573090593
CALCE_CX2_37.pkl,51,0.9536829707047919,3.8219148742741553,-0.06547065786343274,0.9536829707047919,0.024298188200340808
CALCE_CX2_37.pkl,52,0.9553383576417451,3.824454405527005,-0.0658170398686937,0.9553383576417451,0.1964891260474644
CALCE_CX2_37.pkl,53,0.9545213197293787,3.8237343449305667,-0.06356462821688631,0.9545213197293787,0.14766597836288833
CALCE_CX2_37.pkl,54,0.9536340729699716,3.8221949189049855,-0.06725353940340158,0.9536340729699716,0.04328639618856365
CALCE_CX2_37.pkl,55,0.9527548848728112,3.8229723531624367,-0.06551552289848828,0.9527548848728112,0.09599972025369262
CALCE_CX2_37.pkl,56,0.9520975045536982,3.8231746348841438,-0.06560890070392199,0.9520975045536982,0.10971527478013986
CALCE_CX2_37.pkl,57,0.951796543912764,3.8231523194532286,-0.06585772873118055,0.951796543912764,0.10820219437468026
CALCE_CX2_37.pkl,58,0.9506208983739973,3.822716127866986,-0.06600535830938466,0.9506208983739973,0.07862656374133344
CALCE_CX2_37.pkl,59,0.9497550096829799,3.8224119907137992,-0.06542840730985151,0.9497550096829799,0.05800478104713061
CALCE_CX2_37.pkl,60,0.948926649629226,3.821375368651464,-0.0681687557579757,0.948926649629226,-0.012282570174155523
CALCE_CX2_37.pkl,61,0.9481209795516559,3.8211487095362857,-0.06798931148177635,0.9481209795516559,-0.027651014870548885
CALCE_CX2_37.pkl,62,0.9474250713688909,3.8218678424956134,-0.06812009973291634,0.9474250713688909,0.021109235102533864
CALCE_CX2_37.pkl,63,0.9468119654266661,3.822086113674153,-0.06736256794711966,0.9468119654266661,0.03590894229083071
CALCE_CX2_37.pkl,64,0.9465752906040366,3.824798989847216,-0.06438072553156664,0.9465752906040366,0.2198533973861075
CALCE_CX2_37.pkl,65,0.9454458226754714,3.8221341546742993,-0.06824199624585393,0.9454458226754714,0.039166324873165924
CALCE_CX2_37.pkl,66,0.9447470841573122,3.8234522702037426,-0.06619993292547735,0.9447470841573122,0.1285401212976044
CALCE_CX2_37.pkl,67,0.9428142291021242,3.8227233257846556,-0.06646513179099808,0.9428142291021242,0.07911461294043622
CALCE_CX2_37.pkl,68,0.9388076067206661,3.8233991190573913,-0.06437168398525148,0.9388076067206661,0.12493624923357341
CALCE_CX2_37.pkl,69,0.9377109337431488,3.8231199228169284,-0.06924788139621718,0.9377109337431488,0.10600556569315585
CALCE_CX2_37.pkl,70,0.9366232794470286,3.8221166630294667,-0.06937777692956654,0.9366232794470286,0.037980317524436945
CALCE_CX2_37.pkl,71,0.9381053761534761,3.675578541057125,-0.9481012123072621,0.9381053761534761,-9.897922863213564
CALCE_CX2_37.pkl,72,0.9398297972928179,3.8244000500024753,-0.06835689784692964,0.9398297972928179,0.19280359205946637
CALCE_CX2_37.pkl,73,0.9395024308131368,3.822245921506438,-0.06887670402804445,0.9395024308131368,0.046744587839829405
CALCE_CX2_37.pkl,74,0.943850808843169,3.824819094872888,-0.07051622734514114,0.943850808843169,0.22121660298635
CALCE_CX2_37.pkl,75,0.9398392690150686,3.820581573282363,-0.06487391576641294,0.9398392690150686,-0.0661052466664546
CALCE_CX2_37.pkl,76,0.9387320476436074,3.8249523694964425,-0.0684793945699694,0.9387320476436074,0.2302531849915212
CALCE_CX2_37.pkl,77,0.9387589113404409,3.8223094198592875,-0.0689041476819744,0.9387589113404409,0.05105004417813861
CALCE_CX2_37.pkl,78,0.937091331284837,3.823570857590211,-0.06549900997265136,0.937091331284837,0.13658084663615716
CALCE_CX2_37.pkl,79,0.9358876344873251,3.822360640380815,-0.06775572053715893,0.9358876344873251,0.05452301173028221
CALCE_CX2_37.pkl,80,0.9405540690394028,3.8247412875078726,-0.06711076918982671,0.9405540690394028,0.2159409352274361
CALCE_CX2_37.pkl,81,0.941069306093651,3.8239753328995896,-0.06470077596269205,0.941069306093651,0.16400597982943838
CALCE_CX2_37.pkl,82,0.9341042429828383,3.8204638833223385,-0.06350186418933655,0.9341042429828383,-0.07408512270424072
CALCE_CX2_37.pkl,83,0.9331922462824943,3.8229137917011107,-0.06775306535764579,0.9331922462824943,0.0920290059984124
CALCE_CX2_37.pkl,84,0.9328178085833784,3.822855582014162,-0.0677769523689575,0.9328178085833784,0.08808214353068146
CALCE_CX2_37.pkl,85,0.9311180077538254,3.8205619550520376,-0.06956889706939805,0.9311180077538254,-0.06743544548754556
CALCE_CX2_37.pkl,86,0.9311415219052493,3.821016411921557,-0.07177129867529455,0.9311415219052493,-0.036621351553549716
CALCE_CX2_37.pkl,87,0.935694930274207,3.823710862287255,-0.0693864865373799,0.935694930274207,0.1460737560303519
CALCE_CX2_37.pkl,88,0.9363797462992012,3.8254524275313977,-0.06367285063928182,0.9363797462992012,0.2641592304163633
CALCE_CX2_37.pkl,89,0.9284550061089606,3.820643099172374,-0.06381617352991881,0.9284550061089606,-0.06193353163402901
CALCE_CX2_37.pkl,90,0.927658801692943,3.823278043825718,-0.06775395317398222,0.927658801692943,0.11672683748937815
CALCE_CX2_37.pkl,91,0.927631149596547,3.823759235112013,-0.06829909631257168,0.927631149596547,0.1493536377219081
CALCE_CX2_37.pkl,92,0.9277180720172042,3.8250771408250346,-0.07069929167340694,0.9277180720172042,0.23871320770736681
CALCE_CX2_37.pkl,93,0.9304052802786243,3.823217580890098,-0.06791708885957738,0.9304052802786243,0.11262719525118299
CALCE_CX2_37.pkl,94,0.9308594373293428,3.822614257795769,-0.06799989563466746,0.9308594373293428,0.07171934293758891
CALCE_CX2_37.pkl,95,0.9323114426853694,3.824358308280522,-0.06531747946727468,0.9323114426853694,0.18997332712675458
CALCE_CX2_37.pkl,96,0.9329081892112363,3.8250210195086725,-0.0638232522763902,0.9329081892112363,0.23490794558004904
CALCE_CX2_37.pkl,97,0.9333268482984668,3.8250045610028645,-0.06365807597369916,0.9333268482984668,0.23379198941787846
CALCE_CX2_37.pkl,98,0.9336699764453095,3.8250191378038982,-0.06383803091265754,0.9336699764453095,0.23478035805402003
CALCE_CX2_37.pkl,99,0.934256060038875,3.8230516806892725,-0.06746121845785967,0.934256060038875,0.1013784614003604
CALCE_CX2_37.pkl,100,0.9341749785387575,3.8256564520407412,-0.06144790100511602,0.9341749785387575,0.27799295330055296
