dataset,cell_id,num_observed_cycles,first_cycle,last_cycle,initial_soh,final_soh,first_eol_crossing_cycle,reached_eol_threshold
HUST,HUST_3-3,1649,1,1649,1.0887404747474747,0.8209822272727247,,False
HUST,HUST_3-4,1766,1,1766,1.089378391414146,0.8227421363636359,,False
HUST,HUST_3-5,2657,1,2657,1.1358487398989892,0.8182730833333334,,False
HUST,HUST_3-6,2491,1,2491,1.092667303030303,0.8194536363636343,,False
HUST,HUST_3-7,2479,1,2479,1.0853690404040428,0.8210476666666667,,False
HUST,HUST_3-8,2342,1,2342,1.1127826994949517,0.822321755050507,,False
HUST,HUST_4-1,2217,1,2217,1.0981713282828274,0.8239436212121235,,False
HUST,HUST_4-2,1782,1,1782,1.0839854949494931,0.8113779621212098,,False
HUST,HUST_4-3,1142,1,1142,1.0814182929292908,0.8126090479797969,,False
HUST,HUST_4-4,1491,1,1491,1.0790714217171709,0.8141555252525242,,False
HUST,HUST_4-5,1561,1,1561,1.1014602398989881,0.8153246792929258,,False
HUST,HUST_4-6,1380,1,1380,1.0809428510101005,0.8171232272727262,,False
HUST,HUST_4-7,2216,1,2216,1.1293457449494906,0.8129530303030258,,False
HUST,HUST_4-8,1706,1,1706,1.0887368863636386,0.8137709772727303,,False
HUST,HUST_5-1,2507,1,2507,1.112376815656564,0.8156006237373736,,False
HUST,HUST_5-2,1926,1,1926,1.082340073232323,0.8167560378787878,,False
HUST,HUST_5-3,2689,1,2689,1.110818492424244,0.8180693055555559,,False
HUST,HUST_5-4,1962,1,1962,1.0868983282828244,0.8140093181818158,,False
HUST,HUST_5-5,1583,1,1583,1.0821198712121232,0.8160574015151536,,False
HUST,HUST_5-6,2460,1,2460,1.1107861363636355,0.8169803156565646,,False
HUST,HUST_5-7,1448,1,1448,1.0882451489898983,0.818274848484847,,False
HUST,HUST_6-1,1609,1,1609,1.0827028863636337,0.8154154696969697,,False
HUST,HUST_6-2,1908,1,1908,1.092573378787876,0.8181558383838387,,False
HUST,HUST_6-3,1804,1,1804,1.0920200429292917,0.8183700202020198,,False
HUST,HUST_6-4,1717,1,1717,1.0903940277777757,0.821041830808079,,False
HUST,HUST_6-5,2178,1,2178,1.0986430555555546,0.8219463585858571,,False
HUST,HUST_6-6,2468,1,2468,1.0840855934343432,0.8169802121212153,,False
HUST,HUST_6-8,2450,1,2450,1.116360184343435,0.819777075757576,,False
HUST,HUST_7-1,1690,1,1690,1.0959090808080816,0.8209808888888884,,False
HUST,HUST_7-2,2030,1,2030,1.105717030303034,0.8224916010101021,,False
HUST,HUST_7-3,1295,1,1295,1.0742037398989925,0.8097909671717142,,False
HUST,HUST_7-4,1393,1,1393,1.0773617828282813,0.8118593181818177,,False
HUST,HUST_7-5,1873,3,1875,1.0878063914141394,0.8137873888888869,,False
HUST,HUST_7-6,1419,1,1419,1.0818236818181786,0.8138639116161587,,False
HUST,HUST_7-7,1685,1,1685,1.0830832045454544,0.8153385378787859,,False
HUST,HUST_7-8,1938,1,1938,1.0853241489898977,0.8115353888888837,,False
HUST,HUST_8-1,1308,1,1308,1.0814912626262616,0.8125755631313137,,False
HUST,HUST_8-2,2041,1,2041,1.1055041035353554,0.8144234141414173,,False
HUST,HUST_8-3,2290,1,2290,1.0960729419191926,0.8154218434343424,,False
HUST,HUST_8-4,1885,1,1885,1.0887712929292948,0.817137290404042,,False
HUST,HUST_8-5,1348,1,1348,1.0781515959595958,0.812708194444444,,False
HUST,HUST_8-6,2365,1,2365,1.1247588131313153,0.8139950252525259,,False
HUST,HUST_8-7,2047,1,2047,1.0888099646464673,0.8154919419191929,,False
HUST,HUST_8-8,1679,1,1679,1.0993760479798014,0.8179840277777775,,False
HUST,HUST_9-1,2057,1,2057,1.1082590075757575,0.8182037222222227,,False
HUST,HUST_9-2,2143,1,2143,1.096103727272726,0.8140604848484798,,False
HUST,HUST_9-3,1905,1,1905,1.0993881666666683,0.8154790126262615,,False
HUST,HUST_9-4,1975,1,1975,1.1017111843434337,0.8172272121212123,,False
HUST,HUST_9-5,2168,1,2168,1.0987669217171712,0.8182102247474726,,False
HUST,HUST_9-6,1742,1,1742,1.103989181818182,0.8196413964646461,,False
HUST,HUST_9-7,2012,1,2012,1.0932435934343407,0.815460873737369,,False
HUST,HUST_9-8,2308,1,2308,1.0831192474747482,0.8170471792929298,,False
MATR,MATR_b1c0,1849,1,1849,0.973353818181818,0.8025529181818181,,False
MATR,MATR_b1c1,2158,1,2158,0.9775465454545453,0.8000021090909091,,False
MATR,MATR_b1c11,786,1,786,0.9579805454545454,0.8004941727272727,,False
MATR,MATR_b1c14,878,1,878,0.9736055454545453,0.800059,,False
MATR,MATR_b1c15,717,1,717,0.9646578181818181,0.8027170999999999,,False
MATR,MATR_b1c16,860,1,860,0.9828785454545454,0.8008779727272727,,False
MATR,MATR_b1c17,855,1,855,0.9745927272727272,0.8029517272727271,,False
MATR,MATR_b1c18,688,1,688,0.9692459090909089,0.8010400999999999,,False
MATR,MATR_b1c19,786,1,786,0.9864679090909091,0.8008542909090909,,False
MATR,MATR_b1c2,2235,1,2235,0.9817475454545453,0.8006095909090909,,False
MATR,MATR_b1c20,532,1,532,0.9751181818181817,0.8007135727272727,,False
MATR,MATR_b1c21,557,1,557,0.9840352727272726,0.800150309090909,,False
MATR,MATR_b1c23,1012,1,1012,0.9811758181818182,0.8006041181818181,,False
MATR,MATR_b1c24,1015,1,1015,0.9768504545454545,0.8004236181818181,,False
MATR,MATR_b1c25,852,1,852,0.977485909090909,0.8001817909090909,,False
MATR,MATR_b1c26,868,1,868,0.9887739999999998,0.8009546999999999,,False
MATR,MATR_b1c27,840,1,840,0.9809509999999999,0.8011823363636362,,False
MATR,MATR_b1c28,858,1,858,0.9797704545454545,0.8005293363636363,,False
MATR,MATR_b1c29,915,1,915,0.9813215454545453,0.8003215909090909,,False
MATR,MATR_b1c3,1432,1,1432,0.9815662727272726,0.8001135727272727,,False
MATR,MATR_b1c30,707,1,707,0.9816942727272726,0.8004935181818181,,False
MATR,MATR_b1c31,874,1,874,0.9951265454545454,0.8009020272727273,,False
MATR,MATR_b1c32,729,1,729,0.9798514545454544,0.8007355181818181,,False
MATR,MATR_b1c33,755,1,755,0.9931734545454545,0.8001020818181818,,False
MATR,MATR_b1c34,740,1,740,0.9787430909090907,0.8018676818181818,,False
MATR,MATR_b1c35,701,1,701,0.973405818181818,0.8002180909090908,,False
MATR,MATR_b1c36,702,1,702,0.9798468181818182,0.8021072909090908,,False
MATR,MATR_b1c37,646,1,646,0.9771085454545454,0.8030574454545454,,False
MATR,MATR_b1c38,615,1,615,0.9754102727272725,0.8010085636363636,,False
MATR,MATR_b1c39,623,1,623,0.983433909090909,0.8001006727272727,,False
MATR,MATR_b1c4,1707,1,1707,0.9803788181818182,0.8000367363636363,,False
MATR,MATR_b1c40,964,1,964,0.9848208181818182,0.8005540999999999,,False
MATR,MATR_b1c41,1049,1,1049,0.980874,0.8009651,,False
MATR,MATR_b1c42,700,1,700,0.9817022727272726,0.8003194727272727,,False
MATR,MATR_b1c43,649,1,649,0.9711262727272727,0.8004039545454544,,False
MATR,MATR_b1c44,614,1,614,0.986152909090909,0.8004391727272727,,False
MATR,MATR_b1c45,597,1,597,0.9854143636363636,0.8009473818181818,,False
MATR,MATR_b1c5,1072,1,1072,0.978296909090909,0.800487509090909,,False
MATR,MATR_b1c6,634,1,634,0.9780325454545453,0.8000513636363636,,False
MATR,MATR_b1c7,868,1,868,0.9944221818181816,0.8010054181818181,,False
MATR,MATR_b1c9,1052,1,1052,0.9845219999999999,0.8008439999999999,,False
MATR,MATR_b2c0,325,1,325,0.9727764545454544,0.7513557272727273,299.0,True
MATR,MATR_b2c1,169,1,169,0.9746095454545453,0.751435809090909,147.0,True
MATR,MATR_b2c10,595,1,595,0.9718655454545453,0.7522901636363636,560.0,True
MATR,MATR_b2c11,504,1,504,0.9742769999999998,0.7500819181818181,476.0,True
MATR,MATR_b2c12,489,1,489,0.9738871818181818,0.7510942181818181,456.0,True
MATR,MATR_b2c13,519,1,519,0.9820772727272726,0.7503708363636362,482.0,True
MATR,MATR_b2c14,508,1,508,0.9800621818181817,0.7510918363636363,484.0,True
MATR,MATR_b2c17,524,1,524,0.968769818181818,0.7506430181818181,493.0,True
MATR,MATR_b2c18,522,1,522,0.9671254545454545,0.7500861454545454,486.0,True
MATR,MATR_b2c19,488,1,488,0.9527611818181818,0.750703,460.0,True
MATR,MATR_b2c2,463,1,463,0.9759446363636364,0.750131609090909,437.0,True
MATR,MATR_b2c20,530,1,530,0.9846402727272726,0.7516107272727272,501.0,True
MATR,MATR_b2c21,519,1,519,0.9789817272727271,0.751266209090909,488.0,True
MATR,MATR_b2c22,539,1,539,0.9815663636363635,0.7518125636363636,512.0,True
MATR,MATR_b2c23,561,1,561,0.9768371818181817,0.7507804272727272,526.0,True
MATR,MATR_b2c24,523,1,523,0.9708801818181817,0.7510939,494.0,True
MATR,MATR_b2c25,486,1,486,0.9702430909090908,0.7509148636363636,460.0,True
MATR,MATR_b2c26,497,1,497,0.9787646363636363,0.7507357818181818,470.0,True
MATR,MATR_b2c27,494,1,494,0.9689463636363636,0.7509266818181818,467.0,True
MATR,MATR_b2c28,540,1,540,0.9741363636363636,0.7516299636363636,508.0,True
MATR,MATR_b2c29,521,1,521,0.9750039090909091,0.7517141090909091,497.0,True
MATR,MATR_b2c3,360,1,360,0.9698644545454544,0.7504671272727272,334.0,True
MATR,MATR_b2c30,506,1,506,0.9702547272727271,0.7509818363636364,480.0,True
MATR,MATR_b2c31,518,1,518,0.9757084545454545,0.7511927909090909,491.0,True
MATR,MATR_b2c32,543,1,543,0.9766062727272726,0.7518957999999999,518.0,True
MATR,MATR_b2c33,545,1,545,0.9809563636363635,0.7508300636363636,519.0,True
MATR,MATR_b2c34,525,1,525,0.9716826363636363,0.7517704636363636,498.0,True
MATR,MATR_b2c35,485,1,485,0.9715651818181817,0.7508143545454545,462.0,True
MATR,MATR_b2c36,559,1,559,0.9815736363636363,0.7519610363636363,534.0,True
MATR,MATR_b2c37,501,1,501,0.9771059999999998,0.7514973636363635,477.0,True
MATR,MATR_b2c38,486,1,486,0.9726815454545453,0.7502856545454545,464.0,True
MATR,MATR_b2c39,479,1,479,0.9804193636363636,0.7522000545454545,458.0,True
MATR,MATR_b2c4,470,1,470,0.9753611818181817,0.7506146181818182,443.0,True
MATR,MATR_b2c40,529,1,529,0.9786835454545453,0.7510267636363636,498.0,True
MATR,MATR_b2c41,451,1,451,0.9710953636363636,0.7513990181818181,428.0,True
MATR,MATR_b2c42,491,1,491,0.9800217272727272,0.7509289545454544,465.0,True
MATR,MATR_b2c43,486,1,486,0.9759678181818182,0.7509591909090908,461.0,True
MATR,MATR_b2c44,477,1,477,0.9735336363636362,0.7507566454545455,455.0,True
MATR,MATR_b2c45,513,1,513,0.973156909090909,0.7500358636363635,486.0,True
MATR,MATR_b2c46,448,1,448,0.9751034545454546,0.7519086363636363,428.0,True
MATR,MATR_b2c47,744,1,744,0.9473977272727271,0.7510935727272726,712.0,True
MATR,MATR_b2c5,506,1,506,0.9709229999999999,0.7500895,479.0,True
MATR,MATR_b2c6,544,1,544,0.9715809999999999,0.7505299818181818,510.0,True
MATR,MATR_b3c0,1007,1,1007,0.9704137272727272,0.8003935454545453,,False
MATR,MATR_b3c1,1061,1,1061,0.9682366363636363,0.8002485454545454,,False
MATR,MATR_b3c10,1076,1,1076,0.9652496363636361,0.8005825999999999,,False
MATR,MATR_b3c11,815,1,815,0.9709708181818181,0.8010306181818182,,False
MATR,MATR_b3c12,930,1,930,0.976513909090909,0.8007344363636363,,False
MATR,MATR_b3c13,814,1,814,0.9686890909090908,0.8002233545454545,,False
MATR,MATR_b3c14,856,1,856,0.975186909090909,0.8005967999999999,,False
MATR,MATR_b3c15,874,1,874,0.9712897272727272,0.800527709090909,,False
MATR,MATR_b3c16,1636,1,1636,0.9645536363636363,0.8001352454545454,,False
MATR,MATR_b3c17,1313,1,1313,0.9695012727272727,0.8003942,,False
MATR,MATR_b3c18,1144,1,1144,0.9709306363636362,0.8000354909090909,,False
MATR,MATR_b3c19,1153,1,1153,0.9744770909090907,0.8000670272727272,,False
MATR,MATR_b3c20,811,1,811,0.9682274545454544,0.800538009090909,,False
MATR,MATR_b3c21,770,1,770,0.9707784545454545,0.8001802727272727,,False
MATR,MATR_b3c22,1000,1,1000,0.9602402727272726,0.8008551636363636,,False
MATR,MATR_b3c24,823,1,823,0.9511574545454544,0.8001938727272727,,False
MATR,MATR_b3c25,987,1,987,0.9646638181818181,0.8015183454545454,,False
MATR,MATR_b3c26,1026,1,1026,0.9745623636363636,0.8002141909090909,,False
MATR,MATR_b3c27,848,1,848,0.9640155454545454,0.800022809090909,,False
MATR,MATR_b3c28,539,1,539,0.9562425454545453,0.8000996454545454,,False
MATR,MATR_b3c29,856,1,856,0.9694261818181817,0.8000664272727273,,False
MATR,MATR_b3c3,1113,1,1113,0.9662629090909091,0.8005309636363636,,False
MATR,MATR_b3c30,933,1,933,0.9715811818181818,0.8002256818181818,,False
MATR,MATR_b3c31,729,1,729,0.971073818181818,0.8002851727272727,,False
MATR,MATR_b3c33,1282,1,1282,0.9638836363636364,0.8007250090909089,,False
MATR,MATR_b3c34,1156,1,1156,0.965031818181818,0.8001562181818181,,False
MATR,MATR_b3c35,1091,1,1091,0.9667094545454544,0.8001066909090908,,False
MATR,MATR_b3c36,921,1,921,0.9613897272727272,0.8005476545454545,,False
MATR,MATR_b3c38,1933,1,1933,0.9728611818181817,0.8000041636363636,,False
MATR,MATR_b3c39,1154,1,1154,0.9521850909090909,0.8003929545454546,,False
MATR,MATR_b3c4,1046,1,1046,0.9749786363636364,0.8000133272727271,,False
MATR,MATR_b3c40,794,1,794,0.9630213636363636,0.8006429636363636,,False
MATR,MATR_b3c41,784,1,784,0.955019909090909,0.8005666181818182,,False
MATR,MATR_b3c44,938,1,938,0.9724727272727272,0.8004216181818181,,False
MATR,MATR_b3c45,1799,1,1799,0.9723168181818181,0.8004295818181817,,False
MATR,MATR_b3c5,826,1,826,0.9558641818181817,0.8006083454545454,,False
MATR,MATR_b3c6,665,1,665,0.9660112727272726,0.8004779727272726,,False
MATR,MATR_b3c7,1834,1,1834,0.9704743636363635,0.8003305272727272,,False
MATR,MATR_b3c8,826,1,826,0.967942,0.8008554272727273,,False
MATR,MATR_b3c9,1037,1,1037,0.972256909090909,0.8001012727272726,,False
MATR,MATR_b4c0,982,1,982,0.9462618181818181,0.5335607818181818,856.0,True
MATR,MATR_b4c1,861,1,861,0.9532603636363636,0.5862795181818181,760.0,True
MATR,MATR_b4c10,1082,1,1082,0.965720090909091,0.4057539636363636,872.0,True
MATR,MATR_b4c11,930,1,930,0.9632215454545454,0.708260809090909,863.0,True
MATR,MATR_b4c12,898,1,898,0.9620765454545452,0.6425417545454545,818.0,True
MATR,MATR_b4c13,869,1,869,0.9692220909090907,0.5888787181818181,771.0,True
MATR,MATR_b4c14,767,1,767,0.9644428181818181,0.4507227909090909,607.0,True
MATR,MATR_b4c15,871,1,871,0.9653680909090908,0.3570606727272727,675.0,True
MATR,MATR_b4c16,983,1,983,0.9608135454545454,0.6817360363636363,909.0,True
MATR,MATR_b4c17,930,1,930,0.9454133636363635,0.6294339363636363,827.0,True
MATR,MATR_b4c18,1057,1,1057,0.9554094545454546,0.5599393636363637,906.0,True
MATR,MATR_b4c19,1111,1,1111,0.9547239999999998,0.5839974272727272,991.0,True
MATR,MATR_b4c2,784,1,784,0.9571735454545454,0.7205661363636363,742.0,True
MATR,MATR_b4c20,804,1,804,0.9499221818181817,0.7171081454545454,747.0,True
MATR,MATR_b4c21,903,1,903,0.9593945454545454,0.5105261909090909,773.0,True
MATR,MATR_b4c22,745,1,745,0.9550688181818181,0.605261709090909,671.0,True
MATR,MATR_b4c23,1094,1,1094,0.9530948181818182,0.7200492545454545,1038.0,True
MATR,MATR_b4c24,1115,1,1115,0.9506609999999999,0.5911384363636363,988.0,True
MATR,MATR_b4c25,567,1,567,0.9392684545454545,0.4820561909090908,453.0,True
MATR,MATR_b4c26,579,1,579,0.9423678181818181,0.4820003818181818,476.0,True
MATR,MATR_b4c27,563,1,563,0.9425263636363634,0.6086392818181818,500.0,True
MATR,MATR_b4c28,882,1,882,0.9678836363636364,0.6869258090909091,828.0,True
MATR,MATR_b4c29,956,1,956,0.9690307272727272,0.692103509090909,887.0,True
MATR,MATR_b4c3,911,1,911,0.9520013636363635,0.4695299545454545,777.0,True
MATR,MATR_b4c30,719,1,719,0.9541032727272727,0.6165992636363636,615.0,True
MATR,MATR_b4c31,832,1,832,0.9560879999999999,0.23376573636363635,559.0,True
MATR,MATR_b4c32,839,1,839,0.9589476363636363,0.6330525363636363,754.0,True
MATR,MATR_b4c33,530,1,530,0.9673793636363635,0.7272999909090908,505.0,True
MATR,MATR_b4c34,997,1,997,0.9547636363636364,0.6540081727272727,891.0,True
MATR,MATR_b4c35,1131,1,1131,0.958001,0.7265107181818181,1081.0,True
MATR,MATR_b4c36,713,1,713,0.9629059090909091,0.4823194818181818,599.0,True
MATR,MATR_b4c37,1005,1,1005,0.9483651818181817,0.5425964181818181,863.0,True
MATR,MATR_b4c38,1230,1,1230,0.9613796363636362,0.7537326999999999,1055.0,True
MATR,MATR_b4c39,761,1,761,0.9533142727272726,0.7552901727272727,738.0,True
MATR,MATR_b4c4,912,1,912,0.9457486363636363,0.22817332727272724,656.0,True
MATR,MATR_b4c40,1122,1,1122,0.9623634545454546,0.7623546272727272,871.0,True
MATR,MATR_b4c41,997,1,997,0.9603334545454544,0.3939060727272727,836.0,True
MATR,MATR_b4c42,915,1,915,0.9542047272727271,0.4828867,774.0,True
MATR,MATR_b4c43,951,1,951,0.9468091818181819,0.4127323363636364,750.0,True
MATR,MATR_b4c44,1077,1,1077,0.949113,0.5859904363636363,942.0,True
MATR,MATR_b4c5,1067,1,1067,0.9429119090909089,0.5514941454545453,913.0,True
MATR,MATR_b4c6,777,1,777,0.9422953636363637,0.6705157363636363,706.0,True
MATR,MATR_b4c7,562,1,562,0.956401,0.693585009090909,529.0,True
MATR,MATR_b4c8,718,1,718,0.9539308181818181,0.7236279181818182,677.0,True
MATR,MATR_b4c9,529,1,529,0.9619180909090909,0.5945433272727273,442.0,True
