source_file,cell_id,status,nominal_capacity_ah,raw_cycle_count,valid_cycle_count,curve_cycle_count,missing_curve_count,short_curve_count,long_curve_count,minimum_signal_length,median_signal_length,maximum_signal_length,duplicate_cycle_count,nonfinite_capacity_count,nonmonotonic_curve_count,duplicate_q_count,current_signs,issues
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b1c39.pkl,MATR_b1c39,valid,1.1,623,623,623,0,0,0,855,1058.0,1116,0,0,0,89652,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b1c4.pkl,MATR_b1c4,valid,1.1,1707,1707,1707,0,0,0,754,1049.0,1121,0,0,1,232124,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b1c40.pkl,MATR_b1c40,valid,1.1,964,964,964,0,0,0,823,1100.0,1155,0,0,0,143040,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b1c41.pkl,MATR_b1c41,valid,1.1,1049,1049,1049,0,0,0,763,1068.0,1142,0,0,0,148141,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b1c42.pkl,MATR_b1c42,valid,1.1,700,700,700,0,0,0,844,1072.0,1128,0,0,0,102054,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b1c43.pkl,MATR_b1c43,valid,1.1,649,649,649,0,0,0,824,1070.0,1127,0,0,0,94604,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b1c44.pkl,MATR_b1c44,valid,1.1,614,614,614,0,0,0,735,1055.0,1114,0,0,0,89087,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b1c45.pkl,MATR_b1c45,valid,1.1,597,597,597,0,0,0,746,1050.0,1107,0,0,0,86286,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b1c5.pkl,MATR_b1c5,valid,1.1,1072,1072,1072,0,0,0,923,1046.0,1107,0,0,1,149239,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b1c6.pkl,MATR_b1c6,valid,1.1,634,634,634,0,0,0,915,1052.0,1097,0,0,0,91634,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b1c7.pkl,MATR_b1c7,valid,1.1,868,868,868,0,0,0,914,1059.0,1111,0,0,0,124745,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b1c9.pkl,MATR_b1c9,valid,1.1,1052,1052,1052,0,0,0,936,1065.0,1141,0,0,1,146536,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b2c0.pkl,MATR_b2c0,valid,1.1,325,325,325,0,0,0,1250,1484.0,1654,0,0,0,47127,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b2c1.pkl,MATR_b2c1,valid,1.1,169,169,169,0,0,0,1258,1366.0,1575,0,0,0,23714,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b2c10.pkl,MATR_b2c10,valid,1.1,595,595,595,0,0,0,1152,1290.0,1539,0,0,1,82633,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b2c11.pkl,MATR_b2c11,valid,1.1,504,504,504,0,0,0,1172,1289.5,1555,0,0,1,74170,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b2c12.pkl,MATR_b2c12,valid,1.1,489,489,489,0,0,0,1181,1334.0,1616,0,0,0,68469,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b2c13.pkl,MATR_b2c13,valid,1.1,519,519,519,0,0,0,1234,1446.0,1627,0,0,0,76366,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b2c14.pkl,MATR_b2c14,valid,1.1,508,508,508,0,0,0,1148,1248.0,1501,0,0,0,73536,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b2c17.pkl,MATR_b2c17,valid,1.1,524,524,524,0,0,0,1161,1284.0,1529,0,0,0,76484,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b2c18.pkl,MATR_b2c18,valid,1.1,522,522,522,0,0,0,1201,1399.0,1565,0,0,0,75301,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b2c19.pkl,MATR_b2c19,valid,1.1,488,488,488,0,0,0,1292,1426.0,1513,0,0,0,71647,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b2c2.pkl,MATR_b2c2,valid,1.1,463,463,463,0,0,0,1164,1314.0,1629,0,0,0,68945,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b2c20.pkl,MATR_b2c20,valid,1.1,530,530,530,0,0,0,1141,1230.0,1510,0,0,1,74799,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b2c21.pkl,MATR_b2c21,valid,1.1,519,519,519,0,0,0,1148,1277.0,1542,0,0,0,75524,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b2c22.pkl,MATR_b2c22,valid,1.1,539,539,539,0,0,0,1155,1258.0,1533,0,0,1,77663,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b2c23.pkl,MATR_b2c23,valid,1.1,561,561,561,0,0,0,1252,1306.0,1605,0,0,0,80833,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b2c24.pkl,MATR_b2c24,valid,1.1,523,523,523,0,0,29,965,1184.0,1571,0,0,0,75538,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b2c25.pkl,MATR_b2c25,valid,1.1,486,486,486,0,0,0,971,1192.0,1545,0,0,0,70212,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b2c26.pkl,MATR_b2c26,valid,1.1,497,497,497,0,0,14,978,1192.0,1543,0,0,1,71500,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b2c27.pkl,MATR_b2c27,valid,1.1,494,494,494,0,0,0,453,1274.5,1509,0,0,0,71193,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b2c28.pkl,MATR_b2c28,valid,1.1,540,540,540,0,0,1,1136,1223.0,1724,0,0,1,77807,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b2c29.pkl,MATR_b2c29,valid,1.1,521,521,521,0,0,0,1150,1212.0,1687,0,0,1,75711,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b2c3.pkl,MATR_b2c3,valid,1.1,360,360,360,0,0,7,1305,1579.0,5040,0,0,1,52625,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b2c30.pkl,MATR_b2c30,valid,1.1,506,506,506,0,0,0,1135,1264.0,1515,0,0,0,73784,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b2c31.pkl,MATR_b2c31,valid,1.1,518,518,518,0,0,0,1142,1208.0,1527,0,0,0,72851,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b2c32.pkl,MATR_b2c32,valid,1.1,543,543,543,0,0,0,1148,1209.0,1544,0,0,1,77575,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b2c33.pkl,MATR_b2c33,valid,1.1,545,545,545,0,0,1,1148,1199.0,1625,0,0,0,78115,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b2c34.pkl,MATR_b2c34,valid,1.1,525,525,525,0,0,78,968,1187.0,1551,0,0,0,74420,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b2c35.pkl,MATR_b2c35,valid,1.1,485,485,485,0,0,74,1143,1188.0,1571,0,0,0,69497,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b2c36.pkl,MATR_b2c36,valid,1.1,559,559,559,0,0,0,1155,1263.0,1576,0,0,0,81476,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b2c37.pkl,MATR_b2c37,valid,1.1,501,501,501,0,0,0,1150,1236.0,1586,0,0,1,71717,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b2c38.pkl,MATR_b2c38,valid,1.1,486,486,486,0,0,0,1154,1209.5,1613,0,0,1,69538,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b2c39.pkl,MATR_b2c39,valid,1.1,479,479,479,0,0,34,1149,1197.0,1760,0,0,0,68578,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b2c4.pkl,MATR_b2c4,valid,1.1,470,470,470,0,0,0,1181,1377.5,1617,0,0,1,69531,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b2c40.pkl,MATR_b2c40,valid,1.1,529,529,529,0,0,0,1162,1293.0,2203,0,0,0,86484,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b2c41.pkl,MATR_b2c41,valid,1.1,451,451,451,0,0,0,1229,1481.0,1945,0,0,0,63653,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b2c42.pkl,MATR_b2c42,valid,1.1,491,491,491,0,0,0,1180,1352.0,1639,0,0,1,72256,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b2c43.pkl,MATR_b2c43,valid,1.1,486,486,486,0,0,0,1198,1360.0,1686,0,0,0,70384,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b2c44.pkl,MATR_b2c44,valid,1.1,477,477,477,0,0,0,1200,1377.0,1722,0,0,0,70139,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b2c45.pkl,MATR_b2c45,valid,1.1,513,513,513,0,0,0,1154,1256.0,1551,0,0,0,73718,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b2c46.pkl,MATR_b2c46,valid,1.1,448,448,448,0,0,0,1222,1422.5,1803,0,0,0,64670,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b2c47.pkl,MATR_b2c47,valid,1.1,744,744,744,0,0,0,1193,1465.5,1975,0,0,0,99687,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b2c5.pkl,MATR_b2c5,valid,1.1,506,506,506,0,0,0,1151,1254.5,1531,0,0,0,74042,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b2c6.pkl,MATR_b2c6,valid,1.1,544,544,544,0,0,5,1247,1549.0,2725,0,0,1,76470,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b3c0.pkl,MATR_b3c0,valid,1.1,1007,1007,1007,0,0,42,685,723.0,1020,0,0,0,44983,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b3c1.pkl,MATR_b3c1,valid,1.1,1061,1061,1061,0,0,30,677,713.0,939,0,0,0,47949,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b3c10.pkl,MATR_b3c10,valid,1.1,1076,1076,1076,0,0,62,714,742.5,1048,0,0,0,48473,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b3c11.pkl,MATR_b3c11,valid,1.1,815,815,815,0,0,67,744,759.0,1057,0,0,0,36787,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b3c12.pkl,MATR_b3c12,valid,1.1,930,930,930,0,0,83,736,758.0,1047,0,0,0,40918,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b3c13.pkl,MATR_b3c13,valid,1.1,814,814,814,0,0,50,736,756.0,1042,0,0,0,37477,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b3c14.pkl,MATR_b3c14,valid,1.1,856,856,856,0,0,52,735,763.0,1046,0,0,0,38469,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b3c15.pkl,MATR_b3c15,valid,1.1,874,874,874,0,0,66,739,754.0,1068,0,0,0,39195,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b3c16.pkl,MATR_b3c16,valid,1.1,1636,1636,1636,0,0,81,683,710.0,986,0,0,0,76834,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b3c17.pkl,MATR_b3c17,valid,1.1,1313,1313,1313,0,0,50,662,700.0,945,0,0,0,59851,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b3c18.pkl,MATR_b3c18,valid,1.1,1144,1144,1144,0,0,67,691,721.0,992,0,0,0,52072,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b3c19.pkl,MATR_b3c19,valid,1.1,1153,1153,1153,0,0,55,687,716.0,981,0,0,0,51698,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b3c20.pkl,MATR_b3c20,valid,1.1,811,811,811,0,0,35,704,746.0,1063,0,0,0,36807,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b3c21.pkl,MATR_b3c21,valid,1.1,770,770,770,0,0,0,756,848.0,1208,0,0,0,35612,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b3c22.pkl,MATR_b3c22,valid,1.1,1000,1000,1000,0,0,65,679,705.0,1041,0,0,0,45357,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b3c24.pkl,MATR_b3c24,valid,1.1,823,823,823,0,0,31,690,723.0,3364,0,0,0,38358,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b3c25.pkl,MATR_b3c25,valid,1.1,987,987,987,0,0,29,699,730.0,991,0,0,0,44741,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b3c26.pkl,MATR_b3c26,valid,1.1,1026,1026,1026,0,0,52,713,745.0,1068,0,0,0,46988,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b3c27.pkl,MATR_b3c27,valid,1.1,848,848,848,0,0,45,706,737.0,1015,0,0,1,39273,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b3c28.pkl,MATR_b3c28,valid,1.1,539,539,539,0,0,0,762,831.0,1147,0,0,0,26233,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b3c29.pkl,MATR_b3c29,valid,1.1,856,856,856,0,0,47,725,754.0,1062,0,0,0,39260,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b3c3.pkl,MATR_b3c3,valid,1.1,1113,1113,1113,0,0,49,678,709.0,985,0,0,0,50752,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b3c30.pkl,MATR_b3c30,valid,1.1,933,933,933,0,0,37,699,739.0,1024,0,0,0,41826,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b3c31.pkl,MATR_b3c31,valid,1.1,729,729,729,0,0,33,715,751.0,1015,0,0,0,33153,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b3c33.pkl,MATR_b3c33,valid,1.1,1282,1282,1282,0,0,55,648,688.0,1029,0,0,0,58384,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b3c34.pkl,MATR_b3c34,valid,1.1,1156,1156,1156,0,0,44,651,700.0,942,0,0,0,52027,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b3c35.pkl,MATR_b3c35,valid,1.1,1091,1091,1091,0,0,100,693,719.0,1005,0,0,0,49498,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b3c36.pkl,MATR_b3c36,valid,1.1,921,921,921,0,0,79,685,712.0,1036,0,0,0,41732,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b3c38.pkl,MATR_b3c38,valid,1.1,1933,1933,1933,0,0,108,654,691.0,1050,0,0,0,86996,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b3c39.pkl,MATR_b3c39,valid,1.1,1154,1154,1154,0,0,45,648,682.0,952,0,0,0,51842,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b3c4.pkl,MATR_b3c4,valid,1.1,1046,1046,1046,0,0,49,699,729.0,1007,0,0,0,47125,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b3c40.pkl,MATR_b3c40,valid,1.1,794,794,794,0,0,54,728,747.0,1044,0,0,0,36743,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b3c41.pkl,MATR_b3c41,valid,1.1,784,784,784,0,0,61,717,734.0,1001,0,0,0,35124,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b3c44.pkl,MATR_b3c44,valid,1.1,938,938,938,0,0,42,713,750.5,1027,0,0,0,41631,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b3c45.pkl,MATR_b3c45,valid,1.1,1799,1799,1799,0,0,77,687,715.0,991,0,0,0,84114,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b3c5.pkl,MATR_b3c5,valid,1.1,826,826,826,0,0,39,691,715.0,966,0,0,0,37927,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b3c6.pkl,MATR_b3c6,valid,1.1,665,665,665,0,0,0,751,836.0,1103,0,0,0,31188,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b3c7.pkl,MATR_b3c7,valid,1.1,1834,1834,1834,0,0,74,706,740.0,1041,0,0,1,84102,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b3c8.pkl,MATR_b3c8,valid,1.1,826,826,826,0,0,34,703,743.0,1042,0,0,0,37527,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b3c9.pkl,MATR_b3c9,valid,1.1,1037,1037,1037,0,0,56,712,753.0,1058,0,0,0,46365,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b4c0.pkl,MATR_b4c0,valid,1.1,982,982,982,0,0,174,696,723.0,1235,0,0,0,45760,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b4c1.pkl,MATR_b4c1,valid,1.1,861,861,861,0,0,0,701,744.0,1316,0,0,0,39879,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b4c10.pkl,MATR_b4c10,valid,1.1,1082,1082,1082,0,0,236,723,760.0,1226,0,0,0,50815,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b4c11.pkl,MATR_b4c11,valid,1.1,930,930,930,0,0,115,727,757.0,1119,0,0,0,43180,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b4c12.pkl,MATR_b4c12,valid,1.1,898,898,898,0,0,114,725,756.0,1192,0,0,0,41707,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b4c13.pkl,MATR_b4c13,valid,1.1,869,869,869,0,0,126,739,770.0,1278,0,0,0,40157,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b4c14.pkl,MATR_b4c14,valid,1.1,767,767,767,0,0,0,751,780.0,1414,0,0,0,35421,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b4c15.pkl,MATR_b4c15,valid,1.1,871,871,871,0,0,0,737,774.0,1449,0,0,0,41272,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b4c16.pkl,MATR_b4c16,valid,1.1,983,983,983,0,0,100,684,726.0,1145,0,0,0,44311,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b4c17.pkl,MATR_b4c17,valid,1.1,930,930,930,0,0,144,669,707.0,1163,0,0,0,43298,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b4c18.pkl,MATR_b4c18,valid,1.1,1057,1057,1057,0,0,179,686,717.0,1179,0,0,0,49808,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b4c19.pkl,MATR_b4c19,valid,1.1,1111,1111,1111,0,0,158,658,696.0,1270,0,0,0,50376,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b4c2.pkl,MATR_b4c2,valid,1.1,784,784,784,0,0,73,690,723.0,1159,0,0,0,37273,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b4c20.pkl,MATR_b4c20,valid,1.1,804,804,804,0,0,90,685,720.0,1160,0,0,0,37952,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b4c21.pkl,MATR_b4c21,valid,1.1,903,903,903,0,0,160,720,750.0,1187,0,0,0,41565,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b4c22.pkl,MATR_b4c22,valid,1.1,745,745,745,0,0,111,695,716.0,1376,0,0,0,34188,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b4c23.pkl,MATR_b4c23,valid,1.1,1094,1094,1094,0,0,110,675,704.0,1062,0,0,0,49231,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b4c24.pkl,MATR_b4c24,valid,1.1,1115,1115,1115,0,0,165,676,701.0,1158,0,0,0,51336,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b4c25.pkl,MATR_b4c25,valid,1.1,567,567,567,0,0,112,717,759.0,1385,0,0,0,26342,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b4c26.pkl,MATR_b4c26,valid,1.1,579,579,579,0,0,112,710,730.0,1383,0,0,0,27369,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b4c27.pkl,MATR_b4c27,valid,1.1,563,563,563,0,0,89,723,750.0,1361,0,0,0,26384,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b4c28.pkl,MATR_b4c28,valid,1.1,882,882,882,0,0,92,739,766.0,1178,0,0,0,41050,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b4c29.pkl,MATR_b4c29,valid,1.1,956,956,956,0,0,120,723,747.0,1103,0,0,0,44943,-1,
/home/JunseoPark/바탕화면/battery_gru/data/MATR/MATR_b4c3.pkl,MATR_b4c3,valid,1.1,911,911,911,0,0,140,680,716.0,3733,0,0,0,42846,-1,
