dataset,cell_id,cycle,normalized_life,soh
MATR,MATR_b1c0,129,0.06926406926406926,0.9773876363636363
MATR,MATR_b1c0,130,0.0698051948051948,0.9761430909090909
MATR,MATR_b1c0,131,0.07034632034632035,0.977034909090909
MATR,MATR_b1c0,132,0.07088744588744589,0.9767682727272726
MATR,MATR_b1c0,133,0.07142857142857142,0.9753153636363636
MATR,MATR_b1c0,134,0.07196969696969698,0.975312818181818
MATR,MATR_b1c0,135,0.07251082251082251,0.9768363636363635
MATR,MATR_b1c0,136,0.07305194805194805,0.9757536363636362
MATR,MATR_b1c0,137,0.0735930735930736,0.9770626363636363
MATR,MATR_b1c0,138,0.07413419913419914,0.9770438181818181
MATR,MATR_b1c0,139,0.07467532467532467,0.973667
MATR,MATR_b1c0,140,0.07521645021645022,0.9769694545454544
MATR,MATR_b1c0,141,0.07575757575757576,0.9770179999999999
MATR,MATR_b1c0,142,0.0762987012987013,0.9769914545454546
MATR,MATR_b1c0,143,0.07683982683982683,0.9747259999999999
MATR,MATR_b1c0,144,0.07738095238095238,0.9758134545454544
MATR,MATR_b1c0,145,0.07792207792207792,0.9768535454545454
MATR,MATR_b1c0,146,0.07846320346320346,0.9767157272727272
MATR,MATR_b1c0,147,0.07900432900432901,0.9764435454545455
MATR,MATR_b1c0,148,0.07954545454545454,0.9767410909090909
MATR,MATR_b1c0,149,0.08008658008658008,0.9767072727272726
MATR,MATR_b1c0,150,0.08062770562770563,0.9766902727272727
MATR,MATR_b1c0,151,0.08116883116883117,0.9766151818181817
MATR,MATR_b1c0,152,0.0817099567099567,0.9765732727272726
MATR,MATR_b1c0,153,0.08225108225108226,0.9763344545454544
MATR,MATR_b1c0,154,0.08279220779220779,0.9756505454545453
MATR,MATR_b1c0,155,0.08333333333333333,0.9760746363636363
MATR,MATR_b1c0,156,0.08387445887445888,0.976168
MATR,MATR_b1c0,157,0.08441558441558442,0.9762691818181818
MATR,MATR_b1c0,158,0.08495670995670995,0.9766133636363635
MATR,MATR_b1c0,159,0.0854978354978355,0.9754611818181818
MATR,MATR_b1c0,160,0.08603896103896104,0.975508818181818
MATR,MATR_b1c0,161,0.08658008658008658,0.9741577272727272
MATR,MATR_b1c0,162,0.08712121212121213,0.9740327272727273
MATR,MATR_b1c0,163,0.08766233766233766,0.9715475454545454
MATR,MATR_b1c0,164,0.0882034632034632,0.9706439999999998
MATR,MATR_b1c0,165,0.08874458874458875,0.975
MATR,MATR_b1c0,166,0.08928571428571429,0.9760234545454546
MATR,MATR_b1c0,167,0.08982683982683982,0.9754705454545454
MATR,MATR_b1c0,168,0.09036796536796536,0.9761517272727273
MATR,MATR_b1c0,169,0.09090909090909091,0.976308
MATR,MATR_b1c0,170,0.09145021645021645,0.9740774545454544
MATR,MATR_b1c0,171,0.09199134199134198,0.9739856363636363
MATR,MATR_b1c0,172,0.09253246753246754,0.9727412727272726
MATR,MATR_b1c0,173,0.09307359307359307,0.9672105454545454
MATR,MATR_b1c0,174,0.09361471861471861,0.9707353636363635
MATR,MATR_b1c0,175,0.09415584415584416,0.9741677272727272
MATR,MATR_b1c0,176,0.0946969696969697,0.9719450909090908
MATR,MATR_b1c0,177,0.09523809523809523,0.9741090909090908
MATR,MATR_b1c0,178,0.09577922077922078,0.9729188181818181
MATR,MATR_b1c0,179,0.09632034632034632,0.9740708181818182
MATR,MATR_b1c0,180,0.09686147186147186,0.9761514545454544
MATR,MATR_b1c0,181,0.09740259740259741,0.975888818181818
MATR,MATR_b1c0,182,0.09794372294372294,0.9758293636363635
MATR,MATR_b1c0,183,0.09848484848484848,0.9757417272727272
MATR,MATR_b1c0,184,0.09902597402597403,0.9756943636363636
MATR,MATR_b1c0,185,0.09956709956709957,0.9755840909090909
MATR,MATR_b1c0,186,0.1001082251082251,0.9754027272727271
MATR,MATR_b1c0,187,0.10064935064935066,0.9744853636363636
MATR,MATR_b1c0,188,0.10119047619047619,0.9741910909090908
MATR,MATR_b1c0,189,0.10173160173160173,0.9749731818181818
MATR,MATR_b1c0,190,0.10227272727272728,0.9753307272727271
MATR,MATR_b1c0,191,0.10281385281385282,0.9755417272727271
MATR,MATR_b1c0,192,0.10335497835497835,0.9724041818181817
MATR,MATR_b1c0,193,0.1038961038961039,0.973583
MATR,MATR_b1c0,194,0.10443722943722944,0.9679534545454546
MATR,MATR_b1c0,195,0.10497835497835498,0.970191818181818
MATR,MATR_b1c0,196,0.10551948051948051,0.9720774545454544
MATR,MATR_b1c0,197,0.10606060606060606,0.9676406363636364
MATR,MATR_b1c0,198,0.1066017316017316,0.9720434545454545
MATR,MATR_b1c0,199,0.10714285714285714,0.9754192727272726
MATR,MATR_b1c0,200,0.10768398268398269,0.9745011818181818
MATR,MATR_b1c0,201,0.10822510822510822,0.9758932727272726
MATR,MATR_b1c0,202,0.10876623376623376,0.9737369090909089
MATR,MATR_b1c0,203,0.10930735930735931,0.9753053636363637
MATR,MATR_b1c0,204,0.10984848484848485,0.9714687272727272
MATR,MATR_b1c0,205,0.11038961038961038,0.9747775454545453
MATR,MATR_b1c0,206,0.11093073593073594,0.9747352727272727
MATR,MATR_b1c0,207,0.11147186147186147,0.9755325454545455
MATR,MATR_b1c0,208,0.11201298701298701,0.9753514545454544
MATR,MATR_b1c0,209,0.11255411255411256,0.9753052727272726
MATR,MATR_b1c0,210,0.1130952380952381,0.9752797272727273
MATR,MATR_b1c0,211,0.11363636363636363,0.9752545454545455
MATR,MATR_b1c0,212,0.11417748917748918,0.975154
MATR,MATR_b1c0,213,0.11471861471861472,0.9750682727272726
MATR,MATR_b1c0,214,0.11525974025974026,0.9740829090909091
MATR,MATR_b1c0,215,0.11580086580086581,0.9750265454545454
MATR,MATR_b1c0,216,0.11634199134199134,0.9747783636363635
MATR,MATR_b1c0,217,0.11688311688311688,0.9747511818181818
MATR,MATR_b1c0,218,0.11742424242424243,0.9729997272727272
MATR,MATR_b1c0,219,0.11796536796536797,0.9735458181818181
MATR,MATR_b1c0,220,0.1185064935064935,0.9743224545454545
MATR,MATR_b1c0,221,0.11904761904761904,0.9746199090909089
MATR,MATR_b1c0,222,0.11958874458874459,0.975148909090909
MATR,MATR_b1c0,223,0.12012987012987013,0.9715117272727273
MATR,MATR_b1c0,224,0.12067099567099566,0.9715880909090909
MATR,MATR_b1c0,225,0.12121212121212122,0.9691880909090909
MATR,MATR_b1c0,226,0.12175324675324675,0.9690296363636363
MATR,MATR_b1c0,227,0.12229437229437229,0.9708306363636363
MATR,MATR_b1c0,228,0.12283549783549784,0.9714070909090907
MATR,MATR_b1c0,229,0.12337662337662338,0.9741217272727272
MATR,MATR_b1c0,230,0.12391774891774891,0.9750094545454545
MATR,MATR_b1c0,231,0.12445887445887446,0.9749468181818182
MATR,MATR_b1c0,232,0.125,0.9748196363636363
MATR,MATR_b1c0,233,0.12554112554112554,0.9747999999999998
MATR,MATR_b1c0,234,0.12608225108225107,0.9690668181818181
MATR,MATR_b1c0,235,0.1266233766233766,0.9734317272727272
MATR,MATR_b1c0,236,0.12716450216450217,0.9722880909090909
MATR,MATR_b1c0,237,0.1277056277056277,0.9667323636363636
MATR,MATR_b1c0,238,0.12824675324675325,0.9722183636363636
MATR,MATR_b1c0,239,0.12878787878787878,0.9710474545454546
MATR,MATR_b1c0,240,0.12932900432900432,0.9731973636363636
MATR,MATR_b1c0,241,0.12987012987012986,0.974114909090909
MATR,MATR_b1c0,242,0.13041125541125542,0.9737357272727273
MATR,MATR_b1c0,243,0.13095238095238096,0.9739269090909091
MATR,MATR_b1c0,244,0.1314935064935065,0.9739432727272725
MATR,MATR_b1c0,245,0.13203463203463203,0.9740432727272726
MATR,MATR_b1c0,246,0.13257575757575757,0.9739573636363636
MATR,MATR_b1c0,247,0.1331168831168831,0.9742683636363635
MATR,MATR_b1c0,248,0.13365800865800867,0.9738072727272726
MATR,MATR_b1c0,249,0.1341991341991342,0.9720100909090909
MATR,MATR_b1c0,250,0.13474025974025974,0.9722283636363636
MATR,MATR_b1c0,251,0.13528138528138528,0.9739215454545453
MATR,MATR_b1c0,252,0.13582251082251082,0.9696094545454544
MATR,MATR_b1c0,253,0.13636363636363635,0.9742446363636363
MATR,MATR_b1c0,254,0.13690476190476192,0.970990909090909
MATR,MATR_b1c0,255,0.13744588744588745,0.9565494545454544
MATR,MATR_b1c0,256,0.137987012987013,0.9630997272727272
MATR,MATR_b1c0,257,0.13852813852813853,0.9661109090909089
MATR,MATR_b1c0,258,0.13906926406926406,0.9683827272727271
MATR,MATR_b1c0,259,0.1396103896103896,0.9705176363636363
MATR,MATR_b1c0,260,0.14015151515151514,0.973931909090909
MATR,MATR_b1c0,261,0.1406926406926407,0.9733218181818181
MATR,MATR_b1c0,262,0.14123376623376624,0.9731172727272727
MATR,MATR_b1c0,263,0.14177489177489178,0.9726114545454545
MATR,MATR_b1c0,264,0.1423160173160173,0.9704126363636364
MATR,MATR_b1c0,265,0.14285714285714285,0.9708190909090908
MATR,MATR_b1c0,266,0.14339826839826839,0.9736595454545454
MATR,MATR_b1c0,267,0.14393939393939395,0.9735986363636362
MATR,MATR_b1c0,268,0.1444805194805195,0.9735629999999998
MATR,MATR_b1c0,269,0.14502164502164502,0.9734921818181816
MATR,MATR_b1c0,270,0.14556277056277056,0.9724767272727272
MATR,MATR_b1c0,271,0.1461038961038961,0.9731753636363636
MATR,MATR_b1c0,272,0.14664502164502163,0.9734406363636362
MATR,MATR_b1c0,273,0.1471861471861472,0.9733663636363635
MATR,MATR_b1c0,274,0.14772727272727273,0.9732834545454545
MATR,MATR_b1c0,275,0.14826839826839827,0.9728158181818182
MATR,MATR_b1c0,276,0.1488095238095238,0.972971818181818
MATR,MATR_b1c0,277,0.14935064935064934,0.9726446363636363
MATR,MATR_b1c0,278,0.14989177489177488,0.9726717272727271
MATR,MATR_b1c0,279,0.15043290043290045,0.9719907272727272
MATR,MATR_b1c0,280,0.15097402597402598,0.9696561818181818
MATR,MATR_b1c0,281,0.15151515151515152,0.9693511818181818
MATR,MATR_b1c0,282,0.15205627705627706,0.9683144545454545
MATR,MATR_b1c0,283,0.1525974025974026,0.9719101818181817
MATR,MATR_b1c0,284,0.15313852813852813,0.9713884545454544
MATR,MATR_b1c0,285,0.15367965367965367,0.9735201818181817
MATR,MATR_b1c0,286,0.15422077922077923,0.9717948181818181
MATR,MATR_b1c0,287,0.15476190476190477,0.9723496363636362
MATR,MATR_b1c0,288,0.1553030303030303,0.9725466363636363
MATR,MATR_b1c0,289,0.15584415584415584,0.9728511818181816
MATR,MATR_b1c0,290,0.15638528138528138,0.9727429999999999
MATR,MATR_b1c0,291,0.15692640692640691,0.9725724545454546
MATR,MATR_b1c0,292,0.15746753246753248,0.9678465454545454
MATR,MATR_b1c0,293,0.15800865800865802,0.9706090909090908
MATR,MATR_b1c0,294,0.15854978354978355,0.970033818181818
MATR,MATR_b1c0,295,0.1590909090909091,0.972691909090909
MATR,MATR_b1c0,296,0.15963203463203463,0.9725785454545454
MATR,MATR_b1c0,297,0.16017316017316016,0.9724939999999999
MATR,MATR_b1c0,298,0.16071428571428573,0.9723779090909089
MATR,MATR_b1c0,299,0.16125541125541126,0.9726204545454545
MATR,MATR_b1c0,300,0.1617965367965368,0.9726229999999999
MATR,MATR_b1c0,301,0.16233766233766234,0.9719341818181818
MATR,MATR_b1c0,302,0.16287878787878787,0.9697676363636362
MATR,MATR_b1c0,303,0.1634199134199134,0.9716916363636362
MATR,MATR_b1c0,304,0.16396103896103897,0.9719471818181817
MATR,MATR_b1c0,305,0.1645021645021645,0.9719922727272727
MATR,MATR_b1c0,306,0.16504329004329005,0.9723698181818182
MATR,MATR_b1c0,307,0.16558441558441558,0.9724267272727272
MATR,MATR_b1c0,308,0.16612554112554112,0.9712833636363635
MATR,MATR_b1c0,309,0.16666666666666666,0.9720701818181817
MATR,MATR_b1c0,310,0.1672077922077922,0.9662475454545454
MATR,MATR_b1c0,311,0.16774891774891776,0.9679318181818181
MATR,MATR_b1c0,312,0.1682900432900433,0.9680589999999998
MATR,MATR_b1c0,313,0.16883116883116883,0.9718501818181818
MATR,MATR_b1c0,314,0.16937229437229437,0.9713600909090908
MATR,MATR_b1c0,315,0.1699134199134199,0.9721217272727272
MATR,MATR_b1c0,316,0.17045454545454544,0.9721035454545454
MATR,MATR_b1c0,317,0.170995670995671,0.972097
MATR,MATR_b1c0,318,0.17153679653679654,0.9721386363636362
MATR,MATR_b1c0,319,0.17207792207792208,0.9709062727272727
MATR,MATR_b1c0,320,0.17261904761904762,0.9705271818181817
MATR,MATR_b1c0,321,0.17316017316017315,0.9704081818181818
MATR,MATR_b1c0,322,0.1737012987012987,0.9692469090909092
MATR,MATR_b1c0,323,0.17424242424242425,0.9699945454545453
MATR,MATR_b1c0,324,0.1747835497835498,0.9714489999999999
MATR,MATR_b1c0,325,0.17532467532467533,0.9708901818181817
MATR,MATR_b1c0,326,0.17586580086580086,0.9713544545454545
MATR,MATR_b1c0,327,0.1764069264069264,0.9703095454545454
MATR,MATR_b1c0,328,0.17694805194805194,0.970073909090909
MATR,MATR_b1c0,329,0.1774891774891775,0.9699291818181818
MATR,MATR_b1c0,330,0.17803030303030304,0.9677509999999998
MATR,MATR_b1c0,331,0.17857142857142858,0.9676383636363636
MATR,MATR_b1c0,332,0.1791125541125541,0.9723026363636363
MATR,MATR_b1c0,333,0.17965367965367965,0.9716165454545452
MATR,MATR_b1c0,334,0.18019480519480519,0.9729737272727272
MATR,MATR_b1c0,335,0.18073593073593072,0.9730366363636364
MATR,MATR_b1c0,336,0.1812770562770563,0.9730309999999999
MATR,MATR_b1c0,337,0.18181818181818182,0.9727536363636362
MATR,MATR_b1c0,338,0.18235930735930736,0.9699992727272726
MATR,MATR_b1c0,339,0.1829004329004329,0.9708549090909089
MATR,MATR_b1c0,340,0.18344155844155843,0.9723349999999998
MATR,MATR_b1c0,341,0.18398268398268397,0.9704653636363635
MATR,MATR_b1c0,342,0.18452380952380953,0.9703691818181817
MATR,MATR_b1c0,343,0.18506493506493507,0.9707112727272726
MATR,MATR_b1c0,344,0.1856060606060606,0.9719458181818181
MATR,MATR_b1c0,345,0.18614718614718614,0.9718738181818181
MATR,MATR_b1c0,346,0.18668831168831168,0.9718537272727271
MATR,MATR_b1c0,347,0.18722943722943722,0.9706125454545452
MATR,MATR_b1c0,348,0.18777056277056278,0.968583909090909
MATR,MATR_b1c0,349,0.18831168831168832,0.9697018181818181
MATR,MATR_b1c0,350,0.18885281385281386,0.9684081818181817
MATR,MATR_b1c0,351,0.1893939393939394,0.9702936363636363
MATR,MATR_b1c0,352,0.18993506493506493,0.9711901818181818
MATR,MATR_b1c0,353,0.19047619047619047,0.9718335454545454
MATR,MATR_b1c0,354,0.19101731601731603,0.9706579999999999
MATR,MATR_b1c0,355,0.19155844155844157,0.9643050909090908
MATR,MATR_b1c0,356,0.1920995670995671,0.9704534545454545
MATR,MATR_b1c0,357,0.19264069264069264,0.9682412727272726
MATR,MATR_b1c0,358,0.19318181818181818,0.9681814545454545
MATR,MATR_b1c0,359,0.1937229437229437,0.9707876363636363
MATR,MATR_b1c0,360,0.19426406926406928,0.9712834545454545
MATR,MATR_b1c0,361,0.19480519480519481,0.9711085454545454
MATR,MATR_b1c0,362,0.19534632034632035,0.9716301818181817
MATR,MATR_b1c0,363,0.1958874458874459,0.9720002727272727
MATR,MATR_b1c0,364,0.19642857142857142,0.9719885454545453
MATR,MATR_b1c0,365,0.19696969696969696,0.9717209090909091
MATR,MATR_b1c0,366,0.1975108225108225,0.9715830909090908
MATR,MATR_b1c0,367,0.19805194805194806,0.9714894545454544
MATR,MATR_b1c0,368,0.1985930735930736,0.9677441818181817
MATR,MATR_b1c0,369,0.19913419913419914,0.9706593636363635
MATR,MATR_b1c0,370,0.19967532467532467,0.9705722727272726
MATR,MATR_b1c0,371,0.2002164502164502,0.9705110909090908
MATR,MATR_b1c0,372,0.20075757575757575,0.9705322727272727
MATR,MATR_b1c0,373,0.2012987012987013,0.9708675454545453
MATR,MATR_b1c0,374,0.20183982683982685,0.9686408181818181
MATR,MATR_b1c0,375,0.20238095238095238,0.9684964545454544
MATR,MATR_b1c0,376,0.20292207792207792,0.9663165454545453
MATR,MATR_b1c0,377,0.20346320346320346,0.9631414545454544
MATR,MATR_b1c0,378,0.204004329004329,0.9685151818181817
MATR,MATR_b1c0,379,0.20454545454545456,0.9710171818181818
MATR,MATR_b1c0,380,0.2050865800865801,0.9709124545454545
MATR,MATR_b1c0,381,0.20562770562770563,0.9708291818181818
MATR,MATR_b1c0,382,0.20616883116883117,0.9702803636363635
MATR,MATR_b1c0,383,0.2067099567099567,0.970385909090909
MATR,MATR_b1c0,384,0.20725108225108224,0.9705452727272726
MATR,MATR_b1c0,385,0.2077922077922078,0.9710558181818181
MATR,MATR_b1c0,386,0.20833333333333334,0.9698076363636363
MATR,MATR_b1c0,387,0.20887445887445888,0.9544651818181817
MATR,MATR_b1c0,388,0.20941558441558442,0.9534380909090908
MATR,MATR_b1c0,389,0.20995670995670995,0.9463492727272727
MATR,MATR_b1c0,390,0.2104978354978355,0.9588481818181817
MATR,MATR_b1c0,391,0.21103896103896103,0.9694034545454545
MATR,MATR_b1c0,392,0.2115800865800866,0.9669769999999999
MATR,MATR_b1c0,393,0.21212121212121213,0.9692138181818181
MATR,MATR_b1c0,394,0.21266233766233766,0.9703990909090908
MATR,MATR_b1c0,395,0.2132034632034632,0.9666261818181817
MATR,MATR_b1c0,396,0.21374458874458874,0.9679542727272725
MATR,MATR_b1c0,397,0.21428571428571427,0.9683932727272727
MATR,MATR_b1c0,398,0.21482683982683984,0.9669802727272727
MATR,MATR_b1c0,399,0.21536796536796537,0.9689934545454545
MATR,MATR_b1c0,400,0.2159090909090909,0.9654475454545454
MATR,MATR_b1c0,401,0.21645021645021645,0.9631417272727271
MATR,MATR_b1c0,402,0.21699134199134198,0.9618872727272727
MATR,MATR_b1c0,403,0.21753246753246752,0.9499641818181818
MATR,MATR_b1c0,404,0.21807359307359309,0.9644413636363635
MATR,MATR_b1c0,405,0.21861471861471862,0.9589384545454545
MATR,MATR_b1c0,406,0.21915584415584416,0.9478722727272727
MATR,MATR_b1c0,407,0.2196969696969697,0.9699622727272725
MATR,MATR_b1c0,408,0.22023809523809523,0.9687908181818181
MATR,MATR_b1c0,409,0.22077922077922077,0.968795
MATR,MATR_b1c0,410,0.22132034632034633,0.9695802727272725
MATR,MATR_b1c0,411,0.22186147186147187,0.9663108181818181
MATR,MATR_b1c0,412,0.2224025974025974,0.959653818181818
MATR,MATR_b1c0,413,0.22294372294372294,0.9699676363636364
MATR,MATR_b1c0,414,0.22348484848484848,0.9678059090909091
MATR,MATR_b1c0,415,0.22402597402597402,0.949047818181818
MATR,MATR_b1c0,416,0.22456709956709955,0.9600365454545453
MATR,MATR_b1c0,417,0.22510822510822512,0.9699157272727272
MATR,MATR_b1c0,418,0.22564935064935066,0.9693484545454545
MATR,MATR_b1c0,419,0.2261904761904762,0.9697755454545453
MATR,MATR_b1c0,420,0.22673160173160173,0.969213909090909
MATR,MATR_b1c0,421,0.22727272727272727,0.9670981818181819
MATR,MATR_b1c0,422,0.2278138528138528,0.9670934545454544
MATR,MATR_b1c0,423,0.22835497835497837,0.9681164545454544
MATR,MATR_b1c0,424,0.2288961038961039,0.9668471818181819
MATR,MATR_b1c0,425,0.22943722943722944,0.9678561818181817
