dataset,normalized_life,mean,q10,q25,median,q75,q90,num_cells
HUST,0.605,0.9982981704046953,0.9859718712929275,0.9921008923863636,0.9991003602398985,1.0056748992045434,1.0093936355050495,77
HUST,0.61,0.9968166049183386,0.9842627643333315,0.9907965089393892,0.9979629693434331,1.0038562596717158,1.007912739272728,77
HUST,0.615,0.9953194806147505,0.9832459265303014,0.9888873321464654,0.9965592443181811,1.0022900162626247,1.0062629923434345,77
HUST,0.62,0.9938888659123699,0.9815233678989885,0.9876152085353539,0.9955049497474735,1.0010728772727226,1.0048409586868683,77
HUST,0.625,0.9923528259912432,0.9796219203282815,0.9859449592803032,0.9935746751893927,0.999635630997473,1.0038144409090903,77
HUST,0.63,0.9908399824734347,0.978571095777776,0.9842892427272728,0.9927503290404027,0.9980315176767618,1.0018216138686866,77
HUST,0.635,0.9892690813182141,0.9764505276414127,0.9828818588636311,0.9908721419191907,0.9962147146464582,1.000346161323232,77
HUST,0.64,0.987691829783549,0.9751288557373721,0.9813220889898938,0.9893016127272711,0.9945864494949446,0.9988569505454558,77
HUST,0.645,0.9861377905904819,0.9734149544090896,0.9792014342424187,0.9874740868939378,0.9934650813888889,0.9974052432373735,77
HUST,0.65,0.9845167466761768,0.9717508123737362,0.9776335323232338,0.9860720808080808,0.9915863728535356,0.9959407515909091,77
HUST,0.655,0.9828526919200116,0.9704651627929277,0.9762639414141422,0.9843653995328263,0.9900349292045435,0.9946635740025267,77
HUST,0.66,0.9811342026971,0.9684962369494934,0.9748689966666675,0.9827996464646457,0.9882714681818168,0.9930680175757588,77
HUST,0.665,0.9794980906988712,0.9667863974797963,0.9731967333080812,0.981471894444444,0.9866427146590897,0.9913775467727274,77
HUST,0.67,0.9777656118296589,0.9649772935555537,0.9718491653535355,0.9790918004040393,0.9850942146969689,0.9895833243080786,77
HUST,0.675,0.975967565920569,0.9630136775000012,0.9698347768308083,0.9778182744949477,0.9833568545454567,0.9875923186111111,77
HUST,0.68,0.9742558002807287,0.9612885736565644,0.9684289541414142,0.9758537653535324,0.9807624428282807,0.9860614628080797,77
HUST,0.685,0.9724143480635897,0.95929892059596,0.9664903381565654,0.9743246535353507,0.9790886683207057,0.9843524167626264,77
HUST,0.6900000000000001,0.9706201543552397,0.957643482727273,0.9642857231818185,0.972166128030303,0.9773740334848455,0.9827200533787888,77
HUST,0.6950000000000001,0.968776261256886,0.9556982476212126,0.9626304214520205,0.970536586590908,0.9754585132701987,0.980871598156567,77
HUST,0.7000000000000001,0.9668662967598053,0.9535774133333339,0.9607945770202013,0.9683107636363627,0.9734164863636335,0.979403476767676,77
HUST,0.705,0.9649417681204897,0.9513654867878791,0.9587204162626257,0.9665883066161609,0.9717122066540401,0.9776351030681827,77
HUST,0.71,0.9629758664967848,0.9496576414848503,0.956937634646465,0.9644656326767672,0.969574677020199,0.975658201848486,77
HUST,0.715,0.961047910866784,0.9474128796969712,0.9548497722979802,0.9628915856565646,0.9679568948106025,0.9738585782272737,77
HUST,0.72,0.9590498458389074,0.9457880790101019,0.9526040319191931,0.9605546858585844,0.9652179417171709,0.9718341898787874,77
HUST,0.725,0.9569230220607037,0.943677746464647,0.9502757051767684,0.958886507449494,0.9628275728535348,0.969719251994949,77
HUST,0.73,0.954896134258821,0.9415827811010116,0.948546454949495,0.9565607573232331,0.960802535858585,0.9679917830707067,77
HUST,0.735,0.9528587246889337,0.9395428343131326,0.9462181012626248,0.9539417272727291,0.9585817337878776,0.9661651482727265,77
HUST,0.74,0.9507268476898848,0.9375078796161623,0.9439296967171644,0.9522518062626275,0.9564052744949487,0.9644084342424235,77
HUST,0.745,0.9486224165217096,0.9352924308888896,0.9416834743686884,0.949766164242422,0.9551317070454517,0.9621957364797976,77
HUST,0.75,0.9463546184327031,0.9333768512626255,0.9395426294191926,0.9468821571969702,0.9519060827020218,0.9597975265151499,77
HUST,0.755,0.94420597493572,0.9311708175252527,0.9377162639520208,0.9447986518686875,0.9502508592045439,0.9574920749090897,77
HUST,0.76,0.9419974039433285,0.9289556170100974,0.9358079146464634,0.9425814506060612,0.9477540283838397,0.9553585927272715,77
HUST,0.765,0.9396987260902853,0.9267793208383803,0.9327671591540411,0.9403696685353535,0.9454212645707087,0.9535227711616154,77
HUST,0.77,0.937477502418666,0.9245564775302987,0.9309663716161604,0.93837277381313,0.9438256367424216,0.9512176485959591,77
HUST,0.775,0.9351981631559089,0.9221112451767649,0.9282601464646496,0.9353713213383837,0.9412495206439369,0.949022745075757,77
HUST,0.78,0.9329345275751006,0.9197198277373714,0.9260389846464677,0.9330995044949495,0.9389053418686886,0.9469440413131305,77
HUST,0.785,0.9304870690763143,0.9170138557929278,0.9238514733333363,0.9310876579292926,0.9363175670454511,0.9444607929848485,77
HUST,0.79,0.9281812583936764,0.9144482053636341,0.9215722935353562,0.9284080535101009,0.9342822966666673,0.9424065744646455,77
HUST,0.795,0.9258341571994281,0.9124880919747448,0.9193959991666694,0.9261381167929277,0.9320618830934357,0.9400593408207063,77
HUST,0.8,0.9234778481240971,0.9103222987878785,0.9171513398989929,0.9235780373737353,0.9298389646464663,0.9378338401010087,77
HUST,0.805,0.9209786477069379,0.9072310355707018,0.9149102043939419,0.921036871994947,0.9272771618055569,0.9354711925303013,77
HUST,0.81,0.9185831770457816,0.9049058233737344,0.912467479898992,0.9187086261363635,0.924916012373737,0.9328346092727269,77
HUST,0.8150000000000001,0.9161176526182269,0.9026338836666645,0.9104648984595985,0.9161297154292904,0.9225934754671731,0.930292100608585,77
HUST,0.8200000000000001,0.9136506724006282,0.9003950254040387,0.9076298159595925,0.9138401654545426,0.9200754980303044,0.9276071879393935,77
HUST,0.8250000000000001,0.9111681839220113,0.8979152243560594,0.9048395021464617,0.9109200292929296,0.917625373674244,0.9247898177777762,77
HUST,0.8300000000000001,0.908674555252852,0.895551924691918,0.9020658156565597,0.9086529964141412,0.9154051111111124,0.9220717378030296,77
HUST,0.835,0.9061711339716965,0.8936254805050485,0.8996550818813103,0.9059524428661614,0.9130289178535368,0.9192633509873729,77
HUST,0.84,0.9036975223101131,0.891146716121212,0.8967901237373678,0.903750936363637,0.9098907030303036,0.9164332241010089,77
HUST,0.845,0.901100431190475,0.8886742236313115,0.8942929791161587,0.90108438314394,0.907225671452019,0.9137435100025247,77
HUST,0.85,0.8984236637363888,0.8863135323232308,0.8914919633838327,0.8988977891414152,0.9048331887626276,0.9107034616919177,77
HUST,0.855,0.8958454368590115,0.8839943045808065,0.8887639010858579,0.8966693739267685,0.9017650207070692,0.9079390834116147,77
HUST,0.86,0.8933171500996973,0.8814880185454537,0.8865744425757566,0.8939302181818181,0.8990342350505037,0.9054661978787872,77
HUST,0.865,0.890654710762986,0.8791431751010083,0.8839647621717177,0.8911679313131254,0.8973535079292883,0.902344550424241,77
HUST,0.87,0.888059684777318,0.8768167175151517,0.8811877301010105,0.8883498414141394,0.8937768428535343,0.8996206432727265,77
HUST,0.875,0.8854147994514947,0.8744521295454528,0.8784040681818188,0.885567247474746,0.8913781941287867,0.8969293166666659,77
HUST,0.88,0.8826719211727659,0.8720561054747463,0.8756986757575737,0.882834212626257,0.8882220707070698,0.8938177090707077,77
HUST,0.885,0.8800515526190468,0.8695545843813115,0.8729171298737355,0.8799749578030297,0.8856395188510087,0.8916681211414147,77
HUST,0.89,0.8773361272756783,0.8671461506818162,0.8701407984595942,0.8774928091666658,0.8826611376010092,0.8886629990707076,77
HUST,0.895,0.8746548516414131,0.8648912931666664,0.8676393413257547,0.8748956554545477,0.8799088796969681,0.884880406737372,77
HUST,0.9,0.8720215187229426,0.8625338930303024,0.865990207070704,0.8724155083333301,0.8771082696969682,0.8826843664646469,77
HUST,0.905,0.869360550232355,0.8601852545757573,0.862884284722221,0.8693101483838397,0.8743495225252476,0.8799593122828285,77
HUST,0.91,0.8666247041446927,0.8575572923535345,0.8603813079545424,0.8666487292929259,0.871614003914143,0.8764640880909087,77
HUST,0.915,0.8638921890649995,0.8551745724949491,0.8575777849747445,0.8638064803030321,0.8682747641919181,0.8734706488333328,77
HUST,0.92,0.8611969572648556,0.8529075526262601,0.8551752576767647,0.8609640122222233,0.8653957902020152,0.8702884638181821,77
HUST,0.925,0.8584436599312925,0.8506959635101012,0.8526478561868661,0.8581403116792934,0.8624509434343421,0.8674233388257575,77
HUST,0.93,0.8557206543007995,0.8484725604292894,0.8501658105050498,0.8552608896969687,0.8595330760606048,0.8644884624444459,77
HUST,0.935,0.8529797235338769,0.8457729494797981,0.847740360101012,0.8524008224242406,0.8571472517171704,0.8615411221237382,77
HUST,0.9400000000000001,0.8502037496110446,0.8434312011313115,0.8451824956565658,0.8498591069696955,0.8538441744444444,0.8586256703535361,77
HUST,0.9450000000000001,0.8474350418499926,0.8408115362626231,0.8427498605555555,0.8469887196969663,0.851078263333332,0.8557078669040409,77
HUST,0.9500000000000001,0.8446664095106903,0.8382373889393908,0.8407158176767671,0.844206262626259,0.847881417171716,0.8521922527525251,77
HUST,0.9550000000000001,0.8419187855981887,0.8357755801919196,0.8380877415151508,0.8414230880681821,0.8447672173737362,0.8500682170909073,77
HUST,0.96,0.8391741406231131,0.8332002029494964,0.8357209027272721,0.8386214129292915,0.8420720353535341,0.8470688422424243,77
HUST,0.965,0.836332514659418,0.8307554484545463,0.8329932898106038,0.83586572323232,0.8393742016666671,0.843591877454544,77
HUST,0.97,0.8336203654191251,0.828614683717173,0.8303332594949498,0.8331699440656566,0.8360256963636361,0.8404953613131293,77
HUST,0.975,0.8307116670487334,0.8259714631818192,0.8279281450757606,0.8299604690656562,0.8329456224116146,0.8365923968686853,77
HUST,0.98,0.8279646275219722,0.8233442247070696,0.8251260396969718,0.8275331466666614,0.8301041839393923,0.8340446792525256,77
HUST,0.985,0.8251360709774684,0.8205956165606038,0.822442204040403,0.8247648113131286,0.827238505176769,0.8305784689090915,77
HUST,0.99,0.8223180536616154,0.8181358307979782,0.8197854825757548,0.8219703684343438,0.8243590916666667,0.8270596321212124,77
HUST,0.995,0.8194795882472439,0.8157404253434319,0.8170131894949468,0.8191759646464606,0.8214600214015153,0.8235746767828279,77
HUST,1.0,0.8167755042962078,0.8128229075757509,0.8142400934343433,0.8167989520202005,0.818444143939393,0.8210441651515141,77
MATR,0.0,0.9688185336202261,0.9526459636363637,0.9613897272727272,0.9709306363636362,0.9768504545454545,0.9815977636363635,169
MATR,0.005,0.9710115905944053,0.954207078181818,0.9633933072727271,0.9730882963636363,0.979282389090909,0.984259091090909,169
MATR,0.01,0.97157029514255,0.954645549090909,0.9639962036363636,0.9734247599999999,0.9796913436363636,0.9848028847272726,169
MATR,0.015,0.9717971105002686,0.9547978563636363,0.9641497604545455,0.9737429781818181,0.980397893181818,0.985343572181818,169
MATR,0.02,0.971919514007531,0.9548846799999999,0.9644808563636362,0.9737958272727272,0.9805229363636363,0.9855056719999999,169
MATR,0.025,0.9721172051640662,0.9550523545454545,0.9639563999999998,0.9740928545454545,0.9810740681818182,0.9858011909090907,169
MATR,0.03,0.972195051796665,0.9550005854545454,0.9641306545454544,0.9741223454545453,0.9810148072727272,0.9860437185454544,169
MATR,0.035,0.9721970364443246,0.9550606843636364,0.9642021022727272,0.9740082981818181,0.9812791872727272,0.9862039169090908,169
MATR,0.04,0.9721527160408818,0.955001485090909,0.9640120836363635,0.9738905454545455,0.9813510763636362,0.9861696305454544,169
MATR,0.045,0.9720787445481435,0.9549766554545454,0.9642852995454545,0.9739575309090909,0.9813850404545453,0.9862642043636363,169
MATR,0.05,0.9720617642280793,0.9547715436363636,0.9642632181818181,0.9737609272727272,0.9813249363636362,0.9861210545454545,169
MATR,0.055,0.9720152716541149,0.9546742164545453,0.9641739545454544,0.9736855386363635,0.9814828422727272,0.9860572021818181,169
MATR,0.06,0.9719732307799888,0.9545965029090908,0.9642356145454545,0.9736930472727271,0.9816862854545454,0.9858686901818181,169
MATR,0.065,0.9718586864685316,0.9545469994545454,0.9640800618181816,0.9736985190909091,0.981493854090909,0.9858205044545454,169
MATR,0.07,0.9717981279558897,0.9544624683636361,0.9639768,0.97349312,0.981190799090909,0.985865,169
MATR,0.075,0.9717025234534699,0.9543194513636363,0.9637625636363636,0.9734331136363635,0.9813428727272726,0.9859975354545454,169
MATR,0.08,0.9715924861108125,0.9542708174545455,0.9636537272727271,0.9733430727272726,0.9815442618181817,0.9856445694545453,169
MATR,0.085,0.9714594172350727,0.9540350723636364,0.9631540472727272,0.9731383999999998,0.981492429090909,0.9855087959090908,169
