cell_id,cut_cycle,future_cycle,horizon,voltage_mae,voltage_rmse,voltage_nll,voltage_crps,target_endpoint_q,predicted_endpoint_q,endpoint_std_q
MATR_b1c14,100,114,14,0.02187529698158931,0.03898094827379134,-2.417743803267257,0.015162088332231217,0.9779846668243408,0.9556947946548462,0.004795288201421499
MATR_b1c14,100,115,15,0.021734788579848206,0.038623804519019804,-2.4343456132302648,0.015031135185867468,0.9779589772224426,0.9556962847709656,0.004795814398676157
MATR_b1c14,100,116,16,0.021627474757074154,0.038136258431037226,-2.420969831532508,0.01496732405415714,0.9779308438301086,0.955696165561676,0.004796258639544249
MATR_b1c14,100,117,17,0.021612641880813153,0.03764630922132572,-2.389045305363844,0.01497058393122839,0.9779189229011536,0.9556987285614014,0.004796578548848629
MATR_b1c14,100,118,18,0.021481979240491552,0.03741483975302037,-2.406359165221891,0.01486013042269246,0.9778993725776672,0.95569908618927,0.004796869121491909
MATR_b1c14,100,119,19,0.021424474068058346,0.03686257680105122,-2.3810271585403737,0.014837074218676232,0.9778611063957214,0.9556968808174133,0.004797265864908695
MATR_b1c14,100,120,20,0.021350108304070036,0.03657816775518664,-2.3764118554155114,0.014781071305582335,0.9778395891189575,0.9557003378868103,0.004797535948455334
MATR_b1c14,100,121,21,0.02117714141179057,0.036097089818441425,-2.3840762433103766,0.014659142732085096,0.9777913689613342,0.9556999206542969,0.004798032809048891
MATR_b1c14,100,122,22,0.02113764957316871,0.035442691593404456,-2.331474747484654,0.014691270470898035,0.9777564406394958,0.9557014107704163,0.00479836855083704
MATR_b1c14,100,123,23,0.021037360996875948,0.035056806149261856,-2.3294000436080857,0.014624828165271475,0.9777339100837708,0.9556967616081238,0.00479869544506073
MATR_b1c14,100,124,24,0.020874252597105156,0.035247777715964365,-2.393538479212054,0.014443335828506773,0.9777747392654419,0.955702006816864,0.004798716399818659
MATR_b1c14,100,125,25,0.020847983730649486,0.03496151136144887,-2.374934076148664,0.014443663888567434,0.9777340888977051,0.9557010531425476,0.004799142014235258
MATR_b1c14,100,126,26,0.02077246985389191,0.0345264628416498,-2.3590845313062263,0.014406726321528437,0.9777044653892517,0.9557009935379028,0.0047996761277318
MATR_b1c14,100,127,27,0.020651960835873503,0.03400987109150212,-2.343531771693255,0.014350583847385122,0.9776702523231506,0.9557026624679565,0.004799521528184414
MATR_b1c14,100,128,28,0.020561688154646495,0.03378851537554865,-2.3527616308978425,0.014272079348029426,0.9776192903518677,0.95570307970047,0.004799900576472282
MATR_b1c14,100,129,29,0.020495476074589108,0.03343683337145848,-2.335413380676222,0.014254918292705329,0.9776171445846558,0.9557031393051147,0.0048004272393882275
MATR_b1c14,100,130,30,0.02039126748020209,0.033028278662404265,-2.3239873238794835,0.014207349180666752,0.9775508046150208,0.9557052850723267,0.004800532478839159
MATR_b1c14,100,131,31,0.02042029204877835,0.0329716644115348,-2.318230534467271,0.014210649758407504,0.9775585532188416,0.9557009935379028,0.004800722934305668
MATR_b1c14,100,132,32,0.02030206421046581,0.03250041514283041,-2.3031958380196214,0.014165545850269455,0.9775202870368958,0.9557030200958252,0.0048010507598519325
MATR_b1c14,100,133,33,0.02010674846982493,0.032001535783836896,-2.307676160538235,0.014055745241414284,0.977494478225708,0.955702006816864,0.004801294766366482
MATR_b1c14,100,134,34,0.020031998458417875,0.03183709271763126,-2.3147395940051116,0.013992098169575211,0.9774985909461975,0.9557062387466431,0.004801614675670862
MATR_b1c14,100,135,35,0.019923075888920755,0.031548587722595355,-2.314627493230384,0.013938061920143777,0.9774559140205383,0.9557041525840759,0.0048016635701060295
MATR_b1c14,100,136,36,0.019934024625611536,0.03148798586728196,-2.300635938012361,0.013961086999628789,0.977430522441864,0.9557073712348938,0.004801865201443434
MATR_b1c14,100,137,37,0.01970448077303692,0.031070927354419464,-2.3258933308296723,0.01380088994990907,0.9774342179298401,0.9557041525840759,0.004802094306796789
MATR_b1c14,100,138,38,0.019687897950700185,0.03096678531885539,-2.3183175655496284,0.013800190592365239,0.9773672223091125,0.9557051658630371,0.0048022037371993065
MATR_b1c14,100,139,39,0.01962815094920038,0.03066725262485514,-2.3013438134035957,0.013787975164217902,0.9773479104042053,0.955704927444458,0.004802569281309843
MATR_b1c14,100,140,40,0.01963044601736717,0.03045701531108792,-2.280037420924285,0.013813760573694376,0.9773007035255432,0.9557024240493774,0.004802573472261429
MATR_b1c14,100,141,41,0.019571683939220836,0.030100208973136713,-2.2479867074114406,0.013838548050689506,0.9772751331329346,0.9557048082351685,0.0048029450699687
MATR_b1c14,100,142,42,0.019463563428341765,0.029769780602174688,-2.236379110381529,0.013814280256977335,0.9772368669509888,0.955707848072052,0.0048027620650827885
MATR_b1c14,100,143,43,0.01940877923687685,0.029606230959233582,-2.238750624783128,0.013774089387975544,0.9771857857704163,0.9557051658630371,0.004802947398275137
MATR_b1c14,100,144,44,0.019367788601847527,0.029531373003344602,-2.2271350795152105,0.013782024463590854,0.9771817922592163,0.955702006816864,0.004803214687854052
MATR_b1c14,100,145,45,0.019282014624586383,0.029351046867742495,-2.2261957154341574,0.0137459696519697,0.9771313071250916,0.9557039141654968,0.004803395830094814
MATR_b1c14,100,146,46,0.019201438403824,0.028982082733600915,-2.2002492746444533,0.013757086322832809,0.9770936369895935,0.9557026624679565,0.004803292918950319
MATR_b1c14,100,147,47,0.019179831430749986,0.02896499800826443,-2.1963092929952115,0.013757388798065333,0.9770765900611877,0.9556995630264282,0.004803651012480259
MATR_b1c14,100,148,48,0.0191358767666863,0.028793550668376407,-2.171867441071618,0.013790180332863331,0.9770123362541199,0.9556992053985596,0.0048037185333669186
MATR_b1c14,100,149,49,0.019080822907605217,0.028622831772376515,-2.1587315783523695,0.013794486551646069,0.9769737720489502,0.9556958079338074,0.00480412133038044
MATR_b1c14,100,150,50,0.019021864076262537,0.02849242408919561,-2.1472483695266713,0.01379579148448686,0.9769336581230164,0.9556995034217834,0.004804033786058426
MATR_b1c14,100,151,51,0.0189728297076179,0.02854772194726058,-2.158115338232062,0.0137565030592365,0.9768860936164856,0.9556955099105835,0.004804123193025589
MATR_b1c14,100,152,52,0.01887261404574496,0.028512642390075147,-2.204086196440133,0.013603446967407005,0.9768856763839722,0.9556998610496521,0.00480396393686533
MATR_b1c14,100,153,53,0.018823945406571174,0.028400282542067088,-2.161227942608262,0.013698588467445554,0.9768804907798767,0.9556938409805298,0.00480420608073473
MATR_b1c14,100,154,54,0.018823916472277595,0.02827746634249267,-2.1348609082036445,0.013745811837755941,0.9767963290214539,0.9556912183761597,0.004804498516023159
MATR_b1c14,100,155,55,0.018788175675475482,0.028357418399570865,-2.130700959771349,0.01375903766376619,0.9767745137214661,0.9556926488876343,0.004804495722055435
MATR_b1c14,100,156,56,0.01872009096793758,0.02825926695411087,-2.1271989151335524,0.013744318322351592,0.9767346978187561,0.9556856155395508,0.004804657306522131
MATR_b1c14,100,157,57,0.01870658328232256,0.028372082374642622,-2.1197446606113117,0.0137689571032915,0.9767011404037476,0.9556850790977478,0.0048048305325210094
MATR_b1c14,100,158,58,0.018665988468429418,0.028356225080118064,-2.089714685303987,0.013817367390994739,0.9766579270362854,0.9556873440742493,0.004804625641554594
MATR_b1c14,100,159,59,0.01862343885366199,0.02830129097474675,-2.1022914092445655,0.01376025916501874,0.9766232371330261,0.9556804299354553,0.0048047746531665325
MATR_b1c14,100,160,60,0.018648873255090806,0.028504448547866296,-2.112338938350668,0.013770444072595556,0.9766055941581726,0.9556779861450195,0.004805331118404865
MATR_b1c14,100,161,61,0.018515378526113565,0.028378724227905553,-2.1270650880813298,0.013704327230460936,0.9765814542770386,0.9556729793548584,0.004805277567356825
MATR_b1c14,100,162,62,0.018466231892409833,0.028287822036747446,-2.101023903458073,0.013754704144793772,0.9765262603759766,0.9556706547737122,0.004805210046470165
MATR_b1c14,100,163,63,0.018436637896935917,0.028235317236513312,-2.072829751127056,0.013817841780068561,0.9764065146446228,0.9556701183319092,0.004805377218872309
MATR_b1c14,100,164,64,0.018561322712203832,0.028531526230199118,-2.045362338649083,0.0139298066503262,0.9764311909675598,0.955666720867157,0.004805498290807009
MATR_b1c14,100,165,65,0.018564996210116785,0.028455996733706905,-2.028231086690902,0.01395898028710344,0.9764311909675598,0.9556566476821899,0.004805878736078739
MATR_b1c14,100,166,66,0.018459961252305115,0.02823657128541855,-2.0270812378131766,0.013926670034703922,0.9764286279678345,0.9556547403335571,0.004805913195014
MATR_b1c14,100,167,67,0.01841521726071256,0.028113319469692137,-2.0276499637235057,0.013904449341793948,0.9763841032981873,0.9556527733802795,0.004805905744433403
MATR_b1c14,100,168,68,0.018495687003274565,0.028205463433210645,-1.9962977696088182,0.01400405647667473,0.9763252139091492,0.9556458592414856,0.0048059383407235146
MATR_b1c14,100,169,69,0.018523090094038585,0.02821761438513204,-1.9876307319925923,0.014023357861541384,0.9762977957725525,0.9556400179862976,0.0048062559217214584
MATR_b1c14,100,170,70,0.018499552624896894,0.028502201055013495,-1.9920235014536674,0.014033927401974825,0.9762828350067139,0.9556307792663574,0.004806659650057554
MATR_b1c14,100,171,71,0.01845363158624149,0.028081140867582666,-1.9724005781057754,0.014029759118559984,0.9762412905693054,0.9556278586387634,0.004806621931493282
MATR_b1c14,100,172,72,0.018548194644520583,0.02831515176025794,-1.934563638293125,0.014175416980910563,0.9761850833892822,0.9556222558021545,0.00480680214241147
MATR_b1c14,100,173,73,0.01852611199166011,0.02792234820778966,-1.9193243134538394,0.014167716317576823,0.9761199355125427,0.9556115865707397,0.004807037767022848
MATR_b1c14,100,174,74,0.018529275088634306,0.027896630681473987,-1.9089712304056345,0.014196752898250826,0.9761130213737488,0.9556083679199219,0.004807246383279562
MATR_b1c14,100,175,75,0.018550391336089198,0.027767583965249115,-1.8911346781544942,0.014227362930037473,0.9760439395904541,0.955598771572113,0.00480739027261734
MATR_b1c14,100,176,76,0.0184796979126421,0.02777175628081977,-1.8975139801161847,0.01420276480991416,0.9760202765464783,0.9555915594100952,0.004807691555470228
MATR_b1c14,100,177,77,0.01837235284083098,0.02764193758462077,-1.9128632070085128,0.014139368020044266,0.9759962558746338,0.9555805325508118,0.00480798352509737
MATR_b1c14,100,178,78,0.018411244003518113,0.028638646553114114,-1.9691973417266788,0.014065084586119584,0.9760076403617859,0.9555736780166626,0.004808308091014624
MATR_b1c14,100,179,79,0.017785641753557815,0.027735444376741466,-2.1548996319611353,0.01338923549572344,0.9760392308235168,0.9555650353431702,0.004808655008673668
MATR_b1c14,100,180,80,0.017290897739743724,0.028160006848110406,-2.368211211578328,0.012772692744219579,0.9761791825294495,0.9555594325065613,0.004808845464140177
MATR_b1c14,100,181,81,0.017234677249945485,0.028324130308452163,-2.38755058856709,0.01272277953233484,0.9761819243431091,0.9555428624153137,0.004809255246073008
MATR_b1c14,100,182,82,0.01742323509697775,0.02789695428592827,-2.2601143137731965,0.01306667022388879,0.9761194586753845,0.9555360674858093,0.004809275269508362
MATR_b1c14,100,183,83,0.017887372415042617,0.027283431761385493,-2.036648004877861,0.013693170337795886,0.9759805798530579,0.9555261135101318,0.004809741396456957
MATR_b1c14,100,184,84,0.018345913840729058,0.027132937768494264,-1.8405377641541272,0.014277027292645007,0.9757816791534424,0.9555131793022156,0.0048101614229381084
MATR_b1c14,100,185,85,0.01831870171630267,0.02688913194837781,-1.830927934243358,0.01427770825986507,0.9757152795791626,0.9554956555366516,0.004810563754290342
MATR_b1c14,100,186,86,0.018037853889094974,0.02686132245356624,-1.9278433868046214,0.013970484994524525,0.9756743907928467,0.9554917812347412,0.004811088088899851
MATR_b1c14,100,187,87,0.017380795432525933,0.027147195220858344,-2.205181644197077,0.013146744870602042,0.9758322834968567,0.9554722905158997,0.0048116412945091724
MATR_b1c14,100,188,88,0.016924553704493254,0.027531690632948958,-2.3836144604930856,0.012606904038492356,0.9759336709976196,0.9554634690284729,0.004811921156942844
MATR_b1c14,100,189,89,0.016707978202301323,0.02768554034233095,-2.468066650252012,0.01235011565536907,0.9759662747383118,0.9554526805877686,0.004812248982489109
MATR_b1c14,100,190,90,0.016656067764874802,0.027581367084613066,-2.4851618627255694,0.012287374534175116,0.9759855270385742,0.9554376602172852,0.004812904167920351
MATR_b1c14,100,191,91,0.01646412229075015,0.027316933354602967,-2.4877860464680617,0.012213317371233446,0.9755969047546387,0.9554235339164734,0.004813368432223797
MATR_b1c14,100,192,92,0.016786461894951976,0.027242992143900982,-2.3772500568220454,0.012582053617639206,0.9758128523826599,0.9554018974304199,0.004814255051314831
MATR_b1c14,100,193,93,0.016982143365063714,0.026890215565572143,-2.2775857155719677,0.012863874102196656,0.9757126569747925,0.9553888440132141,0.004814661107957363
MATR_b1c14,100,194,94,0.01772356264799544,0.026981556137116797,-2.0034953290107556,0.013733651267569062,0.9755911231040955,0.9553775191307068,0.004815060645341873
MATR_b1c14,100,195,95,0.018485724347309003,0.026582039300629023,-1.722852589444229,0.01457113022878288,0.9753696918487549,0.9553583860397339,0.004815884865820408
MATR_b1c14,100,196,96,0.018383634900583805,0.02640492336247916,-1.7139560964529479,0.014574303566038286,0.9753040075302124,0.9553414583206177,0.004816495347768068
MATR_b1c14,100,197,97,0.018376068004126687,0.026346708585059612,-1.7118132280374845,0.014577133435647316,0.9752757549285889,0.9553247094154358,0.004817090928554535
MATR_b1c14,100,198,98,0.018444123777371008,0.02632428671394326,-1.700779011937819,0.014609679280966,0.975210964679718,0.9553074836730957,0.004817878361791372
MATR_b1c14,100,199,99,0.018472727062632737,0.026358733220572417,-1.6969960389463052,0.014627013838772702,0.975149393081665,0.9552913904190063,0.004818408749997616
MATR_b1c14,100,200,100,0.018534391829111044,0.026524319248886447,-1.6714120018330467,0.014725264385619455,0.9751344323158264,0.955274224281311,0.004819230176508427
MATR_b1c14,100,201,101,0.01845319062760733,0.02621413842838338,-1.6836111914089984,0.014656041013453108,0.9750614166259766,0.9552499055862427,0.004820152651518583
MATR_b1c14,100,202,102,0.018524471995899978,0.026239451394778467,-1.6602538910085238,0.01472766399434298,0.9750407338142395,0.955237090587616,0.004820646718144417
MATR_b1c14,100,203,103,0.018627241977210184,0.02627190305888089,-1.650314240809022,0.014768817776550988,0.9749814867973328,0.9552165865898132,0.004821688402444124
MATR_b1c14,100,204,104,0.018426954167560468,0.02602732393271552,-1.6915880041264497,0.01461596141681635,0.9749521613121033,0.9551886916160583,0.0048226770013570786
MATR_b1c14,100,205,105,0.01823702830712772,0.02589548174743261,-1.751459866415934,0.014410090480850901,0.9749225974082947,0.9551748037338257,0.0048232427798211575
MATR_b1c14,100,206,106,0.017933118690564794,0.025656508888090537,-1.8492280500680567,0.014080569419346425,0.9749342203140259,0.9551545977592468,0.004824270028620958
MATR_b1c14,100,207,107,0.017319384130459387,0.025560253774371856,-2.0549705819862907,0.013419108197103966,0.974998950958252,0.9551323056221008,0.004825130105018616
MATR_b1c14,100,208,108,0.016642674659062356,0.025527135218745903,-2.2641435485827017,0.01273806204101852,0.9751029014587402,0.955113410949707,0.004826153162866831
MATR_b1c14,100,209,109,0.016533901390520113,0.02544797479744467,-2.2951957236652314,0.012627336144904409,0.9751304388046265,0.9550889730453491,0.004827262368053198
MATR_b1c14,100,210,110,0.016963721479027017,0.025257913500195177,-2.1517361083820448,0.013072811459640546,0.9750410318374634,0.9550693035125732,0.004827933851629496
MATR_b1c14,100,211,111,0.01784176270938614,0.025380873365763612,-1.8837753350016544,0.013951164372048179,0.9748868942260742,0.9550379514694214,0.0048292274586856365
MATR_b1c14,100,212,112,0.0185050837044577,0.02577557082282146,-1.6800524706752102,0.014637810217409218,0.974489688873291,0.9550196528434753,0.004830189049243927
MATR_b1c14,100,213,113,0.018922876385809147,0.026017685223549962,-1.5737206434626112,0.014993891684026588,0.9745256900787354,0.9549922347068787,0.004831572063267231
MATR_b1c14,100,214,114,0.017857190474723148,0.025243489455194446,-1.8742464267548302,0.01396334741979085,0.9745864272117615,0.9549770951271057,0.004832546692341566
MATR_b1c14,100,215,115,0.016697429916233693,0.025188130949414158,-2.265101255578009,0.01270567604245364,0.9748092293739319,0.9549546837806702,0.004833775572478771
MATR_b1c14,100,216,116,0.016020212358641393,0.02546286768966219,-2.493850816368526,0.011975597375594036,0.9748746752738953,0.9549301862716675,0.00483489315956831
MATR_b1c14,100,217,117,0.015793802668747393,0.025676878132946866,-2.582220485612811,0.011710455684547882,0.9750442504882812,0.9549052715301514,0.0048360079526901245
MATR_b1c14,100,218,118,0.015701847169005755,0.025810444263549472,-2.6342228251726323,0.011548688746368345,0.9750650525093079,0.9548802971839905,0.004837352316826582
MATR_b1c14,100,219,119,0.015715710167745943,0.02574220418544715,-2.626704716884078,0.01156999075113828,0.975021481513977,0.9548565745353699,0.004838502965867519
MATR_b1c14,100,220,120,0.01573128607666608,0.02533504911528933,-2.571838459893345,0.011700592811724085,0.9749453663825989,0.9548265337944031,0.004840003326535225
MATR_b1c14,100,221,121,0.015987418230297496,0.025009588516820603,-2.4763775615177765,0.011987153223255376,0.9748697876930237,0.9548055529594421,0.004841342568397522
MATR_b1c14,100,222,122,0.016966323250705757,0.02453292783040974,-2.1417145067647234,0.013040282374897485,0.9746930003166199,0.9547751545906067,0.004842868074774742
MATR_b1c14,100,223,123,0.018723162632544064,0.025509072505640495,-1.6417141909705804,0.014755044079193673,0.9743629693984985,0.9547515511512756,0.004844055511057377
MATR_b1c14,100,224,124,0.019274220883267596,0.025960827356345816,-1.4797808181016332,0.015301332211825159,0.9741718173027039,0.9547263979911804,0.004845558665692806
MATR_b1c14,100,225,125,0.019300676086573924,0.025933959669005094,-1.4701900194186452,0.015337242660383176,0.9741209149360657,0.954700767993927,0.004846971016377211
MATR_b1c14,100,226,126,0.019351901359928463,0.02596639271429056,-1.469760859955898,0.015345519261399898,0.9740464687347412,0.9546787142753601,0.0048483796417713165
MATR_b1c14,100,227,127,0.01938934465056484,0.026261835964266733,-1.4750507553971046,0.01536903405927469,0.9739096760749817,0.9546487927436829,0.004849918652325869
MATR_b1c14,100,228,128,0.01946590479137828,0.02631570927567492,-1.4472280285833725,0.015463438051253829,0.9739307165145874,0.9546244144439697,0.004851629491895437
MATR_b1c14,100,229,129,0.019464020590180334,0.02633728407575218,-1.4457983579970337,0.015476860870736004,0.9739055037498474,0.9545972347259521,0.004853296559303999
MATR_b1c14,100,230,130,0.019496271911176664,0.02641589017495841,-1.4470189011600534,0.015481277597158298,0.973841667175293,0.9545688033103943,0.004854721017181873
MATR_b1c14,100,231,131,0.01954093720149068,0.02656494016716688,-1.4605376628336832,0.015465961671883825,0.973778247833252,0.9545478820800781,0.004856368061155081
MATR_b1c14,100,232,132,0.019113144828277886,0.026060442528463262,-1.5484529788547274,0.015130986673112534,0.973788321018219,0.9545193314552307,0.004857758525758982
MATR_b1c14,100,233,133,0.018707648064326315,0.025561948968468078,-1.672688254881372,0.01469015061371165,0.9737136363983154,0.954486072063446,0.004859977401793003
MATR_b1c14,100,234,134,0.01828107440355912,0.024957099995640143,-1.794569529867853,0.014236526570618045,0.9737983345985413,0.9544627666473389,0.004861578345298767
MATR_b1c14,100,235,135,0.017632883729286564,0.02444555722647214,-1.992095226149878,0.01354130838991695,0.9738543629646301,0.9544341564178467,0.00486342515796423
MATR_b1c14,100,236,136,0.01677530483134742,0.024041891250442624,-2.2380358313912283,0.01268834987126312,0.974001407623291,0.954410970211029,0.004865015856921673
MATR_b1c14,100,237,137,0.016726632720058403,0.02395327235338436,-2.242506673999365,0.012665080949938715,0.9740121364593506,0.9543800950050354,0.004866755101829767
MATR_b1c14,100,238,138,0.01760127243486423,0.024583319291575895,-1.9912514594051842,0.013570034185594954,0.9737111330032349,0.9543532729148865,0.004868725780397654
MATR_b1c14,100,239,139,0.01895786952046515,0.02614037272910681,-1.6380096951306509,0.014885411466977324,0.9736337065696716,0.9543282389640808,0.0048708259128034115
MATR_b1c14,100,240,140,0.01998535174767948,0.027849981584234105,-1.3809992425692166,0.015882684622629453,0.97342848777771,0.9543046951293945,0.00487256096675992
MATR_b1c14,100,241,141,0.020013523333280988,0.027988112380294628,-1.3798211226176327,0.015904934524487584,0.9733928442001343,0.9542751312255859,0.0048745423555374146
MATR_b1c14,100,242,142,0.01931952272804038,0.026816537148812686,-1.561085316581438,0.015201310190777894,0.9733304977416992,0.9542472958564758,0.004876434337347746
MATR_b1c14,100,243,143,0.018275721559246765,0.025534550818762918,-1.8432442458849814,0.014162908346745811,0.9734001755714417,0.9542211890220642,0.004878383595496416
MATR_b1c14,100,244,144,0.017484337380788858,0.024581489032174088,-2.067064247594802,0.013327602305239728,0.9735280275344849,0.9541924595832825,0.004880601540207863
MATR_b1c14,100,245,145,0.017109241300416224,0.024282154753487335,-2.180016885403263,0.012922688635038397,0.973591148853302,0.9541677236557007,0.004882607609033585
MATR_b1c14,100,246,146,0.016474074008418063,0.024253524024658583,-2.288796685569505,0.012225132106420854,0.9729443192481995,0.9541420936584473,0.004884494934231043
MATR_b1c14,100,247,147,0.01707998641486307,0.024271515343661947,-2.179783490022171,0.012917794765539595,0.9734689593315125,0.9541105031967163,0.004886636510491371
MATR_b1c14,100,248,148,0.01672067829206878,0.02451743576161801,-2.2205114441614606,0.012485086984078499,0.9729025363922119,0.9540831446647644,0.004888854920864105
MATR_b1c14,100,249,149,0.017564843001874907,0.024884364031698282,-2.0513169836432943,0.013416852187683783,0.9732730388641357,0.9540610909461975,0.004891059827059507
MATR_b1c14,100,250,150,0.01855769811892042,0.027292244946029002,-1.765908354618506,0.01431363514614884,0.9729943871498108,0.9540368318557739,0.004893287550657988
MATR_b1c14,100,251,151,0.020055255469153908,0.029660549828745737,-1.4202208864422012,0.01569416415511704,0.9724633693695068,0.9540060758590698,0.00489545613527298
MATR_b1c14,100,252,152,0.020346210283391616,0.02980926684051779,-1.339189370465121,0.0159576939147044,0.9727849364280701,0.9539815187454224,0.004897855222225189
MATR_b1c14,100,253,153,0.020336204884099027,0.029738821695775762,-1.3358012781150497,0.0159610547512761,0.9727664589881897,0.9539563655853271,0.004899928811937571
MATR_b1c14,100,254,154,0.020307855278837914,0.029611114929821523,-1.3247824990787114,0.0159879556093619,0.972601592540741,0.9539278745651245,0.004902249202132225
MATR_b1c14,100,255,155,0.020472819898642747,0.02951711317283925,-1.2858504260157582,0.01609713049360153,0.9726733565330505,0.9539028406143188,0.0049049430526793
MATR_b1c14,100,256,156,0.020546812637179505,0.029766288756011512,-1.276891859461805,0.016160832232984784,0.9726318120956421,0.953873336315155,0.004907161463052034
MATR_b1c14,100,257,157,0.02056776892905142,0.029446919880528322,-1.2534437924268744,0.016193497980244092,0.972538411617279,0.9538441896438599,0.0049097370356321335
MATR_b1c14,100,258,158,0.020502424707599713,0.029745324180139178,-1.2919411446543705,0.016120094162791934,0.9723371863365173,0.9538218975067139,0.004911846946924925
MATR_b1c14,100,259,159,0.02040782044915592,0.029462151959414325,-1.2977195248051367,0.016065932561197146,0.9724662899971008,0.9537990093231201,0.004914610181003809
MATR_b1c14,100,260,160,0.02008912259457158,0.029251328635769687,-1.3746896863719127,0.01580794593078698,0.9723309278488159,0.9537720084190369,0.004916843958199024
MATR_b1c14,100,261,161,0.019809797698376225,0.029192800947669906,-1.4485765574221041,0.015556805594043177,0.9724135994911194,0.953746497631073,0.0049193864688277245
MATR_b1c14,100,262,162,0.019515817071877273,0.028958980159753206,-1.5215639163039991,0.015300443475895594,0.9724256992340088,0.9537246227264404,0.004921867046505213
MATR_b1c14,100,263,163,0.018657523043015423,0.028609006726430984,-1.767809472335965,0.014473324521993217,0.9718431830406189,0.9536972045898438,0.004924559500068426
MATR_b1c14,100,264,164,0.017872078745972877,0.02738960785119413,-1.9565058838355482,0.013704703673368769,0.9725267291069031,0.9536739587783813,0.004927072208374739
MATR_b1c14,100,265,165,0.01765524990418378,0.027067422538585347,-2.0082374410431134,0.013500733575274688,0.972529411315918,0.9536453485488892,0.004929994698613882
MATR_b1c14,100,266,166,0.018513903898351333,0.027885914510626515,-1.7891674261337511,0.014329362057510165,0.9724459052085876,0.9536208510398865,0.004932700656354427
MATR_b1c14,100,267,167,0.01954217985564587,0.028887237936872198,-1.5143397554592013,0.015349813170456618,0.9719437956809998,0.9535946249961853,0.004935314878821373
MATR_b1c14,100,268,168,0.020716625101426068,0.029626686443874162,-1.2060734304154774,0.01640034879115987,0.9720214009284973,0.9535675644874573,0.004937918856739998
MATR_b1c14,100,269,169,0.02076999580158907,0.029589310333925194,-1.1940570853369146,0.01644069064029915,0.9719926118850708,0.9535463452339172,0.004940628074109554
MATR_b1c14,100,270,170,0.020273858425663968,0.029152118498948748,-1.3035316044463507,0.01603393089696209,0.9719634056091309,0.9535250067710876,0.0049436199478805065
MATR_b1c14,100,271,171,0.018975530184951482,0.028152815958527092,-1.6389218930767457,0.014846033108929114,0.9720624685287476,0.9534996151924133,0.004946412052959204
MATR_b1c14,100,272,172,0.018057687609803443,0.028396302804053645,-1.9166740866537264,0.013956594553274764,0.9719184041023254,0.9534751772880554,0.004949312191456556
MATR_b1c14,100,273,173,0.017606944430108164,0.028102036635540992,-2.0472849698189863,0.013471164113198804,0.9720994830131531,0.9534532427787781,0.004952022805809975
MATR_b1c14,100,274,174,0.01724867960985969,0.027301841030718827,-2.1092709845535036,0.013181818532166371,0.9721186757087708,0.9534292817115784,0.004954936448484659
MATR_b1c14,100,275,175,0.017349995818792607,0.028093910298965245,-2.112116940172922,0.01326150580985602,0.9720355272293091,0.9534109830856323,0.004958000965416431
MATR_b1c14,100,276,176,0.017317733343909767,0.02689103307524385,-2.0834657306993463,0.013227799561528378,0.9719419479370117,0.9533845782279968,0.00496085686609149
