cell_id,cycle,cutoff_voltage_v,q_at_cutoff,reached_cutoff,vq_q_endpoint,vq_endpoint_voltage_v,capacity_soh,q_endpoint_minus_soh,q_at_cutoff_rolling_median
MATR_b1c26,35,2.0,0.9812150732540551,True,0.9920071818181816,1.9999061,0.9920071818181816,0.0,0.9813573055567301
MATR_b1c26,36,2.0,0.9813573055567301,True,0.9922014545454546,2.0001626,0.9922014545454546,0.0,0.9813193126180955
MATR_b1c26,37,2.0,0.9814021552429507,True,0.9923147272727272,2.0000434,0.9923147272727272,0.0,0.9813193126180955
MATR_b1c26,38,2.0,0.9809473954412705,True,0.9921547272727272,2.0016847,0.9921547272727272,0.0,0.9812150732540551
MATR_b1c26,39,2.0,0.9813193126180955,True,0.9922495454545452,2.0002637,0.9922495454545452,0.0,0.9811741860632983
MATR_b1c26,40,2.0,0.9811741860632983,True,0.9921766363636362,1.9998832,0.9921766363636362,0.0,0.9810369388000392
MATR_b1c26,41,2.0,0.9810369388000392,True,0.9921094545454545,1.9997258,0.9921094545454545,0.0,0.9809473954412705
MATR_b1c26,42,2.0,0.9797317256721483,True,0.9908633636363636,2.000051,0.9908633636363636,0.0,0.9809473954412705
MATR_b1c26,43,2.0,0.9808837559903971,True,0.9919683636363636,2.000299,0.9919683636363636,0.0,0.9808837559903971
MATR_b1c26,44,2.0,0.9807454080761518,True,0.9919121818181816,2.0014453,0.9919121818181816,0.0,0.9808837559903971
MATR_b1c26,45,2.0,0.98071738791084,True,0.9919511818181816,1.9997754,0.9919511818181816,0.0,0.9807828150387016
MATR_b1c26,46,2.0,0.9805444953625884,True,0.9918946363636363,2.0002904,0.9918946363636363,0.0,0.9807454080761518
MATR_b1c26,47,2.0,0.9805693648909917,True,0.9918841818181817,2.0003142,0.9918841818181817,0.0,0.98071738791084
MATR_b1c26,48,2.0,0.980535855319041,True,0.9919775454545453,2.0001988,0.9919776363636363,-9.09090910328203e-08,0.9805693648909917
MATR_b1c26,49,2.0,0.9802505786160758,True,0.9918494545454545,1.9999967,0.9918494545454545,0.0,0.9805444953625884
MATR_b1c26,50,2.0,0.9803409825340532,True,0.9918563636363636,2.0012698,0.9918563636363636,0.0,0.980535855319041
MATR_b1c26,51,2.0,0.9807828150387016,True,0.9920032727272727,2.001246,0.9920032727272727,0.0,0.9803971006382921
MATR_b1c26,52,2.0,0.9809742128870436,True,0.9921668181818182,2.000052,0.9921668181818182,0.0,0.9803409825340532
MATR_b1c26,53,2.0,0.9773277558128629,True,0.9922218181818182,1.9996848,0.9922218181818182,0.0,0.9803409825340532
MATR_b1c26,54,2.0,0.9810481325528798,True,0.9922900909090908,2.0001035,0.9922900909090908,0.0,0.9802505786160758
MATR_b1c26,55,2.0,0.9803971006382921,True,0.9920356363636362,2.0002856,0.9920356363636362,0.0,0.9800979777059914
MATR_b1c26,56,2.0,0.9800979777059914,True,0.9918403636363635,2.0000453,0.9918403636363635,0.0,0.9800458104840886
MATR_b1c26,57,2.0,0.9800458104840886,True,0.9918224545454545,1.9997211,0.9918224545454545,0.0,0.9799162603851511
MATR_b1c26,58,2.0,0.9799162603851511,True,0.9917212727272725,2.001781,0.9917212727272725,0.0,0.9798612690343368
MATR_b1c26,59,2.0,0.9797849682705553,True,0.9916078181818182,1.9997478,0.9916078181818182,0.0,0.9798283365733029
MATR_b1c26,60,2.0,0.9798612690343368,True,0.9917660909090908,1.9998994,0.9917660909090908,0.0,0.9797849682705553
MATR_b1c26,61,2.0,0.9798283365733029,True,0.9917277272727273,2.0014491,0.9917277272727273,0.0,0.9797084839952318
MATR_b1c26,62,2.0,0.9795644782105736,True,0.9916994545454546,2.0017228,0.9916994545454546,0.0,0.9795644782105736
MATR_b1c26,63,2.0,0.9795364030835835,True,0.9915448181818182,1.9997382,0.9915448181818182,0.0,0.9795364030835835
MATR_b1c26,64,2.0,0.9797084839952318,True,0.9917195454545453,1.9997582,0.9917195454545453,0.0,0.9795364030835835
MATR_b1c26,65,2.0,0.9782238142041915,True,0.9902916363636364,2.0000386,0.9902916363636364,0.0,0.9792186814743117
MATR_b1c26,66,2.0,0.9765397138212113,True,0.9913218181818181,2.0013299,0.9913218181818181,0.0,0.9790500479404666
MATR_b1c26,67,2.0,0.9792186814743117,True,0.9913499090909091,2.0000186,0.9913499090909091,0.0,0.9790194412594897
MATR_b1c26,68,2.0,0.9790500479404666,True,0.991262,2.0001245,0.991262,0.0,0.9787612794846601
MATR_b1c26,69,2.0,0.9790194412594897,True,0.9912468181818181,1.9998164,0.9912468181818181,0.0,0.9787010516673512
MATR_b1c26,70,2.0,0.9747241829768238,True,0.9910023636363636,2.0004125,0.9910023636363636,0.0,0.9785813640940623
MATR_b1c26,71,2.0,0.9776841674354958,True,0.9900356363636362,2.0013585,0.9900356363636362,0.0,0.9784310097965335
MATR_b1c26,72,2.0,0.9787612794846601,True,0.9911457272727272,2.0003009,0.9911457272727272,0.0,0.9784228847683937
MATR_b1c26,73,2.0,0.9787010516673512,True,0.9911378181818181,1.9999261,0.9911378181818181,0.0,0.9783543534765614
MATR_b1c26,74,2.0,0.9785813640940623,True,0.9911312727272726,2.0014787,0.9911312727272726,0.0,0.9782238142041915
MATR_b1c26,75,2.0,0.9781387960580534,True,0.9910261818181817,1.9999089,0.9910261818181817,0.0,0.9782183353101366
MATR_b1c26,76,2.0,0.9784228847683937,True,0.9910026363636363,2.0000348,0.9910026363636363,0.0,0.9781387960580534
MATR_b1c26,77,2.0,0.9784310097965335,True,0.991093,1.9998336,0.991093,0.0,0.9781387960580534
MATR_b1c26,78,2.0,0.9783543534765614,True,0.9910136363636363,2.0000968,0.9910136363636363,0.0,0.9781223432689087
MATR_b1c26,79,2.0,0.9782183353101366,True,0.990981909090909,2.0001197,0.990981909090909,0.0,0.9779847886283808
MATR_b1c26,80,2.0,0.9781223432689087,True,0.9909050909090907,1.9999003,0.9909050909090907,0.0,0.9779779960249357
MATR_b1c26,81,2.0,0.9779779960249357,True,0.9908517272727273,2.000011,0.9908517272727273,0.0,0.9779779960249357
MATR_b1c26,82,2.0,0.9779847886283808,True,0.9909089999999999,1.9997764,0.9909089999999999,0.0,0.9779779960249357
MATR_b1c26,83,2.0,0.9779254647802788,True,0.9908831818181818,2.0000358,0.9908831818181818,0.0,0.9779254647802788
MATR_b1c26,84,2.0,0.9778288884647667,True,0.9908253636363636,2.0002913,0.9908253636363636,0.0,0.9778288884647667
MATR_b1c26,85,2.0,0.9777417511638888,True,0.9908240909090907,1.9999413,0.9908240909090907,0.0,0.9777417511638888
MATR_b1c26,86,2.0,0.9776206873943971,True,0.9907908181818181,2.001554,0.9907908181818181,0.0,0.9776357548881042
MATR_b1c26,87,2.0,0.9776357548881042,True,0.990869,2.0003524,0.990869,0.0,0.9776206873943971
MATR_b1c26,88,2.0,0.9773689115372082,True,0.9905445454545454,1.9997163,0.9905445454545454,0.0,0.9773814066476365
MATR_b1c26,89,2.0,0.9773814066476365,True,0.9906987272727271,2.0016427,0.9906987272727271,0.0,0.9773689115372082
MATR_b1c26,90,2.0,0.9770810821566116,True,0.9905979999999999,2.0015149,0.9905979999999999,0.0,0.9771786913028413
MATR_b1c26,91,2.0,0.9771786913028413,True,0.9906119999999999,1.9997315,0.9906119999999999,0.0,0.9771265566648006
MATR_b1c26,92,2.0,0.9770614240869134,True,0.9905240909090908,2.0003715,0.9905240909090908,0.0,0.9770810821566116
MATR_b1c26,93,2.0,0.9771265566648006,True,0.990629,2.0000625,0.990629,0.0,0.9770656437213983
MATR_b1c26,94,2.0,0.9759539233074928,True,0.9896514545454544,1.9997029,0.9896514545454544,0.0,0.9770614240869134
MATR_b1c26,95,2.0,0.9770656437213983,True,0.9906588181818182,2.0012813,0.9906588181818182,0.0,0.9767456456887418
MATR_b1c26,96,2.0,0.9767456456887418,True,0.9904908181818181,1.9999757,0.9904908181818181,0.0,0.9765005793066035
MATR_b1c26,97,2.0,0.9737098793881643,True,0.9882246363636362,2.0000386,0.9882246363636362,0.0,0.9764100130098684
MATR_b1c26,98,2.0,0.9765005793066035,True,0.9903972727272726,1.9999242,0.9903972727272726,0.0,0.9763845078875846
MATR_b1c26,99,2.0,0.9764100130098684,True,0.9903375454545454,2.000134,0.9903375454545454,0.0,0.9760636921915102
MATR_b1c26,100,2.0,0.9763845078875846,True,0.9903757272727272,1.9997706,0.9903757272727272,0.0,0.9759790990421859
MATR_b1c26,101,2.0,0.9738926671539533,True,0.9880537272727272,1.9996619,0.9880537272727272,0.0,0.9759539233074928
MATR_b1c26,102,2.0,0.9760636921915102,True,0.9902211818181816,1.9997897,0.9902211818181816,0.0,0.9759498346401144
MATR_b1c26,103,2.0,0.9759790990421859,True,0.9902550909090908,1.9997239,0.9902550909090908,0.0,0.9756791810432313
MATR_b1c26,104,2.0,0.9759498346401144,True,0.9902708181818182,2.0000358,0.9902708181818182,0.0,0.97567296691569
MATR_b1c26,105,2.0,0.97567296691569,True,0.9901886363636364,2.0000148,0.9901886363636364,0.0,0.9754624241658111
MATR_b1c26,106,2.0,0.9756791810432313,True,0.9901383636363635,2.0002112,0.9901383636363635,0.0,0.9753545807995755
MATR_b1c26,107,2.0,0.9754624241658111,True,0.9900939090909091,2.0001101,0.9900939090909091,0.0,0.9752369085545481
MATR_b1c26,108,2.0,0.9753545807995755,True,0.9900115454545454,2.0001435,0.9900115454545454,0.0,0.9752369085545481
MATR_b1c26,109,2.0,0.9752142993507352,True,0.9899674545454544,2.0000558,0.9899674545454544,0.0,0.9752341409404607
MATR_b1c26,110,2.0,0.9752369085545481,True,0.9899994545454546,2.0017695,0.9899994545454546,0.0,0.9752142993507352
MATR_b1c26,111,2.0,0.9752341409404607,True,0.9900114545454545,1.9997506,0.9900114545454545,0.0,0.9749550359401823
MATR_b1c26,112,2.0,0.9749550359401823,True,0.9899595454545453,2.0001836,0.9899596363636363,-9.0909090921798e-08,0.9749550359401823
MATR_b1c26,113,2.0,0.9749524261948336,True,0.9899549090909091,1.9999337,0.9899549090909091,0.0,0.9749524261948336
MATR_b1c26,114,2.0,0.9748644156799122,True,0.9899159999999999,1.9998908,0.9899159999999999,0.0,0.9748644156799122
MATR_b1c26,115,2.0,0.9746669658713862,True,0.9898392727272727,2.0000939,0.9898392727272727,0.0,0.9746669658713862
MATR_b1c26,116,2.0,0.9745674025877047,True,0.989794,1.9996781,0.989794,0.0,0.9745674025877047
MATR_b1c26,117,2.0,0.9733735260423738,True,0.988657,2.0000501,0.988657,0.0,0.9743779517360268
MATR_b1c26,118,2.0,0.9743779517360268,True,0.9897173636363636,2.0001273,0.9897174545454543,-9.090909069975339e-08,0.9742687728919616
MATR_b1c26,119,2.0,0.9742687728919616,True,0.9896940909090909,2.0004191,0.9896940909090909,0.0,0.9742084979708495
MATR_b1c26,120,2.0,0.9742084979708495,True,0.989698818181818,1.9999337,0.989698818181818,0.0,0.9741806358627598
MATR_b1c26,121,2.0,0.9741806358627598,True,0.9897007272727273,2.0001063,0.9897007272727273,0.0,0.9741406762318318
MATR_b1c26,122,2.0,0.9741406762318318,True,0.9897509090909091,2.0002694,0.9897509090909091,0.0,0.973845499879489
MATR_b1c26,123,2.0,0.973845499879489,True,0.9897222727272725,2.0003581,0.9897222727272725,0.0,0.9736854655564186
MATR_b1c26,124,2.0,0.9736854655564186,True,0.989543,2.001225,0.989543,0.0,0.9734963112207494
MATR_b1c26,125,2.0,0.9734963112207494,True,0.9894837272727272,2.0011086,0.9894837272727272,0.0,0.9734371126906125
MATR_b1c26,126,2.0,0.9734075488039431,True,0.9894837272727272,1.9999337,0.9894837272727272,0.0,0.9734075488039431
MATR_b1c26,127,2.0,0.9734371126906125,True,0.9895977272727272,2.0003629,0.9895977272727272,0.0,0.9733735260423738
MATR_b1c26,128,2.0,0.9698865473215043,True,0.9861360909090907,1.999887,0.9861360909090907,0.0,0.9729094690575428
MATR_b1c26,129,2.0,0.9729094690575428,True,0.9892554545454545,2.000114,0.9892554545454545,0.0,0.9728103926732192
MATR_b1c26,130,2.0,0.9728103926732192,True,0.9892380909090909,2.0001035,0.9892380909090909,0.0,0.9726988553942274
MATR_b1c26,131,2.0,0.9726988553942274,True,0.9892344545454543,2.0013433,0.9892344545454543,0.0,0.9725201606398259
MATR_b1c26,132,2.0,0.9725201606398259,True,0.9891437272727273,1.9997039,0.9891437272727273,0.0,0.9722456171965488
MATR_b1c26,133,2.0,0.970860153256762,True,0.9890955454545454,2.0001607,0.9890955454545454,0.0,0.9722456171965488
MATR_b1c26,134,2.0,0.9722456171965488,True,0.9891777272727272,2.000298,0.9891777272727272,0.0,0.9718964610981917
MATR_b1c26,135,2.0,0.9718964610981917,True,0.9889846363636363,1.9996581,0.9889846363636363,0.0,0.9718171347928353
MATR_b1c26,136,2.0,0.9718171347928353,True,0.9889546363636363,1.9999394,0.9889546363636363,0.0,0.9716100360223744
MATR_b1c26,137,2.0,0.9709670431360006,True,0.9889255454545454,1.9999957,0.9889255454545454,0.0,0.9715487054965621
MATR_b1c26,138,2.0,0.9716100360223744,True,0.9889185454545454,2.0013852,0.9889185454545454,0.0,0.9714504756283643
MATR_b1c26,139,2.0,0.9715487054965621,True,0.9889145454545454,2.0000052,0.9889145454545454,0.0,0.9714504756283643
MATR_b1c26,140,2.0,0.9703275253553273,True,0.9877110909090909,2.0000253,0.9877110909090909,0.0,0.9711334662498664
MATR_b1c26,141,2.0,0.9714504756283643,True,0.9889029090909089,2.0002456,0.9889029090909089,0.0,0.9709670431360006
MATR_b1c26,142,2.0,0.9711334662498664,True,0.9887566363636364,2.0001121,0.9887566363636364,0.0,0.970860153256762
MATR_b1c26,143,2.0,0.9734802266317498,True,0.9887495454545454,1.9996161,0.9887495454545454,0.0,0.9708022082570754
MATR_b1c26,144,2.0,0.9708022082570754,True,0.9887396363636364,1.9999461,0.9887396363636364,0.0,0.9707251941968392
MATR_b1c26,145,2.0,0.9707251941968392,True,0.9886806363636362,2.0003724,0.9886806363636362,0.0,0.9703560026816298
MATR_b1c26,146,2.0,0.9695780702931884,True,0.9886445454545454,1.999805,0.9886445454545454,0.0,0.9703275253553273
MATR_b1c26,147,2.0,0.9703560026816298,True,0.9885666363636363,2.0003095,0.9885666363636363,0.0,0.970119134247222
MATR_b1c26,148,2.0,0.970119134247222,True,0.9884583636363635,1.9998651,0.9884583636363635,0.0,0.9700806024085741
MATR_b1c26,149,2.0,0.9700806024085741,True,0.9885302727272726,2.0001149,0.9885302727272726,0.0,0.9699484172478312
MATR_b1c26,150,2.0,0.9699484172478312,True,0.9884296363636362,2.0015092,0.9884296363636362,0.0,0.9699180307871985
MATR_b1c26,151,2.0,0.9699180307871985,True,0.9885020909090909,2.000402,0.9885020909090909,0.0,0.9699136013524896
MATR_b1c26,152,2.0,0.9699136013524896,True,0.98849,2.0017447,0.98849,0.0,0.9695780702931884
MATR_b1c26,153,2.0,0.9695419316574854,True,0.9883246363636363,2.0000291,0.9883246363636363,0.0,0.9695451225197518
MATR_b1c26,154,2.0,0.9695451225197518,True,0.9883812727272726,2.0013309,0.9883812727272726,0.0,0.9695419316574854
MATR_b1c26,155,2.0,0.9693653442048211,True,0.9882819999999999,2.00001,0.9882819999999999,0.0,0.9693653442048211
MATR_b1c26,156,2.0,0.9690864902238102,True,0.9881563636363636,1.9999347,0.9881563636363636,0.0,0.969092835032704
MATR_b1c26,157,2.0,0.969092835032704,True,0.9883271818181818,1.9999681,0.9883271818181818,0.0,0.9690864902238102
MATR_b1c26,158,2.0,0.9690652017868103,True,0.9883537272727272,2.0000167,0.9883537272727272,0.0,0.9690652017868103
MATR_b1c26,159,2.0,0.9686434458384914,True,0.9881665454545453,2.0001111,0.9881665454545453,0.0,0.9688641467630044
MATR_b1c26,160,2.0,0.9684607195522834,True,0.9881314545454545,2.0012918,0.9881314545454545,0.0,0.9686619430865671
MATR_b1c26,161,2.0,0.9681607103136977,True,0.9878983636363635,2.0010543,0.9878983636363635,0.0,0.9686434458384914
MATR_b1c26,162,2.0,0.9683220117668204,True,0.9881167272727271,1.9997334,0.9881167272727271,0.0,0.9684607195522834
MATR_b1c26,163,2.0,0.9671366871597474,True,0.9868915454545454,1.9996133,0.9868915454545454,0.0,0.9683624372717714
MATR_b1c26,164,2.0,0.9686619430865671,True,0.9880938181818182,2.0014844,0.9880938181818182,0.0,0.9683220117668204
MATR_b1c26,165,2.0,0.9688641467630044,True,0.9881988181818181,1.9999633,0.9881988181818181,0.0,0.9681950012302386
MATR_b1c26,166,2.0,0.9683624372717714,True,0.9881678181818182,1.9997191,0.9881678181818182,0.0,0.9681607103136977
MATR_b1c26,167,2.0,0.9681950012302386,True,0.9880903636363636,2.0015521,0.9880903636363636,0.0,0.9680873949387576
MATR_b1c26,168,2.0,0.9674832713526055,True,0.9878653636363635,1.999949,0.9878653636363635,0.0,0.9680683731649932
MATR_b1c26,169,2.0,0.9673334790523658,True,0.9878103636363637,1.9998374,0.9878103636363637,0.0,0.9678349422785639
MATR_b1c26,170,2.0,0.9670299167148564,True,0.987746,1.9996171,0.987746,0.0,0.967775481236146
MATR_b1c26,171,2.0,0.9673310340771534,True,0.9877302727272727,1.9997325,0.9877302727272727,0.0,0.9674832713526055
MATR_b1c26,172,2.0,0.9678349422785639,True,0.9878443636363635,2.0016704,0.9878443636363635,0.0,0.9674307164671102
MATR_b1c26,173,2.0,0.9680683731649932,True,0.9878795454545453,1.9999452,0.9878795454545453,0.0,0.9673334790523658
MATR_b1c26,174,2.0,0.9680873949387576,True,0.9879301818181817,2.0015197,0.9879301818181817,0.0,0.9673334790523658
MATR_b1c26,175,2.0,0.9657830403171498,True,0.9857121818181817,2.001718,0.9857121818181817,0.0,0.9673310340771534
MATR_b1c26,176,2.0,0.967775481236146,True,0.987933909090909,2.0000291,0.987933909090909,0.0,0.9670299167148564
MATR_b1c26,177,2.0,0.9674307164671102,True,0.9878368181818181,2.0015655,0.9878368181818181,0.0,0.9666920997488743
MATR_b1c26,178,2.0,0.9666920997488743,True,0.987651818181818,2.0001225,0.987651909090909,-9.09090910328203e-08,0.9659749530545098
MATR_b1c26,179,2.0,0.9659749530545098,True,0.9874897272727272,1.9998488,0.9874897272727272,0.0,0.965810816373097
MATR_b1c26,180,2.0,0.965810816373097,True,0.9873971818181818,2.001122,0.9873971818181818,0.0,0.9657830403171498
MATR_b1c26,181,2.0,0.9652489811131748,True,0.9873994545454544,1.9997039,0.9873994545454544,0.0,0.965511836822325
MATR_b1c26,182,2.0,0.965511836822325,True,0.9873543636363636,1.9999928,0.9873543636363636,0.0,0.9652489811131748
MATR_b1c26,183,2.0,0.964141404787916,True,0.9861003636363637,2.0001464,0.9861004545454544,-9.090909069975339e-08,0.9651412742396721
MATR_b1c26,184,2.0,0.9651412742396721,True,0.9872388181818181,2.000237,0.9872388181818181,0.0,0.9651310755576166
MATR_b1c26,185,2.0,0.9649145147518295,True,0.987148909090909,2.0003047,0.987149,-9.09090910328203e-08,0.9649145147518295
MATR_b1c26,186,2.0,0.9634734587457096,True,0.9858880909090909,1.9997344,0.9858880909090909,0.0,0.9648880158124318
MATR_b1c26,187,2.0,0.9642448226422167,True,0.9870027272727273,1.9996037,0.9870027272727273,0.0,0.9647716463287485
MATR_b1c26,188,2.0,0.9642653212144527,True,0.9869073636363634,1.9998889,0.9869073636363634,0.0,0.9643603111918864
MATR_b1c26,189,2.0,0.9639518984112221,True,0.9868127272727272,2.001121,0.9868127272727272,0.0,0.9642653212144527
MATR_b1c26,190,2.0,0.9641980946449042,True,0.9869238181818182,1.9998136,0.9869238181818182,0.0,0.9642653212144527
MATR_b1c26,191,2.0,0.9643603111918864,True,0.9869017272727273,1.9999337,0.9869017272727273,0.0,0.9642653212144527
MATR_b1c26,192,2.0,0.9648880158124318,True,0.9870390909090907,2.0013881,0.9870390909090907,0.0,0.9642653212144527
MATR_b1c26,193,2.0,0.9651310755576166,True,0.9871460909090909,1.9998298,0.9871460909090909,0.0,0.9642448226422167
MATR_b1c26,194,2.0,0.9647716463287485,True,0.9871217272727271,1.999701,0.9871217272727271,0.0,0.9642653212144527
MATR_b1c26,195,2.0,0.9640819115504387,True,0.9868905454545454,2.0015969,0.9868905454545454,0.0,0.9642448226422167
MATR_b1c26,196,2.0,0.9633609281034522,True,0.9867856363636364,1.999681,0.9867856363636364,0.0,0.964223120020115
MATR_b1c26,197,2.0,0.9626739245245016,True,0.9866815454545455,2.0000749,0.9866815454545455,0.0,0.964223120020115
MATR_b1c26,198,2.0,0.9629896998928468,True,0.9866081818181818,1.9996867,0.9866081818181818,0.0,0.9641980946449042
MATR_b1c26,199,2.0,0.9637661645502149,True,0.9866759090909091,2.0001588,0.9866759090909091,0.0,0.9640829370702493
MATR_b1c26,200,2.0,0.9644899226292107,True,0.9868436363636364,2.0003018,0.9868436363636364,0.0,0.9640829370702493
MATR_b1c26,201,2.0,0.9649362781280838,True,0.9867189090909091,2.0001369,0.9867189090909091,0.0,0.9640819115504387
MATR_b1c26,202,2.0,0.9650680506080072,True,0.9869314545454545,2.0002999,0.9869314545454545,0.0,0.9637661645502149
MATR_b1c26,203,2.0,0.9640829370702493,True,0.9869608181818181,2.0001502,0.9869608181818181,0.0,0.9636559582488334
MATR_b1c26,204,2.0,0.9648308351088053,True,0.9870185454545454,2.0000587,0.9870185454545454,0.0,0.9633609281034522
MATR_b1c26,205,2.0,0.964223120020115,True,0.9870049999999999,2.0000567,0.9870049999999999,0.0,0.9629896998928468
MATR_b1c26,206,2.0,0.9636559582488334,True,0.9868453636363635,2.0012813,0.9868453636363635,0.0,0.9626739245245016
MATR_b1c26,207,2.0,0.9622035673229385,True,0.9865755454545453,2.0003314,0.9865755454545453,0.0,0.9622035673229385
MATR_b1c26,208,2.0,0.961341829224471,True,0.9862704545454545,1.9999032,0.9862704545454545,0.0,0.961341829224471
MATR_b1c26,209,2.0,0.9610871371267113,True,0.985561,2.0009446,0.985561,0.0,0.9610892133151416
MATR_b1c26,210,2.0,0.9610892133151416,True,0.9862489999999999,2.000977,0.9862489999999999,0.0,0.9610871371267113
MATR_b1c26,211,2.0,0.9608105354309536,True,0.9861460909090908,2.001246,0.9861460909090908,0.0,0.9610639834593643
MATR_b1c26,212,2.0,0.9605308337529259,True,0.986043,2.0009036,0.986043,0.0,0.9609230163149965
MATR_b1c26,213,2.0,0.9602766844487814,True,0.9859130909090907,2.0011611,0.9859130909090907,0.0,0.9608105354309536
MATR_b1c26,214,2.0,0.9601512839331269,True,0.9858979999999999,2.0003009,0.9858979999999999,0.0,0.9605308337529259
MATR_b1c26,215,2.0,0.9587960907382682,True,0.9846540909090908,2.0013471,0.9846540909090908,0.0,0.9604697616633168
MATR_b1c26,216,2.0,0.9596979771338491,True,0.9858022727272727,2.0014911,0.9858022727272727,0.0,0.9604110552940766
MATR_b1c26,217,2.0,0.9599644454090533,True,0.9858036363636363,2.0001531,0.9858036363636363,0.0,0.9602766844487814
MATR_b1c26,218,2.0,0.9601055046710179,True,0.9857924545454544,2.0002322,0.9857924545454544,0.0,0.9601512839331269
MATR_b1c26,219,2.0,0.9604110552940766,True,0.9858217272727273,1.9997268,0.9858217272727273,0.0,0.9601055046710179
MATR_b1c26,220,2.0,0.9609230163149965,True,0.9858917272727271,2.0016418,0.9858917272727271,0.0,0.9599644454090533
