iteration,method,total_loss,query_loss,L_T,L_GY,L_G,L_S,L_SC,L_R,L_C,L_O,L_delta,general_domain_accuracy_batch,specific_domain_accuracy_batch,mean_absolute_specific_residual,outer_gradient_norm,grl_strength,auxiliary_scale,source_validation_mae_cycles,source_validation_general_domain_accuracy,source_validation_specific_domain_accuracy,support_loss,inner_update_specific_encoder,inner_update_general_head
17,hybrid,0.4827631711959839,0.2793583273887634,0.2793583273887634,0.27120643854141235,2.0824344158172607,2.0664782524108887,5.065680503845215,0.8923496007919312,0.317649781703949,0.4417353868484497,0.007427283562719822,0.0625,0.125,39.604278564453125,2.996305227279663,0.0,0.0,,,,0.0662110224366188,0.006372769363224506,0.07145243883132935
18,hybrid,0.47926509380340576,0.2597435712814331,0.2597435712814331,0.2926953434944153,2.0849456787109375,2.1036760807037354,7.1149091720581055,0.8070463538169861,0.3178209662437439,0.47581279277801514,0.0061848219484090805,0.125,0.0,36.084205627441406,2.945237874984741,0.0,0.0,,,,0.08118824660778046,0.0056610251776874065,0.05786319822072983
19,hybrid,0.5235186815261841,0.2903454601764679,0.2903454601764679,0.3108976185321808,2.0824782848358154,2.086527109146118,7.4229536056518555,0.8969581723213196,0.1902199387550354,0.41308024525642395,0.006513715256005526,0.0625,0.1875,36.74319839477539,2.3999454975128174,0.0,0.0,,,,0.16058696806430817,0.00686497101560235,0.05220888555049896
20,hybrid,0.5991338491439819,0.34558579325675964,0.34558579325675964,0.3380641043186188,2.071415662765503,2.094015121459961,4.990172386169434,0.833958089351654,0.25600090622901917,0.5265170931816101,0.00873143132776022,0.125,0.125,42.2132568359375,1.993670105934143,0.0,0.0,,,,0.10199826955795288,0.008766237646341324,0.08732906728982925
21,hybrid,0.41649988293647766,0.23556706309318542,0.23556706309318542,0.24124374985694885,2.0802571773529053,2.0840542316436768,10.671492576599121,0.8024265766143799,0.20206794142723083,0.5214370489120483,0.009880348108708858,0.0,0.1875,45.81316375732422,2.5380983352661133,0.0,0.0,,,,0.14802232384681702,0.010710845701396465,0.07541833817958832
22,hybrid,0.4259263575077057,0.24061164259910583,0.24061164259910583,0.2470862865447998,2.0231094360351562,2.0740504264831543,6.646174907684326,0.8631093502044678,0.19942565262317657,0.48170262575149536,0.009145296178758144,0.1875,0.125,42.14884567260742,1.7178345918655396,0.0,0.0,,,,0.18904338777065277,0.009843929670751095,0.06294434517621994
23,hybrid,0.5426280498504639,0.2887217700481415,0.2887217700481415,0.3385416567325592,2.0787715911865234,2.094271659851074,7.136950492858887,0.8124868273735046,0.1491469442844391,0.3299142122268677,0.00912571232765913,0.0625,0.125,42.89137268066406,2.587038278579712,0.0,0.0,,,,0.13784392178058624,0.009220201522111893,0.060122281312942505
24,hybrid,0.7535983324050903,0.4192638695240021,0.4192638695240021,0.4457792639732361,2.0807008743286133,2.074829578399658,3.2587671279907227,0.869616687297821,0.35333043336868286,0.3484535813331604,0.007285363972187042,0.125,0.125,36.59823989868164,2.3891756534576416,0.0,0.0,,,,0.1294672191143036,0.010098505765199661,0.06700415909290314
25,hybrid,0.5664003491401672,0.310722291469574,0.310722291469574,0.3409040570259094,2.070751667022705,2.129598617553711,5.721524238586426,0.8721451759338379,0.3435741066932678,0.3549696207046509,0.008282355964183807,0.125,0.0625,39.3694953918457,1.7643200159072876,0.0,0.0,211.87435913085938,0.25,0.125,0.16549968719482422,0.011481366120278835,0.07438257336616516
26,hybrid,0.6642159223556519,0.3553001284599304,0.3553001284599304,0.4118877649307251,2.0932095050811768,2.1296780109405518,7.032748222351074,0.8381264805793762,0.23552677035331726,0.4580135941505432,0.010438084602355957,0.125,0.125,45.005855560302734,4.39130973815918,0.0,0.0,,,,0.09310609102249146,0.009464113041758537,0.05998606979846954
27,hybrid,0.6222820281982422,0.329190194606781,0.329190194606781,0.3907891511917114,2.061857223510742,2.0895164012908936,6.747659683227539,0.8449921607971191,0.3096216917037964,0.4240703582763672,0.013227328658103943,0.0625,0.1875,53.525146484375,3.218543291091919,0.0,0.0,,,,0.1366978883743286,0.012694673612713814,0.055938687175512314
28,hybrid,0.43130892515182495,0.2557538151741028,0.2557538151741028,0.2340734601020813,2.050420045852661,2.0890274047851562,7.19713020324707,0.8154900670051575,0.3065342903137207,0.3196915090084076,0.012373063713312149,0.125,0.125,50.67387008666992,2.118621349334717,0.0,0.0,,,,0.13855229318141937,0.014049937948584557,0.07296872138977051
29,hybrid,0.6445214748382568,0.35902172327041626,0.35902172327041626,0.3806663751602173,2.1238901615142822,2.0725648403167725,5.270007133483887,0.8325474262237549,0.3741399049758911,0.43449556827545166,0.01638089120388031,0.0625,0.125,61.04869842529297,1.3831344842910767,0.0,0.0,,,,0.10279753804206848,0.00993448868393898,0.053354859352111816
30,hybrid,0.39883482456207275,0.20864756405353546,0.20864756405353546,0.25358301401138306,2.0560338497161865,2.1112186908721924,6.6832475662231445,0.7921327948570251,0.2393701672554016,0.34843337535858154,0.018762435764074326,0.1875,0.125,66.50592041015625,1.642442226409912,0.0,0.0,,,,0.05011709779500961,0.013723518699407578,0.05472549796104431
31,hybrid,0.34112706780433655,0.20367425680160522,0.20367425680160522,0.1832704246044159,2.0844247341156006,2.0760140419006348,5.308867931365967,0.8093020915985107,0.19336698949337006,0.3811589777469635,0.01800849847495556,0.0625,0.125,64.74156951904297,2.6288046836853027,0.0,0.0,,,,0.09558431804180145,0.01338200643658638,0.07482700049877167
32,hybrid,0.4229001998901367,0.2518638074398041,0.2518638074398041,0.22804850339889526,2.0696840286254883,2.1335837841033936,6.930707931518555,0.74196857213974,0.3491097688674927,0.36945754289627075,0.01756042242050171,0.25,0.0,62.58168029785156,2.6174328327178955,0.0,0.0,,,,0.07730445265769958,0.015541615895926952,0.06302269548177719
33,hybrid,0.47785454988479614,0.2525011897087097,0.2525011897087097,0.30047115683555603,2.070479393005371,2.1169614791870117,7.849621772766113,0.7905804514884949,0.26235368847846985,0.41365304589271545,0.01773987151682377,0.0625,0.125,65.08711242675781,1.7728582620620728,0.0,0.0,,,,0.13958445191383362,0.014195211231708527,0.05304957181215286
34,hybrid,0.31251221895217896,0.16125375032424927,0.16125375032424927,0.20167793333530426,2.0950028896331787,2.0599021911621094,5.417375564575195,0.8276962637901306,0.03795493394136429,0.4104378819465637,0.02413780428469181,0.125,0.1875,76.08820343017578,4.064980983734131,0.0,0.0,,,,0.10208788514137268,0.013190701603889465,0.06522302329540253
35,hybrid,0.5074539184570312,0.2769712209701538,0.2769712209701538,0.3073102831840515,2.076751470565796,2.084601402282715,5.031414985656738,0.9385281205177307,0.33875223994255066,0.5332475304603577,0.021267123520374298,0.1875,0.125,71.534423828125,1.6000049114227295,0.0,0.0,,,,0.2076437771320343,0.013048270717263222,0.06461197137832642
36,hybrid,0.45411616563796997,0.25051042437553406,0.25051042437553406,0.27147430181503296,2.105201005935669,2.0646493434906006,8.57017707824707,0.7694352269172668,0.3965117335319519,0.3945847749710083,0.02430686168372631,0.0625,0.125,75.51597595214844,1.752947449684143,0.0,0.0,,,,0.08990219980478287,0.018461087718605995,0.07199341803789139
37,hybrid,0.37397265434265137,0.19406180083751678,0.19406180083751678,0.23988111317157745,2.070824384689331,2.1149861812591553,6.735899448394775,0.8389543890953064,0.3144090175628662,0.3466525077819824,0.02630036696791649,0.1875,0.0625,77.25172424316406,2.1022112369537354,0.0,0.0,,,,0.14075741171836853,0.015732131898403168,0.07434288412332535
38,hybrid,0.2710950970649719,0.13403542339801788,0.13403542339801788,0.18274623155593872,2.0587661266326904,2.0983994007110596,6.105894088745117,0.7775580286979675,0.07425535470247269,0.3321344554424286,0.024736028164625168,0.0625,0.1875,74.78466033935547,2.5763418674468994,0.0,0.0,,,,0.09668409824371338,0.01594851166009903,0.07082431018352509
39,hybrid,0.5411380529403687,0.3047618269920349,0.3047618269920349,0.3151682913303375,2.0756301879882812,2.09820818901062,9.249019622802734,0.8756348490715027,0.09309238195419312,0.3881254494190216,0.02121826633810997,0.1875,0.0625,70.0023193359375,1.2979382276535034,0.0,0.0,,,,0.12936456501483917,0.017305418848991394,0.05335715785622597
40,hybrid,0.44753941893577576,0.26219552755355835,0.26219552755355835,0.24712517857551575,2.12022066116333,2.1038150787353516,8.308667182922363,0.834137499332428,0.23866671323776245,0.47798532247543335,0.02494180202484131,0.0625,0.1875,76.17153930664062,1.804139494895935,0.0,0.0,,,,0.15621936321258545,0.011579055339097977,0.05473434925079346
41,hybrid,0.39676785469055176,0.24063387513160706,0.24063387513160706,0.20817863941192627,2.0940470695495605,2.077948808670044,6.301302433013916,0.8621507287025452,0.09380394965410233,0.6201374530792236,0.023251928389072418,0.125,0.125,73.66797637939453,2.772656202316284,0.0,0.0,,,,0.0572926327586174,0.01185685209929943,0.04580463469028473
42,hybrid,0.3614945113658905,0.22165536880493164,0.22165536880493164,0.18645218014717102,2.0769271850585938,2.095445156097412,7.419976711273193,0.7578964233398438,0.4901457130908966,0.32118529081344604,0.02435128018260002,0.125,0.0625,73.00369262695312,2.1323390007019043,0.0,0.0,,,,0.1979910284280777,0.01932736672461033,0.07459016144275665
43,hybrid,0.4266505241394043,0.24205808341503143,0.24205808341503143,0.24612325429916382,2.0771255493164062,2.097507953643799,3.755876064300537,0.8375675082206726,0.5417357087135315,0.48253321647644043,0.02092691697180271,0.25,0.1875,69.69166564941406,2.4803619384765625,0.0,0.0,,,,0.05897554010152817,0.019711369648575783,0.059796713292598724
44,hybrid,0.5642156600952148,0.34962034225463867,0.34962034225463867,0.2861270606517792,2.0868418216705322,2.0828747749328613,6.972887992858887,0.8293838500976562,0.24764618277549744,0.508419930934906,0.014668673276901245,0.125,0.125,54.50154113769531,3.1913492679595947,0.0,0.0,,,,0.09436716884374619,0.012057162821292877,0.03835776075720787
45,hybrid,0.550966739654541,0.32209521532058716,0.32209521532058716,0.3051620125770569,2.076996088027954,2.095963478088379,4.825870990753174,0.8447651267051697,0.2896927297115326,0.41411474347114563,0.01076340489089489,0.125,0.25,47.215179443359375,2.449432611465454,0.0,0.0,,,,0.05280888080596924,0.01295650564134121,0.046776287257671356
46,hybrid,0.5456515550613403,0.3078235983848572,0.3078235983848572,0.31710395216941833,2.070396661758423,2.0557761192321777,5.087857246398926,0.7749640345573425,0.29970845580101013,0.4670000672340393,0.009334259666502476,0.125,0.25,42.2860107421875,2.499018907546997,0.0,0.0,,,,0.07326171547174454,0.013481222093105316,0.0538000650703907
47,hybrid,0.4200609624385834,0.23220214247703552,0.23220214247703552,0.2504784166812897,2.063046932220459,2.0768749713897705,2.709735631942749,0.8768341541290283,0.14381413161754608,0.23455145955085754,0.010023383423686028,0.1875,0.1875,43.689395904541016,2.714171886444092,0.0,0.0,,,,0.11900202929973602,0.01956919953227043,0.06372521072626114
48,hybrid,0.2486550360918045,0.1286114603281021,0.1286114603281021,0.16005809605121613,2.024123191833496,2.0804312229156494,4.55225944519043,0.7567058205604553,0.15751871466636658,0.16512398421764374,0.007820174098014832,0.3125,0.125,40.023704528808594,3.2758233547210693,0.0,0.0,,,,0.13960424065589905,0.009122281335294247,0.04393446072936058
49,hybrid,0.39577722549438477,0.2170352339744568,0.2170352339744568,0.23832263052463531,2.059713363647461,2.0758368968963623,4.823426246643066,0.7709049582481384,0.6300283074378967,0.1972406953573227,0.006102998275309801,0.1875,0.3125,32.78545379638672,1.599719762802124,0.0,0.0,,,,0.07007710635662079,0.012130333110690117,0.05704473704099655
50,hybrid,0.4081994295120239,0.22981546819210052,0.22981546819210052,0.2378452569246292,2.0864028930664062,2.0930826663970947,4.4681010246276855,0.8093481063842773,0.18555772304534912,0.21843427419662476,0.00635245256125927,0.0625,0.125,35.03013229370117,1.5687452554702759,0.0,0.0,177.73855590820312,0.375,0.0,0.08893688023090363,0.007669214159250259,0.059408143162727356
51,hybrid,0.22525665163993835,0.11913280189037323,0.11913280189037323,0.14149847626686096,2.0380940437316895,2.0973610877990723,4.589118003845215,0.8197309374809265,0.09427054971456528,0.1776045262813568,0.006575371138751507,0.125,0.1875,36.544395446777344,1.9077285528182983,0.0,0.0,,,,0.14352688193321228,0.009818539023399353,0.052991513162851334
52,hybrid,0.5107033252716064,0.29786837100982666,0.29786837100982666,0.28377991914749146,2.0926687717437744,2.0750017166137695,6.5441155433654785,0.7489336729049683,0.49300652742385864,0.231793612241745,0.006125469692051411,0.125,0.125,34.86725997924805,2.946259021759033,0.0,0.0,,,,0.17864248156547546,0.011411452665925026,0.07043825834989548
53,hybrid,0.392076313495636,0.2113625556230545,0.2113625556230545,0.24095170199871063,2.0927648544311523,2.0719408988952637,3.032835006713867,0.8498917818069458,0.12457503378391266,0.5140378475189209,0.006112881004810333,0.125,0.1875,34.50898361206055,2.410872220993042,0.0,0.0,,,,0.13966670632362366,0.007317767478525639,0.04924283176660538
54,hybrid,0.8114392757415771,0.4619564712047577,0.4619564712047577,0.4659770727157593,2.087500810623169,2.0637154579162598,6.765469551086426,0.8730974793434143,1.1280052661895752,0.362856388092041,0.005495660938322544,0.0,0.25,32.678009033203125,2.235182046890259,0.0,0.0,,,,0.06550319492816925,0.010887484066188335,0.05640964210033417
55,hybrid,0.644620418548584,0.3574364185333252,0.3574364185333252,0.38291195034980774,2.0819640159606934,2.078469753265381,5.77108097076416,0.7926880717277527,0.5086550712585449,0.5790784955024719,0.007928065955638885,0.0625,0.1875,40.99971008300781,2.1592369079589844,0.0,0.0,,,,0.132479727268219,0.009714160114526749,0.04680109769105911
56,hybrid,0.315357506275177,0.18341204524040222,0.18341204524040222,0.1759272813796997,2.089911937713623,2.089165210723877,5.6260294914245605,0.7635034322738647,0.25130078196525574,0.14732041954994202,0.005853188224136829,0.125,0.0625,33.437870025634766,1.3543356657028198,0.0,0.0,,,,0.1334742307662964,0.00839585717767477,0.06918413937091827
57,hybrid,0.7435057163238525,0.4217654764652252,0.4217654764652252,0.4289869964122772,2.098036766052246,2.074232816696167,6.454382419586182,0.8430595397949219,0.7630585432052612,0.3896333575248718,0.006815090775489807,0.125,0.25,36.93601989746094,2.6297221183776855,0.0,0.0,,,,0.06523893773555756,0.005644354969263077,0.04328819364309311
58,hybrid,0.44874656200408936,0.26421546936035156,0.26421546936035156,0.2460414469242096,2.1213326454162598,2.104034900665283,7.139396667480469,0.7697946429252625,0.3867155909538269,0.6819989681243896,0.007548980414867401,0.0625,0.0,40.65545654296875,1.7322548627853394,0.0,0.0,,,,0.2091580629348755,0.011622963473200798,0.07275645434856415
59,hybrid,0.43783625960350037,0.2338486760854721,0.2338486760854721,0.27198344469070435,2.082228899002075,2.0907583236694336,6.101693630218506,0.8241786956787109,0.4024844765663147,0.2447577863931656,0.006212248932570219,0.0625,0.125,35.32456970214844,2.8067336082458496,0.0,0.0,,,,0.07816626131534576,0.005895008333027363,0.0437794029712677
60,hybrid,0.32970812916755676,0.18270200490951538,0.18270200490951538,0.19600817561149597,2.090869903564453,2.0819251537323,4.255397796630859,0.8601704239845276,0.1619318127632141,0.2577606737613678,0.006641443818807602,0.0,0.1875,37.41891860961914,1.3285232782363892,0.0,0.0,,,,0.1804957538843155,0.007989143952727318,0.060553230345249176
61,hybrid,0.3451066017150879,0.19024042785167694,0.19024042785167694,0.206488236784935,2.0854294300079346,2.0920934677124023,6.00016450881958,0.9281946420669556,0.121766097843647,0.3431846797466278,0.007553270552307367,0.0625,0.125,41.065101623535156,1.4370266199111938,0.0,0.0,,,,0.15579624474048615,0.009803355671465397,0.05805354192852974
62,hybrid,0.4223342537879944,0.24296855926513672,0.24296855926513672,0.23915427923202515,2.0925419330596924,2.0771234035491943,5.4520792961120605,0.8045667409896851,0.31543251872062683,0.28325754404067993,0.0074014621786773205,0.0625,0.125,39.59531021118164,2.629626989364624,0.0,0.0,,,,0.1290910840034485,0.0084235779941082,0.049186624586582184
63,hybrid,0.4827497899532318,0.27228808403015137,0.27228808403015137,0.28061559796333313,2.095918655395508,2.0881612300872803,7.265859603881836,0.8079018592834473,0.4344654977321625,0.5413819551467896,0.006540992297232151,0.0625,0.1875,37.56768035888672,1.6884840726852417,0.0,0.0,,,,0.10220970958471298,0.009028531610965729,0.048251137137413025
64,hybrid,0.3563387989997864,0.20673304796218872,0.20673304796218872,0.19947431981563568,2.0456855297088623,2.103313684463501,7.886081695556641,0.9021233916282654,0.26466938853263855,0.3945414423942566,0.007985319010913372,0.3125,0.0625,42.08063507080078,1.7121134996414185,0.0,0.0,,,,0.23186315596103668,0.008852671831846237,0.05444951355457306
65,hybrid,0.3241511583328247,0.18920820951461792,0.18920820951461792,0.17992395162582397,2.073513984680176,2.0798258781433105,5.8066182136535645,0.8376908898353577,0.2994118332862854,0.4598805010318756,0.0063416617922484875,0.0625,0.1875,36.611732482910156,2.0681254863739014,0.0,0.0,,,,0.2199908196926117,0.010908447206020355,0.0795753225684166
66,hybrid,0.5360415577888489,0.30091366171836853,0.30091366171836853,0.31350386142730713,2.0768916606903076,2.095820426940918,6.049964427947998,0.8312910795211792,0.3846394717693329,0.4440728425979614,0.008235877379775047,0.0625,0.0625,42.12171173095703,1.4492571353912354,0.0,0.0,,,,0.07253134250640869,0.008133390918374062,0.053588226437568665
67,hybrid,0.42104238271713257,0.22231414914131165,0.22231414914131165,0.26497095823287964,2.1038997173309326,2.080803155899048,4.648186683654785,0.8069846034049988,0.3518841862678528,0.5221423506736755,0.008929096162319183,0.0,0.25,44.43073654174805,2.3887760639190674,0.0,0.0,,,,0.30898362398147583,0.00711522251367569,0.051733970642089844
68,hybrid,0.24787072837352753,0.13526949286460876,0.13526949286460876,0.15013498067855835,2.066544532775879,2.0701498985290527,5.494665145874023,0.8090524077415466,0.1460639238357544,0.22505080699920654,0.007460456807166338,0.125,0.125,40.01383590698242,1.715181589126587,0.0,0.0,,,,0.1828320026397705,0.008742115460336208,0.06329179555177689
69,hybrid,0.3334440588951111,0.17880268394947052,0.17880268394947052,0.20618851482868195,2.065422296524048,2.063075542449951,4.9977216720581055,0.8471503853797913,0.20249159634113312,0.30861905217170715,0.007416696287691593,0.1875,0.1875,41.727142333984375,1.3198752403259277,0.0,0.0,,,,0.10706212371587753,0.0060347942635416985,0.04877912253141403
70,hybrid,0.2962356209754944,0.1640436053276062,0.1640436053276062,0.17625601589679718,2.088153123855591,2.0675253868103027,5.024625301361084,0.8053812384605408,0.2767324149608612,0.44132980704307556,0.0072136931121349335,0.0,0.125,41.061153411865234,1.8170408010482788,0.0,0.0,,,,0.24671998620033264,0.012691429816186428,0.06455300748348236
71,hybrid,0.5040028691291809,0.2836228013038635,0.2836228013038635,0.29384008049964905,2.1258726119995117,2.063654899597168,5.087774276733398,0.8720263838768005,0.2924956679344177,0.5460860729217529,0.006964857690036297,0.0625,0.125,40.65297317504883,1.6661490201950073,0.0,0.0,,,,0.17697040736675262,0.01015552319586277,0.04244130104780197
72,hybrid,0.271056592464447,0.15223537385463715,0.15223537385463715,0.15842829644680023,2.067265033721924,2.0829551219940186,6.795248985290527,0.7671977281570435,0.14284564554691315,0.3397252857685089,0.009874067269265652,0.125,0.125,46.43308639526367,2.10219669342041,0.0,0.0,,,,0.15267764031887054,0.010860956273972988,0.056728795170784
73,hybrid,0.326363742351532,0.18653979897499084,0.18653979897499084,0.18643194437026978,2.095794439315796,2.075465679168701,6.053822994232178,0.8930896520614624,0.10584180802106857,0.27829745411872864,0.009115196764469147,0.125,0.25,44.27985382080078,0.8923815488815308,0.0,0.0,,,,0.07450395077466965,0.0064758602529764175,0.052632950246334076
74,hybrid,0.2671358287334442,0.15709316730499268,0.15709316730499268,0.14672353863716125,2.120204448699951,2.042414665222168,4.06514835357666,0.8324466943740845,0.1361931711435318,0.4060630202293396,0.008526204153895378,0.0,0.125,42.18042755126953,2.2061522006988525,0.0,0.0,,,,0.1584141105413437,0.013264928944408894,0.05888047814369202
75,hybrid,0.21497169137001038,0.11451437324285507,0.11451437324285507,0.1339430809020996,2.0474886894226074,2.084517240524292,5.357823848724365,0.7512003779411316,0.022308524698019028,0.39770758152008057,0.01348451990634203,0.125,0.1875,54.602783203125,1.6798797845840454,0.0,0.0,187.95401000976562,0.375,0.25,0.0560314878821373,0.012402515858411789,0.04443361237645149
76,hybrid,0.38755375146865845,0.21685174107551575,0.21685174107551575,0.22760267555713654,2.07271146774292,2.0696349143981934,5.624634265899658,0.8850361108779907,0.2327645868062973,0.2538926899433136,0.005414700135588646,0.0625,0.1875,33.4144172668457,1.5331637859344482,0.0,0.0,,,,0.21560946106910706,0.011739052832126617,0.054548658430576324
77,hybrid,0.2857676148414612,0.16269686818122864,0.16269686818122864,0.16409432888031006,2.0709710121154785,2.0810601711273193,6.062753677368164,0.8586075901985168,0.3517950475215912,0.2599376440048218,0.012281849980354309,0.1875,0.1875,47.33504104614258,1.7928671836853027,0.0,0.0,,,,0.17904630303382874,0.01517275907099247,0.04987161234021187
78,hybrid,0.36292046308517456,0.2046698033809662,0.2046698033809662,0.21100085973739624,2.0746078491210938,2.084932327270508,4.629673004150391,0.8336860537528992,0.2972927391529083,0.23047640919685364,0.011917557567358017,0.0625,0.0625,49.500526428222656,1.7949169874191284,0.0,0.0,,,,0.1426123082637787,0.01328023336827755,0.060600645840168
79,hybrid,0.40147340297698975,0.2393144816160202,0.2393144816160202,0.21621188521385193,2.0665574073791504,2.0771396160125732,7.548861026763916,0.8772092461585999,0.3807271718978882,0.5489130616188049,0.007791053503751755,0.25,0.125,40.343387603759766,1.7595946788787842,0.0,0.0,,,,0.13177315890789032,0.01733381114900112,0.05590171366930008
80,hybrid,0.21769249439239502,0.1234348863363266,0.1234348863363266,0.12567681074142456,2.0690886974334717,2.0707271099090576,6.803920745849609,0.7964762449264526,0.32093149423599243,0.29648616909980774,0.011645827442407608,0.125,0.1875,49.35380554199219,0.7884690165519714,0.0,0.0,,,,0.20854151248931885,0.011296345852315426,0.04814181476831436
81,hybrid,0.44499433040618896,0.2531718909740448,0.2531718909740448,0.2557632327079773,2.0797011852264404,2.090482234954834,6.834901332855225,0.8423448801040649,0.32163143157958984,0.3458905816078186,0.01242990791797638,0.0625,0.125,49.947105407714844,1.875076174736023,0.0,0.0,,,,0.06755233556032181,0.013520574197173119,0.050495341420173645
