iteration,joint_total,joint_task,joint_domain,joint_fuzzy,joint_orthogonality,meta_total,meta_support,meta_query,meta_query_protocol,body_update_norm,joint_gradient_norm,meta_gradient_norm,grl_strength,source_validation_mae_cycles
24,0.5800737142562866,0.36289626359939575,2.167625904083252,0.006621655076742172,0.0008371574804186821,0.5629648566246033,0.3321681618690491,0.2307967096567154,protocol_7,0.00754740322008729,0.5028528571128845,2.8219940662384033,0.07982976911113138,
25,0.5508394241333008,0.3334571123123169,2.1701974868774414,0.006223695352673531,0.000513725564815104,0.910010576248169,0.29721948504447937,0.612791121006012,protocol_8,0.009235009551048279,1.2276005744934082,1.0834790468215942,0.0831409664335998,220.42630004882812
26,0.4408198893070221,0.22577831149101257,2.1451666355133057,0.008683308959007263,0.000907433102838695,0.7485585808753967,0.20225758850574493,0.546301007270813,protocol_9,0.007035252638161182,1.2250338792800903,1.9561448097229004,0.0864503289637153,
27,0.5206552147865295,0.306770384311676,2.133213520050049,0.008454319089651108,0.0014074541395530105,0.4776598811149597,0.2882775366306305,0.18938235938549042,protocol_10,0.008751755580306053,0.4815361797809601,1.4523509740829468,0.08975778474716023,
28,0.4973861575126648,0.2844262719154358,2.1232218742370605,0.009415773674845695,0.0016693266807124019,0.48878252506256104,0.3292786478996277,0.15950389206409454,protocol_2,0.007779755163937807,0.9441013336181641,2.891449451446533,0.09306326199720005,
29,0.465870201587677,0.2526366710662842,2.125056505203247,0.010234610177576542,0.002161653246730566,0.4188730716705322,0.23367272317409515,0.18520033359527588,protocol_3,0.008416700176894665,0.6416351795196533,1.882136583328247,0.0963666891008419,
30,0.5045040249824524,0.2894201874732971,2.1429951190948486,0.01037859357893467,0.002654009498655796,0.3906310796737671,0.2811117172241211,0.10951936990022659,protocol_4,0.0038758516311645508,0.8637412190437317,1.6516401767730713,0.0996679946249559,
31,0.5104196667671204,0.29782870411872864,2.1182751655578613,0.010773744434118271,0.0022479745093733072,0.5912940502166748,0.28784826397895813,0.3034457862377167,protocol_5,0.00844524148851633,1.457064151763916,4.3844733238220215,0.10296710732236503,
32,0.5035783052444458,0.28971466422080994,2.131476402282715,0.011386103928089142,0.0014667448122054338,0.2985932528972626,0.24675574898719788,0.0518374964594841,protocol_6,0.011513764038681984,0.9172088503837585,1.4384068250656128,0.1062639561379024,
33,0.5238261818885803,0.31003841757774353,2.130805492401123,0.010954881086945534,0.0015946123749017715,0.4477260112762451,0.35337647795677185,0.09434954822063446,protocol_7,0.010127177461981773,1.2120647430419922,1.4483070373535156,0.10955847021442966,
34,0.4851314425468445,0.2734743058681488,2.1097185611724854,0.011574127711355686,0.0010656215017661452,0.8765699863433838,0.2896513342857361,0.5869186520576477,protocol_8,0.0031694346107542515,0.6073049902915955,1.457440733909607,0.11285057889882033,
35,0.5202444791793823,0.3056905269622803,2.135887384414673,0.01612795516848564,0.0015884980093687773,0.7556862831115723,0.3346130847930908,0.42107319831848145,protocol_9,0.005375761538743973,1.3622980117797852,1.6984388828277588,0.11614021174790645,
36,0.51981520652771,0.31038814783096313,2.0855016708374023,0.014493865892291069,0.0015221040230244398,0.4178332984447479,0.2540621757507324,0.1637711226940155,protocol_10,0.004767020232975483,1.0749269723892212,2.383673667907715,0.11942729853438583,
37,0.48413872718811035,0.2742299735546112,2.089993476867676,0.014732287265360355,0.0017276653088629246,0.6292239427566528,0.4492107629776001,0.18001320958137512,protocol_2,0.0054922751151025295,1.0337059497833252,2.1571390628814697,0.12271176925268779,
38,0.3897359073162079,0.1784559190273285,2.099062442779541,0.019895244389772415,0.0037896183785051107,0.5528227686882019,0.2840418815612793,0.2687808871269226,protocol_3,0.0071629490703344345,1.2667700052261353,3.4688737392425537,0.12599355412480095,
39,0.5520432591438293,0.34235578775405884,2.082233428955078,0.017703939229249954,0.005789550952613354,0.633037805557251,0.32812660932540894,0.30491119623184204,protocol_4,0.004418725613504648,0.9504943490028381,3.9436087608337402,0.12927258360605842,
40,0.47114017605781555,0.2571913003921509,2.1252591609954834,0.018696825951337814,0.00488146161660552,0.4384152293205261,0.3050268292427063,0.13338838517665863,protocol_5,0.010093257762491703,0.9794150590896606,3.4569711685180664,0.13254878839087847,
41,0.5096765756607056,0.3016691505908966,2.0645174980163574,0.019935671240091324,0.005589173175394535,0.7735628485679626,0.25613242387771606,0.5174304246902466,protocol_6,0.01816583424806595,0.7185587882995605,3.578425407409668,0.13582209941846446,
42,0.530881941318512,0.3154236078262329,2.138889789581299,0.02013142593204975,0.005628075450658798,0.48629629611968994,0.39890754222869873,0.08738873898983002,protocol_7,0.008454655297100544,1.234532356262207,2.7401785850524902,0.1390924478784581,
43,0.5134103298187256,0.305141419172287,2.0664544105529785,0.021768484264612198,0.00534987123683095,0.733799934387207,0.3157218098640442,0.41807812452316284,protocol_8,0.005240853410214186,1.2287667989730835,1.5137275457382202,0.14235976521654714,
44,0.5216242074966431,0.30792921781539917,2.121878147125244,0.02140917256474495,0.00436720997095108,0.6940762996673584,0.21245944499969482,0.4816168546676636,protocol_9,0.014039574190974236,0.7455021739006042,1.9993776082992554,0.14562398314002767,
45,0.5585747957229614,0.34847548604011536,2.082058906555176,0.023663394153118134,0.00710236094892025,0.5759782791137695,0.3017512559890747,0.2742270529270172,protocol_10,0.008233034051954746,1.1043950319290161,1.77593195438385,0.14888503362331806,
46,0.4988546371459961,0.2886687219142914,2.083256244659424,0.025694331154227257,0.005755825433880091,0.6426103711128235,0.3597717583179474,0.2828386127948761,protocol_2,0.007030514068901539,0.8438920378684998,1.8885668516159058,0.15214284891342422,
47,0.48058339953422546,0.26722151041030884,2.1178035736083984,0.023909417912364006,0.003860512748360634,0.6655158996582031,0.26183021068573,0.40368565917015076,protocol_3,0.0047686477191746235,0.4187145531177521,1.4333947896957397,0.15539736153535721,
48,0.42381927371025085,0.20829236507415771,2.1407012939453125,0.01962335593998432,0.0047559174709022045,0.46259549260139465,0.38336145877838135,0.0792340412735939,protocol_4,0.005602077580988407,0.6173563003540039,1.6103438138961792,0.158648504297499,
49,0.5137712955474854,0.30264467000961304,2.091433525085449,0.02643977850675583,0.0066133467480540276,0.8720840811729431,0.2925500273704529,0.5795340538024902,protocol_5,0.012712867930531502,0.8437117338180542,5.495380878448486,0.16189621029691703,
50,0.5070679187774658,0.3013762831687927,2.0356802940368652,0.027639949694275856,0.00741602573543787,0.6234890818595886,0.18952305614948273,0.4339660108089447,protocol_6,0.006091433577239513,1.407668113708496,1.9676029682159424,0.16514041292462944,273.76690673828125
51,0.4888850450515747,0.27739304304122925,2.09336256980896,0.029320940375328064,0.006896981969475746,0.2896467447280884,0.2612961232662201,0.02835063450038433,protocol_7,0.00391552597284317,0.821079432964325,1.3563897609710693,0.16838104587081482,
52,0.4679855406284332,0.26087290048599243,2.0493173599243164,0.030329398810863495,0.006644490174949169,0.45262062549591064,0.2695756256580353,0.18304498493671417,protocol_8,0.0040953997522592545,1.0585308074951172,1.4485117197036743,0.17161804312996987,
53,0.5365396738052368,0.32217860221862793,2.1219382286071777,0.03184770420193672,0.005748507101088762,0.6291857957839966,0.14419212937355042,0.48499366641044617,protocol_9,0.003139003412798047,0.515045166015625,1.268419861793518,0.17485133900601246,
54,0.5660067200660706,0.36182117462158203,2.0221636295318604,0.031269967555999756,0.004056964069604874,0.5189920663833618,0.32073041796684265,0.19826161861419678,protocol_10,0.0047658407129347324,0.6838515400886536,1.843402624130249,0.17808086811733026,
55,0.4726688265800476,0.2653408944606781,2.053748607635498,0.03157007321715355,0.0037456797435879707,0.5587160587310791,0.23569785058498383,0.3230181932449341,protocol_2,0.004278268199414015,0.6125705242156982,3.1747021675109863,0.1813065654017716,
56,0.505786657333374,0.29474055767059326,2.0916037559509277,0.030763983726501465,0.003474981989711523,0.8348796963691711,0.276122510433197,0.5587571859359741,protocol_3,0.004183183889836073,0.5717290043830872,2.390711545944214,0.18452836612158308,
57,0.45516201853752136,0.2446860522031784,2.084845781326294,0.03248400613665581,0.0036720677744597197,0.4628775715827942,0.22823487222194672,0.23464268445968628,protocol_4,0.004399004392325878,0.7613932490348816,3.4973840713500977,0.1877462058682855,
58,0.4416339695453644,0.23448188602924347,2.052158832550049,0.031170589849352837,0.003776507917791605,0.6492735147476196,0.31530556082725525,0.33396798372268677,protocol_5,0.004505924880504608,1.0105875730514526,2.1052398681640625,0.1909600205674966,
59,0.35807207226753235,0.15542125701904297,2.0037755966186523,0.04038769751787186,0.0025386144407093525,0.700456976890564,0.3485387861728668,0.35191819071769714,protocol_6,0.007063513156026602,0.6954496502876282,1.9277315139770508,0.19416974648369112,
60,0.47532278299331665,0.2704552710056305,2.024090051651001,0.04109750688076019,0.004036403726786375,0.4111657440662384,0.24293400347232819,0.16823174059391022,protocol_7,0.008286111056804657,1.2382110357284546,2.586054801940918,0.197375320224904,
61,0.48781922459602356,0.2829154431819916,2.026477813720703,0.037401940673589706,0.0038592256605625153,0.6054519414901733,0.28889358043670654,0.3165583312511444,protocol_8,0.006912220269441605,0.9450603723526001,2.2524869441986084,0.20057667874737128,
62,0.49795255064964294,0.2848074436187744,2.1066455841064453,0.03641388565301895,0.0065985736437141895,0.4161263406276703,0.230340838432312,0.18578550219535828,protocol_9,0.010451678186655045,1.231581211090088,2.609339714050293,0.20377375936011322,
63,0.4874500632286072,0.278715580701828,2.0665767192840576,0.03437885642051697,0.0035787008237093687,0.5108852982521057,0.24742545187473297,0.26345986127853394,protocol_10,0.011020145379006863,0.8440572023391724,2.1146578788757324,0.2069664997294527,
64,0.5180435180664062,0.3112720251083374,2.047031879425049,0.03296997398138046,0.004198181442916393,0.5300002694129944,0.3192887008190155,0.21071156859397888,protocol_2,0.00510809849947691,1.1236623525619507,5.440725803375244,0.210154837883475,
65,0.4638163149356842,0.2543131709098816,2.0790863037109375,0.02736005187034607,0.002265071263536811,0.29931434988975525,0.1768595427274704,0.12245479971170425,protocol_3,0.011496670544147491,0.8365313410758972,2.0031044483184814,0.21333871221642275,
66,0.4429651200771332,0.23481033742427826,2.061352252960205,0.037205420434474945,0.001593082444742322,0.4588090181350708,0.22057175636291504,0.23823724687099457,protocol_4,0.02590593881905079,1.5742125511169434,3.2456226348876953,0.21651806149302866,
67,0.43100976943969727,0.22797870635986328,2.0078227519989014,0.03997734934091568,0.0024987971410155296,0.7683442234992981,0.3598836362361908,0.4084605872631073,protocol_5,0.003423911752179265,1.2739880084991455,3.200711965560913,0.21969282485278452,
68,0.38729962706565857,0.1838378757238388,2.011448383331299,0.03996545076370239,0.0031864987686276436,0.37400251626968384,0.3242295980453491,0.04977291449904442,protocol_6,0.010478761047124863,0.9294491410255432,1.7767914533615112,0.22286294181414545,
69,0.46876096725463867,0.26534560322761536,2.008718729019165,0.04378599300980568,0.0035418933257460594,0.38197559118270874,0.22142620384693146,0.16054938733577728,protocol_7,0.004263185430318117,0.6955448389053345,1.804543375968933,0.22602835227867102,
70,0.44406774640083313,0.24045902490615845,2.0113401412963867,0.04467478394508362,0.0024096458218991756,0.508517324924469,0.19128116965293884,0.31723615527153015,protocol_8,0.00842832587659359,1.01231849193573,2.324615716934204,0.22918899653509905,
71,0.4058792293071747,0.19262278079986572,2.1126842498779297,0.03466908633708954,0.002545835915952921,0.46513813734054565,0.12628234922885895,0.3388557732105255,protocol_9,0.0030693812295794487,0.8223450779914856,1.6589750051498413,0.2323448152633556,
72,0.4546120762825012,0.24857547879219055,2.0349345207214355,0.04548150673508644,0.0026909466832876205,0.3372744917869568,0.2322397530078888,0.10503474622964859,protocol_10,0.008513710461556911,1.0931603908538818,2.32094144821167,0.23549574953849794,
73,0.41742780804634094,0.2152731716632843,1.9924123287200928,0.05042541027069092,0.003921154886484146,0.24775861203670502,0.19714857637882233,0.05061003938317299,protocol_2,0.0026830097194761038,0.9983212351799011,2.174389362335205,0.23864174083459022,
74,0.4050768315792084,0.2003270983695984,2.0189249515533447,0.04959862306714058,0.0037731146439909935,0.38820070028305054,0.21154676377773285,0.1766539216041565,protocol_3,0.010331336408853531,0.61821448802948,2.4787096977233887,0.2417827310285139,
75,0.465304434299469,0.26314234733581543,1.9976309537887573,0.04118584841489792,0.0033968768548220396,0.3837178349494934,0.2180282175540924,0.165689617395401,protocol_4,0.0096933264285326,0.5512295961380005,1.8473942279815674,0.2449186624037092,204.3955841064453
76,0.37256860733032227,0.17207100987434387,1.9809463024139404,0.041093774139881134,0.0034827368799597025,0.40133044123649597,0.11504471302032471,0.28628572821617126,protocol_5,0.007633369881659746,0.7499117255210876,4.030615329742432,0.24804947765384933,
77,0.41234225034713745,0.2135571539402008,1.9585585594177246,0.04835033416748047,0.005117358639836311,0.2903366684913635,0.2239626795053482,0.06637398153543472,protocol_6,0.0046541146002709866,1.1799243688583374,1.1286132335662842,0.2511751198864467,
78,0.4413883090019226,0.23649439215660095,2.020014524459839,0.04844997450709343,0.004699592478573322,0.373803973197937,0.28324246406555176,0.09056152403354645,protocol_7,0.0030189803801476955,1.3224986791610718,1.0661966800689697,0.25429553262639115,
79,0.48177045583724976,0.27179211378097534,2.069973945617676,0.051827095448970795,0.0038959807716310024,0.5553703904151917,0.25525593757629395,0.3001144528388977,protocol_8,0.008749762549996376,0.7553667426109314,1.6244632005691528,0.2574106598194166,
80,0.44464364647865295,0.2420566827058792,1.9956128597259521,0.05295424163341522,0.0037797573022544384,0.4368428587913513,0.20071808993816376,0.23612475395202637,protocol_9,0.006956440396606922,0.8034694194793701,1.1752800941467285,0.2605204458355026,
81,0.45796632766723633,0.2511252164840698,2.041985034942627,0.047628484666347504,0.00261175655759871,0.30584344267845154,0.22790677845478058,0.07793667167425156,protocol_10,0.0030730715952813625,0.7221014499664307,1.6627553701400757,0.2636248354722033,
82,0.42960652709007263,0.22230659425258636,2.0476901531219482,0.046998873353004456,0.0018096740823239088,0.6505770683288574,0.29884690046310425,0.3517301678657532,protocol_2,0.004436300601810217,0.5376580953598022,4.698767185211182,0.2667237739579078,
83,0.3786185383796692,0.17312708497047424,2.024989366531372,0.05378700792789459,0.0030315383337438107,0.7326892614364624,0.2948811948299408,0.437808096408844,protocol_3,0.0031162595842033625,0.6339455246925354,1.22733473777771,0.2698172069550311,
84,0.38894155621528625,0.19087515771389008,1.9459818601608276,0.0629035234451294,0.0032303191255778074,0.44790369272232056,0.27646002173423767,0.17144368588924408,protocol_4,0.004976785741746426,0.5190070867538452,1.4326504468917847,0.2729050805631328,
85,0.405362606048584,0.20308057963848114,1.9896953105926514,0.06049070134758949,0.0028795895632356405,0.5839587450027466,0.2290450781583786,0.3549136519432068,protocol_5,0.004526363220065832,0.7983909249305725,1.7146719694137573,0.2759873413219678,
86,0.412300705909729,0.2076873928308487,2.013089179992676,0.05934014916419983,0.0033739469945430756,0.5036666393280029,0.11252438277006149,0.39114224910736084,protocol_6,0.00450272299349308,0.7855160236358643,1.9492970705032349,0.2790639362144647,
87,0.5300911068916321,0.3232097327709198,2.0281922817230225,0.07458560168743134,0.003328570630401373,0.3183976709842682,0.23884963989257812,0.07954803854227066,protocol_7,0.004130647983402014,0.9494967460632324,1.5505110025405884,0.28213481266963414,
88,0.41597944498062134,0.21544873714447021,1.962496280670166,0.07801179587841034,0.0038047898560762405,0.6547385454177856,0.3218733072280884,0.33286526799201965,protocol_8,0.00475448090583086,1.2232353687286377,2.304084300994873,0.2851999185654057,
89,0.4344466030597687,0.23759053647518158,1.9319067001342773,0.06814504414796829,0.0025816005654633045,0.6759088039398193,0.3253180682659149,0.35059070587158203,protocol_9,0.004384168889373541,0.4367826282978058,2.050626516342163,0.28825920223139345,
90,0.4779122471809387,0.26795315742492676,2.0557360649108887,0.0819239616394043,0.002892539370805025,0.32595235109329224,0.24491602182388306,0.08103632181882858,protocol_10,0.0036959752906113863,1.3861581087112427,1.1121925115585327,0.2913126124515908,
91,0.47505617141723633,0.27045881748199463,1.9983149766921997,0.09080544114112854,0.0022559245117008686,0.39854562282562256,0.2768478989601135,0.12169773876667023,protocol_2,0.0054982197470963,0.8664605021476746,1.721082329750061,0.2943600984669943,
92,0.4512445330619812,0.2374957948923111,2.095053195953369,0.07992275059223175,0.0024731019511818886,0.35507094860076904,0.23470313847064972,0.12036781758069992,protocol_3,0.005328186322003603,0.6059570908546448,1.4851559400558472,0.2974016099781538,
93,0.4640004634857178,0.2619902193546295,1.9729197025299072,0.08967523276805878,0.002345130778849125,0.5716645121574402,0.4141579568386078,0.1575065553188324,protocol_4,0.005508854985237122,0.8422238826751709,1.6788054704666138,0.3004370971476542,
94,0.4374832808971405,0.2354225516319275,1.9728338718414307,0.0891142189502716,0.003216360229998827,0.6149968504905701,0.28883635997772217,0.3261604905128479,protocol_5,0.003066570498049259,0.6746891140937805,3.9009315967559814,0.3034665106025227,
95,0.4279722571372986,0.22336740791797638,2.0076282024383545,0.068536676466465,0.004152070265263319,0.3862307667732239,0.27686232328414917,0.1093684509396553,protocol_6,0.005107013508677483,0.6347560286521912,2.071739912033081,0.3064898014365669,
96,0.4556203782558441,0.25296977162361145,1.9851549863815308,0.0741739273071289,0.004264224320650101,0.3180658519268036,0.26379793882369995,0.05426790937781334,protocol_7,0.005103269126266241,0.9224773645401001,2.0915491580963135,0.30950692121263845,
97,0.42231547832489014,0.2181098908185959,1.9951986074447632,0.08387431502342224,0.004919988568872213,0.5074124336242676,0.23779645562171936,0.2696159780025482,protocol_8,0.006037603132426739,1.1749643087387085,3.9090771675109863,0.3125178219648279,
98,0.36904603242874146,0.16737399995326996,1.9685420989990234,0.08908882737159729,0.0036336597986519337,0.5608229637145996,0.12121983617544174,0.43960312008857727,protocol_9,0.004872928839176893,0.9377416968345642,0.922692596912384,0.31552245620058494,
99,0.39899659156799316,0.19379904866218567,2.0008277893066406,0.09554453194141388,0.003375549567863345,0.2138938009738922,0.1688302457332611,0.045063555240631104,protocol_10,0.013212369754910469,1.0587728023529053,2.7248096466064453,0.3185207769027709,
100,0.4551592469215393,0.23919059336185455,2.1108860969543457,0.09179940819740295,0.0029005389660596848,0.49670177698135376,0.3119688630104065,0.18473291397094727,protocol_2,0.0037896649446338415,0.7762203216552734,3.1018290519714355,0.32151273753163445,240.39756774902344
101,0.42640379071235657,0.21518029272556305,2.0637965202331543,0.08871433883905411,0.004081402905285358,0.6649736166000366,0.18389131128787994,0.48108232021331787,protocol_3,0.010900821536779404,1.0097975730895996,3.890575885772705,0.32449829202672054,
102,0.39223769307136536,0.17528024315834045,2.1222457885742188,0.0819525271654129,0.0063524432480335236,0.5835406184196472,0.30639082193374634,0.2771497964859009,protocol_4,0.0040475972928106785,0.8310132026672363,1.5251514911651611,0.3274773948087055,
103,0.3445379436016083,0.13673615455627441,2.030337333679199,0.08341650664806366,0.0059719448909163475,0.3947439193725586,0.12801845371723175,0.26672548055648804,protocol_5,0.005378534086048603,1.2477445602416992,2.4118492603302,0.3304500007811606,
104,0.40731704235076904,0.19187495112419128,2.11617112159729,0.06232474371790886,0.0070874327793717384,0.37536147236824036,0.27785590291023254,0.09750557690858841,protocol_6,0.009537299163639545,0.9357320070266724,2.5791893005371094,0.3334160653322462,
105,0.45785972476005554,0.25129562616348267,2.015424966812134,0.09156525135040283,0.004433483351022005,0.2946370840072632,0.21025614440441132,0.08438094705343246,protocol_7,0.006759520620107651,1.167893648147583,2.981750965118408,0.3363755443363323,
106,0.4226429760456085,0.20794793963432312,2.1032471656799316,0.07406479865312576,0.0066706412471830845,0.3416333496570587,0.24070124328136444,0.10093209892511368,protocol_8,0.009819038212299347,0.7015717029571533,2.1943678855895996,0.33932839415555005,
107,0.43800482153892517,0.23607537150382996,1.957029104232788,0.10538764297962189,0.009571637958288193,0.5841159820556641,0.20381955802440643,0.38029640913009644,protocol_9,0.00627774465829134,1.2860876321792603,3.2735788822174072,0.34227457164127184,
108,0.36425986886024475,0.1554412841796875,2.024843454360962,0.10825429111719131,0.009214991703629494,0.47263455390930176,0.24594442546367645,0.2266901284456253,protocol_10,0.005802665371447802,0.7147096395492554,2.8851144313812256,0.34521403413552076,
109,0.39683103561401367,0.1854688972234726,2.062939405441284,0.08780676871538162,0.006778479553759098,0.3870556652545929,0.284192830324173,0.10286282747983932,protocol_2,0.006267279852181673,1.0297505855560303,4.924670219421387,0.34814673947230945,
110,0.41429248452186584,0.2069442719221115,2.0185728073120117,0.09366729855537415,0.008075414225459099,0.4970385730266571,0.22100034356117249,0.2760382294654846,protocol_3,0.007012132555246353,0.9028796553611755,1.5332913398742676,0.35107264597890864,
111,0.4244554042816162,0.21073095500469208,2.087541103363037,0.08644413948059082,0.006481361575424671,0.36190080642700195,0.1285705715417862,0.23333023488521576,protocol_4,0.005506515968590975,1.271144151687622,3.9574198722839355,0.35399171247704597,
112,0.4375813603401184,0.22986838221549988,2.0236597061157227,0.08810476958751678,0.009417921304702759,0.5816415548324585,0.3124193847179413,0.2692221999168396,protocol_5,0.005013286601752043,0.7614067196846008,2.471710205078125,0.35690389828403624,
113,0.42488956451416016,0.22426438331604004,1.9469566345214844,0.09887401014566422,0.009858275763690472,0.5515931844711304,0.17061962187290192,0.38097357749938965,protocol_6,0.006539579015225172,0.7010963559150696,2.7771503925323486,0.35980916321383916,
114,0.4677993059158325,0.2581881284713745,2.0402369499206543,0.09664854407310486,0.007550317794084549,0.34181585907936096,0.1941298395395279,0.14768601953983307,protocol_7,0.005993026774376631,1.260574221611023,2.8169074058532715,0.3627074675780513,
115,0.4278877377510071,0.2219596654176712,1.9965852499008179,0.10471487045288086,0.010338017717003822,0.5182170867919922,0.23308207094669342,0.28513503074645996,protocol_8,0.008078706450760365,0.8975558280944824,2.999776601791382,0.365598772186825,
116,0.4032866358757019,0.18720294535160065,2.1048965454101562,0.09460536390542984,0.008637543767690659,0.5032460689544678,0.30904579162597656,0.19420026242733002,protocol_9,0.004308514762669802,1.117372989654541,1.926511526107788,0.3684830383497246,
117,0.4760863780975342,0.25429606437683105,2.1607275009155273,0.09990663826465607,0.007222181651741266,0.4116370677947998,0.21935880184173584,0.19227826595306396,protocol_10,0.004704245366156101,0.745471179485321,2.191972255706787,0.3713602278765078,
118,0.36948108673095703,0.14651525020599365,2.1645689010620117,0.1127517968416214,0.008713561110198498,0.4075464606285095,0.22350242733955383,0.1840440183877945,protocol_2,0.005683669820427895,0.6437250971794128,1.9635823965072632,0.3742303030778429,
